% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
351 +2.266506611e+02 +2.266506611e+02 -2.354393389e+02 -2.354393389e+02 +4.5048e-01 +4.2938e+00 -1.4041e+00 -2.6459e-01 -5.9850e-02 -2.8698e-01 +1.6396e+00 +1.6535e+00 +1.2736e+00 +1.1405e+00 +5.9484e-01 -3.9341e+00 -3.5924e-01 -1.5285e+00 +4.8080e-01 -4.0573e+00 +1.7864e-01 +1.9276e+00 +1.9915e+00 +1.1292e+00
353 +2.190852340e+02 +2.190852340e+02 -2.430047660e+02 -2.430047660e+02 +4.1834e-01 +4.2960e+00 -1.4120e+00 -4.0035e-01 -2.0129e-01 +2.8056e-03 +1.7091e+00 +1.9067e+00 +1.5258e+00 +8.0847e-01 +4.8037e-01 -3.9463e+00 -3.8021e-01 -1.6210e+00 +4.6652e-01 -3.8459e+00 -1.1995e-01 +2.0450e+00 +1.8733e+00 +1.0934e+00
580 +2.002411831e+02 +2.002411831e+02 -2.618488169e+02 -2.618488169e+02 +3.2301e-01 +4.3313e+00 -5.4813e-01 +6.3840e-01 -2.7767e-01 +1.4498e+00 +2.4899e+00 +7.4383e-01 +1.7118e+00 +3.1461e-02 +2.2778e+00 -3.6826e+00 +2.3133e-01 -3.1829e+00 +1.1570e-01 -4.7908e+00 -9.2049e-01 +2.4955e+00 +2.3925e+00 +1.3229e+00
750 +1.735342981e+02 +1.735342981e+02 -2.885557019e+02 -2.885557019e+02 +4.0941e-01 +3.3318e+00 -1.6412e+00 +1.3765e+00 -9.4277e-01 +1.6568e+00 +1.8001e+00 +1.2986e+00 +1.7270e+00 -1.9757e-02 +2.2472e+00 -4.4288e+00 -2.5611e-01 -3.7252e+00 +4.2398e-01 -3.9599e+00 -9.3326e-02 +2.1941e+00 +1.8501e+00 +1.1040e+00
939 +1.628995850e+02 +1.628995850e+02 -2.991904150e+02 -2.991904150e+02 +4.2944e-01 +3.3012e+00 -4.7351e-01 +1.6025e+00 -1.1624e+00 +2.1994e+00 +2.0016e+00 +5.8246e-01 +1.9272e+00 -4.7131e-01 +2.0365e+00 -4.3799e+00 +1.3261e-01 -2.8972e+00 +3.5876e-01 -4.3224e+00 +5.0431e-02 +1.9147e+00 +2.8593e+00 +8.0945e-01
1009 +1.580515479e+02 +1.580515479e+02 -3.040384521e+02 -3.040384521e+02 +4.5530e-01 +3.3739e+00 -6.7631e-01 +1.2612e+00 -7.2983e-01 +2.2285e+00 +2.1084e+00 +5.6390e-01 +1.7478e+00 +2.5562e-02 +2.0526e+00 -4.3177e+00 +1.3847e-01 -2.8827e+00 +4.6912e-01 -4.3089e+00 -4.3477e-02 +2.0975e+00 +2.7482e+00 +1.0421e+00
1089 +1.445285317e+02 +1.445285317e+02 -3.175614683e+02 -3.175614683e+02 +3.7334e-01 +3.2018e+00 -5.0582e-01 +1.6146e+00 -9.6468e-01 +1.9540e+00 +2.0112e+00 +8.1497e-01 +1.6886e+00 -1.5003e-01 +2.0901e+00 -4.2919e+00 +1.0263e-01 -2.9156e+00 +2.0915e-01 -4.2519e+00 -1.4990e-02 +2.2654e+00 +2.0883e+00 +1.1889e+00
1194 +1.397393281e+02 +1.397393281e+02 -3.223506719e+02 -3.223506719e+02 +4.6546e-01 +3.3524e+00 -5.1831e-01 +1.6531e+00 -9.7594e-01 +2.0893e+00 +1.8893e+00 +6.4704e-01 +1.6984e+00 -5.5276e-01 +2.2994e+00 -4.2193e+00 +1.0144e-01 -3.0741e+00 +5.0413e-01 -4.4745e+00 +5.6418e-03 +1.6422e+00 +2.4777e+00 +1.0439e+00
1207 +1.175820967e+02 +1.175820967e+02 -3.445079033e+02 -3.445079033e+02 +4.5653e-01 +3.2584e+00 -4.8166e-01 +1.6686e+00 -9.8739e-01 +2.1596e+00 +1.8899e+00 +6.9642e-01 +1.6133e+00 -4.5709e-01 +2.2540e+00 -4.3037e+00 +6.0287e-02 -2.8968e+00 +5.5069e-01 -4.3867e+00 -5.9140e-02 +1.8603e+00 +2.4902e+00 +1.1070e+00
1214 +1.100994638e+02 +1.100994638e+02 -3.519905362e+02 -3.519905362e+02 +4.1708e-01 +3.2133e+00 -5.4679e-01 +1.6229e+00 -9.3323e-01 +2.1347e+00 +1.7876e+00 +6.7486e-01 +1.6472e+00 -4.0023e-01 +2.2184e+00 -4.2573e+00 +2.1162e-02 -2.9655e+00 +5.5584e-01 -4.3866e+00 -2.4287e-02 +1.9065e+00 +2.5373e+00 +1.1362e+00
1339 +1.062049097e+02 +1.062049097e+02 -3.558850903e+02 -3.558850903e+02 +2.4576e-01 +3.2613e+00 -6.3237e-01 +1.5702e+00 -8.3496e-01 +2.0923e+00 +1.8006e+00 +7.1541e-01 +1.6770e+00 -5.9941e-01 +2.1883e+00 -4.2981e+00 +4.2603e-02 -2.9507e+00 +5.4820e-01 -4.2933e+00 -2.1203e-02 +1.8992e+00 +2.1656e+00 +1.0755e+00
1377 +1.012850733e+02 +1.012850733e+02 -3.608049267e+02 -3.608049267e+02 +2.6970e-01 +3.3168e+00 -5.8021e-01 +1.6228e+00 -8.7651e-01 +2.1025e+00 +1.8171e+00 +7.1073e-01 +1.7402e+00 -4.0055e-01 +2.1097e+00 -4.3006e+00 +8.5288e-02 -2.9823e+00 +4.6448e-01 -4.3123e+00 -6.9220e-02 +1.9099e+00 +2.1976e+00 +1.0970e+00
1386 +9.750840781e+01 +9.750840781e+01 -3.645815922e+02 -3.645815922e+02 +2.7048e-01 +3.3386e+00 -5.3977e-01 +1.6399e+00 -8.5127e-01 +2.1400e+00 +1.8125e+00 +6.9856e-01 +1.7443e+00 -4.4260e-01 +2.1354e+00 -4.2460e+00 +8.8149e-02 -2.9615e+00 +4.9877e-01 -4.3397e+00 -2.4258e-02 +1.9453e+00 +2.1614e+00 +1.0819e+00
1403 +9.460175124e+01 +9.460175124e+01 -3.674882488e+02 -3.674882488e+02 +3.4088e-01 +3.2669e+00 -5.4482e-01 +1.6099e+00 -8.5298e-01 +2.1103e+00 +1.7834e+00 +6.5463e-01 +1.7914e+00 -4.8172e-01 +2.1484e+00 -4.2444e+00 +9.1403e-02 -2.9451e+00 +4.9248e-01 -4.4167e+00 -1.3514e-02 +1.9692e+00 +2.1192e+00 +1.1318e+00
1425 +9.146328063e+01 +9.146328063e+01 -3.706267194e+02 -3.706267194e+02 +3.3166e-01 +3.2502e+00 -5.2846e-01 +1.6236e+00 -8.4223e-01 +2.1905e+00 +1.7914e+00 +7.5481e-01 +1.7451e+00 -4.3902e-01 +2.1929e+00 -4.3184e+00 +6.2811e-02 -2.9354e+00 +4.7746e-01 -4.4254e+00 +2.9787e-03 +1.9201e+00 +2.1216e+00 +1.1318e+00
1429 +9.086851315e+01 +9.086851315e+01 -3.712214868e+02 -3.712214868e+02 +3.8759e-01 +3.2272e+00 -5.0897e-01 +1.6935e+00 -8.4741e-01 +2.0890e+00 +1.7262e+00 +6.4046e-01 +1.7260e+00 -4.5480e-01 +2.1601e+00 -4.2527e+00 +1.1806e-01 -2.9072e+00 +5.0990e-01 -4.3559e+00 -4.2780e-02 +1.9036e+00 +2.0819e+00 +1.1638e+00
1437 +8.754626900e+01 +8.754626900e+01 -3.745437310e+02 -3.745437310e+02 +3.4781e-01 +3.1908e+00 -5.1443e-01 +1.6397e+00 -8.5160e-01 +2.0968e+00 +1.7218e+00 +6.3671e-01 +1.7146e+00 -4.6175e-01 +2.1911e+00 -4.2925e+00 +1.2900e-01 -2.9469e+00 +4.9098e-01 -4.3894e+00 -6.3811e-03 +1.9100e+00 +2.1028e+00 +1.1384e+00
1449 +8.335661617e+01 +8.335661617e+01 -3.787333838e+02 -3.787333838e+02 +2.9769e-01 +3.2148e+00 -4.9327e-01 +1.6486e+00 -8.6414e-01 +2.1078e+00 +1.7160e+00 +6.6617e-01 +1.7599e+00 -4.5646e-01 +2.1135e+00 -4.3200e+00 +1.3399e-01 -2.9281e+00 +4.8387e-01 -4.3573e+00 -1.3830e-02 +1.8941e+00 +2.0906e+00 +1.1473e+00
1465 +8.240041843e+01 +8.240041843e+01 -3.796895816e+02 -3.796895816e+02 +2.7698e-01 +3.2455e+00 -5.2009e-01 +1.6190e+00 -8.4545e-01 +2.1215e+00 +1.8168e+00 +6.8292e-01 +1.7765e+00 -5.1169e-01 +2.1270e+00 -4.2720e+00 +1.2583e-01 -2.9344e+00 +4.7461e-01 -4.3670e+00 +1.2748e-02 +1.8983e+00 +2.0709e+00 +1.1703e+00
1500 +7.813784980e+01 +7.813784980e+01 -3.839521502e+02 -3.839521502e+02 +3.2959e-01 +3.2593e+00 -5.0355e-01 +1.6352e+00 -8.6425e-01 +2.1486e+00 +1.7644e+00 +6.9125e-01 +1.7933e+00 -5.0778e-01 +2.1786e+00 -4.2503e+00 +1.1532e-01 -2.9796e+00 +4.7303e-01 -4.3727e+00 -2.0137e-02 +1.8939e+00 +2.1418e+00 +1.1164e+00
1582 +7.525589802e+01 +7.525589802e+01 -3.868341020e+02 -3.868341020e+02 +3.1938e-01 +3.2687e+00 -4.8432e-01 +1.6273e+00 -8.4426e-01 +2.1585e+00 +1.8174e+00 +6.8124e-01 +1.7590e+00 -4.8525e-01 +2.1639e+00 -4.2608e+00 +1.2964e-01 -2.9675e+00 +4.9072e-01 -4.3185e+00 -1.4823e-02 +1.9244e+00 +2.1189e+00 +1.1075e+00
1594 +7.300180252e+01 +7.300180252e+01 -3.890881975e+02 -3.890881975e+02 +3.3006e-01 +3.2676e+00 -4.7942e-01 +1.6280e+00 -8.6745e-01 +2.1573e+00 +1.8127e+00 +6.8918e-01 +1.7527e+00 -5.1026e-01 +2.1615e+00 -4.2790e+00 +1.2997e-01 -2.9802e+00 +4.9055e-01 -4.3327e+00 -2.1207e-02 +1.9090e+00 +2.1172e+00 +1.1046e+00
1619 +7.183745068e+01 +7.183745068e+01 -3.902525493e+02 -3.902525493e+02 +3.2190e-01 +3.2675e+00 -4.9451e-01 +1.5974e+00 -8.9201e-01 +2.1807e+00 +1.8122e+00 +7.0419e-01 +1.7589e+00 -5.2493e-01 +2.1434e+00 -4.2850e+00 +1.2695e-01 -2.9844e+00 +5.0366e-01 -4.3122e+00 -3.0613e-02 +1.8998e+00 +2.0963e+00 +1.1073e+00
1625 +7.055158422e+01 +7.055158422e+01 -3.915384158e+02 -3.915384158e+02 +3.1602e-01 +3.2557e+00 -4.7812e-01 +1.6209e+00 -8.8532e-01 +2.1607e+00 +1.8294e+00 +6.9079e-01 +1.7870e+00 -5.2998e-01 +2.1466e+00 -4.2750e+00 +1.2906e-01 -2.9908e+00 +4.9274e-01 -4.3101e+00 -1.9478e-02 +1.9064e+00 +2.0963e+00 +1.1255e+00
1832 +6.898446952e+01 +6.898446952e+01 -3.931055305e+02 -3.931055305e+02 +3.5000e-01 +3.2703e+00 -5.2863e-01 +1.6453e+00 -8.8268e-01 +2.1869e+00 +1.8153e+00 +7.0088e-01 +1.7941e+00 -5.5969e-01 +2.1694e+00 -4.2718e+00 +1.3777e-01 -2.9595e+00 +4.8842e-01 -4.3146e+00 -3.1529e-02 +1.8951e+00 +2.1158e+00 +1.1153e+00
2013 +6.754887685e+01 +6.754887685e+01 -3.945411231e+02 -3.945411231e+02 +3.5346e-01 +3.2768e+00 -5.2804e-01 +1.6375e+00 -8.8320e-01 +2.1927e+00 +1.8122e+00 +7.1904e-01 +1.7997e+00 -5.4712e-01 +2.1742e+00 -4.3100e+00 +1.3530e-01 -2.9685e+00 +4.9496e-01 -4.3114e+00 -2.3866e-02 +1.9011e+00 +2.0949e+00 +1.1306e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.180024892e+02 +6.180024892e+02 +6.956624892e+02 +6.956624892e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
19 +6.142521328e+02 +6.142521328e+02 +6.919121328e+02 +6.919121328e+02 -7.6610e-01 +2.4446e-03 +7.9081e-01 -2.2347e-01 +4.2887e-01 +7.1855e-01 +6.3695e-01 +7.8505e-01 -1.6198e+00 -1.3154e+00 +8.6411e-01 -4.0038e-01 -1.6918e+00 +2.3109e-01 +7.3710e-01 -7.3941e-01 -1.9144e+00 -8.1794e-01 +4.2298e-01 +9.3052e-01
39 +5.750032439e+02 +5.750032439e+02 +6.526632439e+02 +6.526632439e+02 -8.5821e-01 -6.7923e-01 +1.3665e+00 -1.2861e+00 +1.2720e+00 -7.0527e-01 -6.4773e-01 +1.0155e+00 -2.0807e+00 -2.6213e+00 +1.1831e+00 +1.1992e+00 -4.8784e-01 -1.3898e-01 +6.6400e-01 -7.3337e-01 -3.7495e-01 -1.8509e+00 +6.4961e-01 +5.4879e-01
49 +5.416179862e+02 +5.416179862e+02 +6.192779862e+02 +6.192779862e+02 -4.1719e-01 -1.1851e+00 +1.1032e+00 -1.1016e+00 +1.7403e+00 -1.9857e+00 -4.0286e-01 +1.1296e+00 -1.3586e+00 -2.1467e+00 +1.6924e+00 +1.6929e+00 +4.0574e-01 -8.0212e-01 +1.4484e+00 -8.2300e-01 -8.8454e-01 -2.2635e+00 +3.2289e-01 -1.2397e-01
55 +4.968777622e+02 +4.968777622e+02 +5.745377622e+02 +5.745377622e+02 -1.6760e-01 -1.1746e+00 -2.1196e-01 -5.0361e-01 +2.4001e+00 -2.4515e+00 +9.7297e-02 +7.8252e-01 -1.9524e+00 -1.6111e+00 +2.1586e+00 +1.7101e+00 +6.2005e-02 -9.7424e-01 +7.0102e-01 -5.6872e-01 -1.5548e+00 -1.7970e+00 +1.3744e+00 -2.6024e-01
60 +4.591100575e+02 +4.591100575e+02 +5.367700575e+02 +5.367700575e+02 -5.3453e-01 -1.2087e+00 +1.3147e+00 +2.4625e-01 +1.5376e+00 -2.1017e+00 -7.7798e-01 +3.3084e-01 -2.7010e+00 -2.3746e+00 +1.2316e+00 +1.6730e+00 -3.0238e-01 -1.9479e+00 +1.7265e+00 -6.1110e-01 +7.0001e-02 -1.9231e+00 -6.0072e-02 -1.1138e+00
68 +4.518206338e+02 +4.518206338e+02 +5.294806338e+02 +5.294806338e+02 -5.0783e-01 -2.5805e+00 +1.1570e+00 -8.7493e-01 +2.7017e+00 -1.4013e+00 -6.8279e-01 +1.4053e+00 -2.3113e+00 -2.0440e+00 +1.2344e+00 +1.3848e+00 +3.2955e-01 -1.6124e+00 +1.9745e+00 +2.5686e-02 -1.0765e+00 -1.5959e+00 -7.1653e-01 -6.3628e-01
71 +4.081663777e+02 +4.081663777e+02 +4.858263777e+02 +4.858263777e+02 -1.0287e+00 -8.0495e-01 +1.3389e+00 +3.7626e-02 +1.5455e+00 -3.3527e+00 -3.3406e-01 +1.0047e+00 -2.2186e+00 -3.2831e+00 +2.6717e+00 +2.3574e+00 +4.8490e-01 -9.2315e-01 +1.2147e+00 -1.3691e+00 +4.4865e-01 -2.9265e+00 +8.0132e-01 -2.4559e+00
81 +3.835563780e+02 +3.835563780e+02 +4.612163780e+02 +4.612163780e+02 -1.3396e+00 -5.0146e-01 -6.5808e-01 -4.7472e-01 +2.5248e+00 -3.1673e+00 -5.2557e-01 +6.5140e-01 -1.9408e+00 -3.2632e+00 +1.6116e+00 +1.2982e+00 -3.1859e-01 -3.5460e-01 +1.7972e+00 -1.9828e-01 +3.2849e-01 -3.7082e+00 +1.7350e+00 -2.0370e+00
83 +3.553853939e+02 +3.553853939e+02 +4.330453939e+02 +4.330453939e+02 -2.1191e+00 +1.0085e+00 -4.3164e-01 -2.3969e-01 +1.4271e+00 -3.3560e+00 +2.3202e-01 +1.5273e+00 -8.5341e-01 -2.0980e+00 +1.5576e+00 +8.7235e-02 -7.4608e-01 -7.2149e-01 +2.5321e+00 -3.5129e-01 -2.8595e-01 -3.7886e+00 +1.1498e+00 -3.0291e+00
105 +3.401788084e+02 +3.401788084e+02 +4.178388084e+02 +4.178388084e+02 -8.4916e-01 -7.9439e-01 -1.2210e+00 +4.1291e-01 +1.8637e+00 -3.4584e+00 -4.0461e-01 +4.5286e-01 -1.6650e+00 -1.6058e+00 +2.3824e+00 +2.5105e+00 -1.0170e-01 -4.2082e-01 +1.6697e+00 +1.0690e+00 +2.5840e-02 -3.2122e+00 +1.0106e+00 -2.9689e+00
112 +3.087273748e+02 +3.087273748e+02 +3.863873748e+02 +3.863873748e+02 -1.1867e+00 -4.2176e-01 -6.7343e-01 +7.0671e-01 +1.9684e+00 -3.6430e+00 -4.3651e-02 +7.6828e-01 -1.7285e+00 -1.9646e+00 +1.7039e+00 +2.0961e+00 +1.2342e-01 -2.3186e-02 +1.2566e+00 +1.2872e+00 -5.4557e-02 -2.8296e+00 +2.0453e+00 -2.1191e+00
223 +2.870015832e+02 +2.870015832e+02 +3.646615832e+02 +3.646615832e+02 +4.3177e-01 -2.9012e+00 -1.5080e+00 -8.0660e-01 +2.3536e+00 -3.8634e+00 -1.1531e-01 +7.5662e-01 -3.0436e+00 +1.1474e-01 +2.8168e+00 +1.4044e+00 -3.1556e-01 -1.2564e+00 +2.1496e+00 +9.4882e-01 -8.1587e-01 -2.9326e+00 +2.4318e+00 -4.1008e+00
289 +2.730593152e+02 +2.730593152e+02 +3.507193152e+02 +3.507193152e+02 +1.4349e-01 -2.1592e+00 -2.9545e-01 +1.0789e-01 +1.7274e+00 -2.9950e+00 -4.3512e-01 -4.7965e-01 -2.2475e+00 -7.3223e-01 +2.3008e+00 +2.3962e-01 -4.4976e-02 -1.0350e+00 +1.4771e+00 +1.3090e+00 -5.5026e-01 -2.6560e+00 +1.7738e+00 -3.4965e+00
294 +2.465497811e+02 +2.465497811e+02 +3.242097811e+02 +3.242097811e+02 -4.0927e-01 -1.8234e+00 +2.2477e-01 +3.6342e-01 +1.4634e+00 -2.7995e+00 -7.6164e-01 -3.5475e-01 -2.2827e+00 -8.7298e-01 +2.4016e+00 +4.1180e-01 -9.8709e-02 -1.2583e+00 +1.9794e+00 +1.5426e+00 -5.2463e-01 -2.6836e+00 +1.8334e+00 -3.7217e+00
322 +2.318873712e+02 +2.318873712e+02 +3.095473712e+02 +3.095473712e+02 -2.9501e-01 -1.5433e+00 -3.8162e-01 +6.4117e-01 +7.2913e-01 -2.7073e+00 -7.0637e-01 -4.4070e-01 -2.3580e+00 -1.0221e+00 +2.2636e+00 +2.7171e-01 +1.6400e-01 -1.2576e+00 +1.2248e+00 +2.0311e+00 -4.8047e-01 -2.6349e+00 +2.8000e+00 -3.7552e+00
565 +2.267456562e+02 +2.267456562e+02 +3.044056562e+02 +3.044056562e+02 -4.8545e-01 -2.1465e+00 +3.8564e-01 +7.7269e-01 +9.3972e-01 -2.0262e+00 -1.5276e+00 -6.6249e-01 -1.9441e+00 -7.8938e-01 +1.3986e+00 +2.8217e-01 -1.3049e-01 -8.0257e-01 +1.6275e+00 +9.7368e-01 -2.2389e-02 -2.7106e+00 +2.6774e+00 -3.3535e+00
580 +2.237427941e+02 +2.237427941e+02 +3.014027941e+02 +3.014027941e+02 -5.3057e-01 -2.1465e+00 +2.6013e-01 +7.3017e-01 +1.1506e+00 -2.0041e+00 -1.4968e+00 -5.5464e-01 -2.0687e+00 -1.1161e+00 +1.5479e+00 +2.8814e-01 -6.6113e-02 -6.7851e-01 +1.5765e+00 +9.4068e-01 +2.4316e-01 -2.6442e+00 +2.7473e+00 -3.5540e+00
616 +2.029883354e+02 +2.029883354e+02 +2.806483354e+02 +2.806483354e+02 -7.7593e-01 -1.6739e+00 +4.9164e-01 +6.7506e-01 +7.9652e-01 -1.8972e+00 -1.3602e+00 -4.2498e-01 -1.8564e+00 -1.6212e+00 +1.9595e+00 +1.3441e-01 -2.2351e-01 -6.6424e-01 +1.7270e+00 +4.5890e-01 +5.2119e-02 -3.1589e+00 +2.7902e+00 -3.7796e+00
695 +1.851489261e+02 +1.851489261e+02 +2.628089261e+02 +2.628089261e+02 -8.3888e-01 -1.6408e+00 +3.9538e-01 +6.2687e-01 +1.0970e+00 -1.2819e+00 -1.4678e+00 -1.0206e+00 -1.6700e+00 -1.9356e+00 +1.7092e+00 +1.4288e-01 -2.8228e-01 -6.5640e-01 +1.8193e+00 +5.3416e-01 +3.2120e-01 -3.5402e+00 +2.3974e+00 -3.8226e+00
968 +1.765839018e+02 +1.765839018e+02 +2.542439018e+02 +2.542439018e+02 -5.9251e-01 -1.8347e+00 +4.0074e-01 +8.8514e-01 +1.2337e+00 -1.9884e+00 -7.5699e-01 -1.0083e+00 -1.7070e+00 -2.1000e+00 +1.9151e+00 +1.5656e-01 -1.8023e-01 -6.4175e-01 +1.7029e+00 +8.3389e-01 -1.0074e-01 -3.6079e+00 +2.4123e+00 -3.3132e+00
976 +1.518199504e+02 +1.518199504e+02 +2.294799504e+02 +2.294799504e+02 -6.2597e-01 -1.8527e+00 +4.0051e-01 +9.1422e-01 +1.0865e+00 -1.8605e+00 -6.6891e-01 -8.5053e-01 -1.6740e+00 -1.9865e+00 +2.0057e+00 +1.2438e-01 -1.8143e-01 -6.0444e-01 +1.6301e+00 +9.4480e-01 -9.8943e-02 -3.7271e+00 +2.4185e+00 -3.1841e+00
1229 +1.481707937e+02 +1.481707937e+02 +2.258307937e+02 +2.258307937e+02 -8.1296e-01 -1.5527e+00 +3.7017e-01 +7.7301e-01 +1.1258e+00 -1.8127e+00 -6.8465e-01 -5.4206e-01 -1.6068e+00 -1.6763e+00 +1.9293e+00 +1.5300e-01 -2.2904e-01 -6.6949e-01 +1.5986e+00 +9.2672e-01 -3.7579e-02 -3.4305e+00 +2.6206e+00 -3.1133e+00
