% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
288 +4.067525659e+05 +4.067525659e+05 +4.066976259e+05 +4.066976259e+05 -7.0152e+00 +4.7891e-01 +9.4324e-01 +1.2468e+00 +1.1127e+00 -4.9293e-01 +6.2849e-02 -2.0600e+00 +2.0054e+00 +6.4064e-01 +1.0330e+00 -2.4569e+00 +7.4589e-01 -3.5440e+00 +9.2735e-01 -4.1382e-01 +3.0133e+00 +2.1961e+00 +5.0326e+00 +4.5267e-02
409 +3.928261835e+05 +3.928261835e+05 +3.927712435e+05 +3.927712435e+05 -3.5469e+00 -3.8669e-01 -1.8551e+00 +1.4300e+00 +8.7953e-01 -1.0210e+00 -5.0606e-01 +2.0163e+00 -2.4139e-02 -1.2015e+00 -5.5769e-01 -1.1478e+00 +1.3076e+00 -2.8384e+00 +2.3903e+00 +1.3716e+00 +1.5057e+00 +1.6010e+00 +1.9266e+00 -2.2869e-01
416 +3.076857135e+05 +3.076857135e+05 +3.076307735e+05 +3.076307735e+05 -4.0710e+00 -3.8505e-02 -2.0184e+00 +1.9062e+00 +5.2170e-01 -5.2568e-01 -2.4197e-01 +2.2550e+00 -4.1928e-01 -1.4840e+00 -6.4863e-01 -1.1061e+00 +1.2024e+00 -2.2426e+00 +2.0447e+00 +1.3152e+00 +1.6763e+00 +2.1346e+00 +2.0554e+00 -5.5091e-01
429 +2.490468590e+05 +2.490468590e+05 +2.489919190e+05 +2.489919190e+05 -4.3532e+00 +1.5276e-01 -1.8762e+00 +2.4182e+00 +8.8085e-01 -8.5344e-01 -1.4592e-02 +1.9948e+00 -3.1543e-01 -1.3845e+00 -6.5833e-01 -9.9022e-01 +9.2049e-01 -2.2827e+00 +1.4421e+00 +1.5203e+00 +2.1383e+00 +2.0406e+00 +2.4185e+00 -1.0377e+00
444 +2.445578637e+05 +2.445578637e+05 +2.445029237e+05 +2.445029237e+05 -3.4834e+00 +1.2043e-01 -3.3492e+00 +1.7003e+00 +9.8138e-01 -1.2717e+00 +2.7942e-01 +1.5998e+00 -6.7142e-01 -2.2664e+00 -6.1004e-01 -8.1598e-01 +6.7742e-01 -2.4491e+00 +1.4314e+00 +1.3093e+00 +1.9533e+00 +1.6854e+00 +2.1828e+00 -1.0481e+00
452 +2.171619885e+05 +2.171619885e+05 +2.171070485e+05 +2.171070485e+05 -2.8264e+00 +3.1400e-01 -4.2061e+00 +1.7035e+00 +1.4113e+00 -1.0963e+00 +4.4947e-01 +2.2334e+00 -2.9482e-01 -2.4804e+00 +2.7848e-01 -2.1297e-01 +1.1838e+00 -3.4883e+00 +1.1485e+00 +1.2589e+00 +2.6700e+00 +2.0678e+00 +2.0554e+00 -1.4734e+00
591 +1.839147412e+05 +1.839147412e+05 +1.838598012e+05 +1.838598012e+05 -1.2814e+00 -3.5710e-01 -5.6794e+00 +2.5876e+00 +1.6226e+00 -7.2282e-02 -2.1621e+00 +3.1268e+00 -1.9893e-01 -3.1251e-01 -2.2670e+00 -1.4496e+00 +5.7031e-02 -4.2874e+00 -2.4249e-01 +5.9774e-03 +2.0580e+00 +2.3967e+00 +2.8923e+00 +3.9422e-01
592 +1.814584247e+05 +1.814584247e+05 +1.814034847e+05 +1.814034847e+05 -1.6882e+00 -5.8890e-01 -5.6283e+00 +3.2579e+00 +1.4831e+00 -5.9111e-01 -1.8581e+00 +3.5291e+00 -1.4359e-01 -4.0512e-01 -2.3204e+00 -7.1374e-01 +2.0515e-01 -3.8711e+00 +2.3840e-02 +4.6280e-01 +1.9790e+00 +2.3221e+00 +2.6661e+00 +1.1825e-01
615 +1.356337373e+05 +1.356337373e+05 +1.355787973e+05 +1.355787973e+05 -2.3849e+00 +3.1119e-01 -5.3850e+00 +2.8386e+00 +6.3447e-01 -2.4092e-02 -1.4546e+00 +2.6813e+00 +5.7432e-01 -6.2612e-01 -2.0140e+00 -1.8301e+00 +8.9040e-01 -3.7123e+00 +3.7442e-01 +1.0324e+00 +2.5737e+00 +2.6142e+00 +2.3474e+00 -4.4703e-01
722 +1.208453771e+05 +1.208453771e+05 +1.207904371e+05 +1.207904371e+05 -3.1830e+00 +2.7165e-01 -4.1449e+00 +2.2320e+00 +1.5035e+00 -2.8867e-01 +7.5468e-01 +2.5941e+00 +5.3306e-01 -4.5206e-01 -1.4532e+00 +4.2392e-02 +1.5036e+00 -3.7069e+00 +1.0376e+00 +6.0839e-01 +2.4937e+00 +1.8567e+00 +1.5396e+00 -2.4435e-01
817 +1.192490931e+05 +1.192490931e+05 +1.191941531e+05 +1.191941531e+05 -3.6842e+00 +1.8457e-01 -3.1314e+00 +1.7888e+00 +1.3174e+00 -1.5832e-02 +3.8248e-01 +3.0400e+00 +5.3280e-01 -4.5030e-01 -4.5012e-01 +5.1066e-02 +1.2510e+00 -3.2617e+00 +4.7052e-01 +1.2759e+00 +2.9676e+00 +1.3739e+00 +1.0252e+00 -6.0817e-01
823 +1.101657737e+05 +1.101657737e+05 +1.101108337e+05 +1.101108337e+05 -3.8303e+00 +1.2140e-01 -3.0069e+00 +1.5983e+00 +1.3360e+00 -3.4621e-01 +2.5638e-01 +3.1208e+00 +5.3775e-01 -2.1660e-01 -8.6403e-01 -1.1072e-01 +1.1655e+00 -3.5141e+00 +5.2783e-01 +1.2373e+00 +3.1022e+00 +1.3300e+00 +1.4910e+00 -3.6660e-01
841 +9.061507362e+04 +9.061507362e+04 +9.056013362e+04 +9.056013362e+04 -3.7250e+00 +1.7374e-01 -3.2237e+00 +1.7087e+00 +1.3658e+00 -5.6118e-01 +1.8836e-01 +3.0984e+00 +1.9765e-01 -8.1971e-02 -7.1667e-01 +4.4374e-02 +1.2335e+00 -3.3627e+00 +1.0983e+00 +1.3949e+00 +2.9567e+00 +1.1539e+00 +1.3442e+00 -6.2696e-01
892 +8.847216755e+04 +8.847216755e+04 +8.841722755e+04 +8.841722755e+04 -3.8349e+00 -1.8705e-01 -3.1001e+00 +1.7921e+00 +1.5342e+00 -4.1363e-01 +5.8272e-01 +2.2678e+00 +2.1979e-02 -5.6721e-01 -6.1653e-01 +9.8477e-02 +1.3010e+00 -2.9409e+00 +8.9390e-01 +1.7865e+00 +3.0850e+00 +1.1154e+00 +1.4339e+00 +1.0519e-01
893 +8.483300029e+04 +8.483300029e+04 +8.477806029e+04 +8.477806029e+04 -3.5096e+00 -1.7645e-01 -3.1834e+00 +1.7468e+00 +1.7327e+00 -2.8359e-01 +6.1643e-01 +2.2131e+00 +1.9445e-01 -4.1980e-01 -5.2022e-01 +3.5237e-01 +1.3233e+00 -2.8389e+00 +6.8693e-01 +1.4928e+00 +2.8318e+00 +1.3151e+00 +1.5729e+00 -1.2394e-01
911 +7.757083364e+04 +7.757083364e+04 +7.751589364e+04 +7.751589364e+04 -3.6421e+00 -1.6024e-01 -3.2184e+00 +1.9517e+00 +1.7571e+00 -1.0605e-01 +5.3381e-01 +2.0600e+00 +1.0472e-01 -4.5026e-01 -5.8969e-01 +2.4334e-01 +1.5491e+00 -2.6776e+00 +8.2925e-01 +1.5232e+00 +2.8356e+00 +1.1112e+00 +1.5958e+00 -5.5670e-02
939 +7.157256331e+04 +7.157256331e+04 +7.151762331e+04 +7.151762331e+04 -3.5776e+00 -2.3665e-01 -2.9955e+00 +1.9978e+00 +1.6452e+00 -1.6729e-01 +2.4641e-01 +2.2202e+00 +1.9271e-01 -2.2524e-01 -7.3956e-01 +5.4005e-02 +1.8393e+00 -2.9143e+00 +8.9489e-01 +1.8930e+00 +2.9302e+00 +1.0432e+00 +1.7223e+00 +1.1561e-01
945 +6.680883408e+04 +6.680883408e+04 +6.675389408e+04 +6.675389408e+04 -3.5853e+00 -2.3093e-02 -2.9517e+00 +2.0135e+00 +1.6726e+00 -1.3706e-01 +4.2233e-01 +2.1090e+00 +1.4072e-01 -3.6852e-02 -6.3782e-01 +1.3388e-01 +1.9196e+00 -3.0310e+00 +1.1041e+00 +1.9621e+00 +2.9610e+00 +9.8669e-01 +1.4920e+00 +1.7202e-01
950 +6.557025341e+04 +6.557025341e+04 +6.551531341e+04 +6.551531341e+04 -3.6014e+00 -1.9913e-01 -2.9343e+00 +2.0484e+00 +1.6537e+00 -9.3115e-02 +1.6092e-01 +2.1047e+00 +8.9306e-02 -5.6230e-02 -7.8317e-01 +1.1468e-01 +1.9250e+00 -2.9058e+00 +7.7524e-01 +1.9670e+00 +2.9951e+00 +9.9655e-01 +1.8894e+00 +1.4204e-01
961 +5.845814292e+04 +5.845814292e+04 +5.840320292e+04 +5.840320292e+04 -3.8459e+00 -2.3672e-01 -2.9817e+00 +2.0208e+00 +1.7827e+00 +4.2271e-03 +1.1804e-01 +2.0058e+00 +6.4689e-02 +4.6369e-02 -8.0001e-01 +2.3385e-02 +2.0978e+00 -3.0641e+00 +7.8747e-01 +2.2034e+00 +3.0864e+00 +8.1697e-01 +2.0269e+00 +3.3595e-01
969 +5.489523556e+04 +5.489523556e+04 +5.484029556e+04 +5.484029556e+04 -3.7059e+00 -1.8344e-01 -3.0633e+00 +1.9689e+00 +1.8034e+00 -3.2273e-02 +8.3552e-02 +1.9862e+00 -6.3319e-02 +5.3054e-02 -6.9856e-01 +6.7082e-02 +1.9678e+00 -3.1253e+00 +9.0066e-01 +1.9751e+00 +2.8856e+00 +8.5292e-01 +1.9382e+00 +2.8385e-01
1007 +5.295086767e+04 +5.295086767e+04 +5.289592767e+04 +5.289592767e+04 -3.7479e+00 -4.0197e-02 -3.0295e+00 +2.3209e+00 +1.9825e+00 +4.2685e-02 +5.0623e-01 +1.5919e+00 -1.6081e-01 +6.0598e-02 -8.0377e-01 +9.8148e-02 +2.1714e+00 -3.3198e+00 +9.7714e-01 +2.0775e+00 +2.8287e+00 +8.3382e-01 +2.3180e+00 +3.6247e-01
1032 +5.124815905e+04 +5.124815905e+04 +5.119321905e+04 +5.119321905e+04 -3.6497e+00 -1.3867e-01 -3.2321e+00 +2.5250e+00 +1.8666e+00 -3.3722e-01 +5.8820e-01 +1.4681e+00 +1.2420e-02 -7.6832e-02 -1.1755e+00 +1.3423e-02 +2.0694e+00 -3.0344e+00 +9.9061e-01 +1.7562e+00 +2.8852e+00 +1.1844e+00 +2.2684e+00 +5.1251e-01
1120 +4.736573241e+04 +4.736573241e+04 +4.731079241e+04 +4.731079241e+04 -3.9851e+00 -4.1207e-01 -3.0125e+00 +2.7420e+00 +1.8362e+00 -5.6955e-02 +5.5980e-01 +9.9012e-01 +3.2563e-01 +2.3405e-02 -9.0852e-01 -3.4251e-01 +2.1940e+00 -3.0670e+00 +8.0445e-01 +2.2090e+00 +2.9134e+00 +1.0814e+00 +2.2450e+00 +1.0073e+00
1152 +4.519704710e+04 +4.519704710e+04 +4.514210710e+04 +4.514210710e+04 -3.8337e+00 -2.1543e-01 -3.2836e+00 +2.6382e+00 +1.7780e+00 +6.7147e-02 +4.7625e-01 +1.0247e+00 +2.0986e-01 +2.1288e-01 -9.1776e-01 -7.8958e-01 +2.0850e+00 -3.2652e+00 +1.1012e+00 +2.3187e+00 +2.9380e+00 +1.1613e+00 +2.5694e+00 +8.9670e-01
1173 +4.324702777e+04 +4.324702777e+04 +4.319208777e+04 +4.319208777e+04 -3.8438e+00 -2.3792e-01 -3.2224e+00 +2.6770e+00 +1.9591e+00 -8.7190e-02 +6.6335e-01 +7.4638e-01 +2.1326e-01 +1.7336e-02 -9.2975e-01 -8.4009e-01 +1.9875e+00 -3.1080e+00 +1.2987e+00 +2.4398e+00 +3.0636e+00 +1.1285e+00 +2.3572e+00 +9.8559e-01
1216 +4.004516663e+04 +4.004516663e+04 +3.999022663e+04 +3.999022663e+04 -3.8094e+00 -2.2516e-01 -3.0467e+00 +2.5956e+00 +1.8528e+00 -2.0341e-01 +7.1852e-01 +1.0946e+00 -2.4638e-01 -8.3091e-02 -1.0623e+00 -6.4080e-01 +1.6920e+00 -3.0512e+00 +1.3171e+00 +2.0377e+00 +2.9682e+00 +1.2054e+00 +3.0060e+00 +9.5907e-01
1228 +3.923764074e+04 +3.923764074e+04 +3.918270074e+04 +3.918270074e+04 -3.8151e+00 -1.5618e-01 -2.9758e+00 +2.7721e+00 +1.8177e+00 -3.6866e-01 +8.6047e-01 +9.7668e-01 -3.3955e-01 +1.4013e-01 -1.2038e+00 -5.1874e-01 +1.7788e+00 -3.1971e+00 +1.1913e+00 +2.0879e+00 +2.9877e+00 +1.2692e+00 +3.0266e+00 +9.5274e-01
1264 +3.605971277e+04 +3.605971277e+04 +3.600477277e+04 +3.600477277e+04 -3.7875e+00 -1.0551e-01 -3.1001e+00 +2.7349e+00 +1.7891e+00 -4.5954e-01 +6.7651e-01 +4.6924e-01 -2.4183e-01 +9.6373e-02 -1.2385e+00 -8.8673e-01 +1.9771e+00 -3.1280e+00 +1.2167e+00 +2.2499e+00 +3.0534e+00 +1.2964e+00 +3.0841e+00 +1.1166e+00
1330 +3.089105714e+04 +3.089105714e+04 +3.083611714e+04 +3.083611714e+04 -3.8165e+00 -8.4614e-02 -2.6881e+00 +2.7697e+00 +1.5184e+00 -3.6059e-01 +6.8001e-01 +1.1039e-01 -3.1649e-01 +7.1194e-01 -1.2585e+00 -8.2603e-01 +2.0135e+00 -3.0444e+00 +1.0841e+00 +2.0313e+00 +3.1738e+00 +1.2464e+00 +3.4577e+00 +1.5387e+00
1478 +2.932804064e+04 +2.932804064e+04 +2.927310064e+04 +2.927310064e+04 -4.2687e+00 -3.4944e-02 -2.8536e+00 +2.5525e+00 +2.0198e+00 -1.8721e-01 +2.9664e-01 +4.5780e-01 +3.8141e-02 +2.2866e-01 -1.3382e+00 -8.6538e-01 +2.5102e+00 -3.2084e+00 +1.3758e+00 +1.8397e+00 +3.1629e+00 +9.2443e-01 +3.3122e+00 +1.4592e+00
1493 +2.875307353e+04 +2.875307353e+04 +2.869813353e+04 +2.869813353e+04 -4.2203e+00 -7.8109e-02 -2.9286e+00 +2.4500e+00 +2.1127e+00 -1.9017e-01 +3.4825e-01 +5.9253e-01 +1.0148e-01 +3.7976e-01 -1.3648e+00 -7.7343e-01 +2.5547e+00 -3.3528e+00 +1.3337e+00 +1.8620e+00 +3.1779e+00 +8.2925e-01 +3.4660e+00 +1.5906e+00
1507 +2.741065505e+04 +2.741065505e+04 +2.735571505e+04 +2.735571505e+04 -4.1550e+00 -1.3481e-01 -2.9795e+00 +2.4966e+00 +2.0383e+00 -1.8903e-01 +2.1793e-01 +6.6147e-01 +4.9130e-02 +3.6456e-01 -1.4594e+00 -8.7946e-01 +2.5594e+00 -3.2574e+00 +1.2715e+00 +1.9322e+00 +3.1366e+00 +8.1085e-01 +3.4482e+00 +1.6126e+00
1520 +2.648085679e+04 +2.648085679e+04 +2.642591679e+04 +2.642591679e+04 -4.0476e+00 -1.4173e-01 -2.9506e+00 +2.5013e+00 +1.9995e+00 -1.6424e-01 +2.2440e-01 +6.3620e-01 -9.7090e-02 +3.2630e-01 -1.3764e+00 -8.2534e-01 +2.6059e+00 -3.2560e+00 +1.3354e+00 +1.8568e+00 +3.1084e+00 +8.2590e-01 +3.3896e+00 +1.6193e+00
1866 +2.598007399e+04 +2.598007399e+04 +2.592513399e+04 +2.592513399e+04 -3.9836e+00 -9.7914e-02 -2.7795e+00 +3.1795e+00 +1.9100e+00 -1.4076e-01 +3.9006e-01 +8.0082e-02 -8.6003e-01 +7.7561e-01 -1.3519e+00 -6.4731e-01 +2.1261e+00 -3.0685e+00 +1.3114e+00 +1.7952e+00 +3.1663e+00 +4.2414e-01 +3.1465e+00 +1.6179e+00
1886 +2.569460484e+04 +2.569460484e+04 +2.563966484e+04 +2.563966484e+04 -3.9496e+00 -1.4404e-01 -2.8723e+00 +3.0679e+00 +1.8554e+00 -1.7982e-01 +4.5754e-01 +6.5404e-02 -6.5830e-01 +6.1967e-01 -1.3226e+00 -6.9967e-01 +2.2482e+00 -3.1147e+00 +1.1988e+00 +1.8910e+00 +3.1438e+00 +3.4252e-01 +3.0240e+00 +1.5824e+00
1911 +2.448949626e+04 +2.448949626e+04 +2.443455626e+04 +2.443455626e+04 -4.0250e+00 -1.4652e-01 -2.8051e+00 +3.0937e+00 +1.8839e+00 -1.5574e-01 +4.1370e-01 +1.2234e-01 -6.9069e-01 +6.6811e-01 -1.3295e+00 -6.5377e-01 +2.2339e+00 -3.1026e+00 +1.1944e+00 +1.8748e+00 +3.1307e+00 +2.8600e-01 +2.9075e+00 +1.5222e+00
1933 +2.356891110e+04 +2.356891110e+04 +2.351397110e+04 +2.351397110e+04 -4.0450e+00 -1.4557e-01 -2.6147e+00 +3.0609e+00 +1.8474e+00 -1.1632e-01 +3.1035e-01 +2.8645e-01 -6.5964e-01 +8.5433e-01 -1.3370e+00 -5.9452e-01 +2.2087e+00 -3.0945e+00 +1.2479e+00 +1.8167e+00 +3.1061e+00 +2.0448e-01 +2.8602e+00 +1.4340e+00
1943 +2.317431769e+04 +2.317431769e+04 +2.311937769e+04 +2.311937769e+04 -4.0828e+00 -1.4121e-01 -2.6078e+00 +3.0225e+00 +1.8237e+00 -5.4953e-02 +2.0370e-01 +2.4550e-01 -6.3166e-01 +9.3438e-01 -1.3362e+00 -7.1430e-01 +2.2131e+00 -3.0807e+00 +1.2187e+00 +1.8117e+00 +3.1033e+00 +1.4483e-01 +2.7858e+00 +1.4655e+00
1965 +2.268479987e+04 +2.268479987e+04 +2.262985987e+04 +2.262985987e+04 -4.1017e+00 -2.0985e-01 -2.6127e+00 +3.0254e+00 +1.7495e+00 -6.3664e-02 +1.4053e-01 +1.9011e-01 -6.5937e-01 +1.0233e+00 -1.2962e+00 -6.8613e-01 +2.2449e+00 -3.1080e+00 +1.1266e+00 +1.8633e+00 +3.1504e+00 +7.7085e-02 +2.6419e+00 +1.5699e+00
2072 +2.180032120e+04 +2.180032120e+04 +2.174538120e+04 +2.174538120e+04 -4.0714e+00 -2.0868e-01 -2.5348e+00 +2.8897e+00 +1.8046e+00 +1.0204e-02 -1.3025e-01 +2.6674e-01 -7.8622e-01 +1.0928e+00 -1.1270e+00 -5.8570e-01 +2.2152e+00 -2.9483e+00 +1.2018e+00 +1.8793e+00 +3.1275e+00 +1.2526e-01 +2.7614e+00 +1.4460e+00
2082 +2.077427175e+04 +2.077427175e+04 +2.071933175e+04 +2.071933175e+04 -4.1023e+00 -2.4522e-01 -2.4883e+00 +2.9907e+00 +1.8471e+00 +3.8425e-03 -9.7587e-02 +2.6693e-01 -7.9080e-01 +1.1517e+00 -1.1455e+00 -5.7370e-01 +2.2324e+00 -2.9445e+00 +1.1803e+00 +1.8992e+00 +3.1584e+00 +6.9276e-02 +2.7373e+00 +1.4545e+00
2099 +2.036910315e+04 +2.036910315e+04 +2.031416315e+04 +2.031416315e+04 -4.0941e+00 -2.3635e-01 -2.4060e+00 +2.9813e+00 +1.8656e+00 +5.2880e-02 -7.2731e-02 +2.3188e-01 -8.0133e-01 +1.1486e+00 -1.1096e+00 -5.8918e-01 +2.2482e+00 -2.9341e+00 +1.2111e+00 +1.9603e+00 +3.1474e+00 +4.5924e-02 +2.7512e+00 +1.4501e+00
2161 +1.991352242e+04 +1.991352242e+04 +1.985858242e+04 +1.985858242e+04 -4.1399e+00 -2.4100e-01 -2.3666e+00 +2.8543e+00 +1.8676e+00 +1.4886e-01 +9.7076e-04 +3.0816e-01 -7.3888e-01 +1.1586e+00 -1.1957e+00 -5.1302e-01 +2.4053e+00 -2.9699e+00 +1.2028e+00 +1.9804e+00 +3.0764e+00 +5.9350e-02 +2.8257e+00 +1.5218e+00
2203 +1.931619901e+04 +1.931619901e+04 +1.926125901e+04 +1.926125901e+04 -4.1673e+00 -3.4274e-01 -2.2126e+00 +2.7637e+00 +1.8105e+00 +1.3050e-01 +5.3542e-03 +3.9859e-01 -6.9869e-01 +1.3762e+00 -1.1283e+00 -4.4108e-01 +2.4896e+00 -3.0239e+00 +1.1543e+00 +2.0286e+00 +3.0583e+00 -6.8351e-03 +2.8882e+00 +1.5660e+00
2224 +1.888357544e+04 +1.888357544e+04 +1.882863544e+04 +1.882863544e+04 -4.1429e+00 -3.0672e-01 -2.2254e+00 +2.7993e+00 +1.8001e+00 +1.3401e-01 -6.3272e-03 +4.0460e-01 -7.0396e-01 +1.4869e+00 -1.1287e+00 -3.9125e-01 +2.4872e+00 -3.0513e+00 +1.1093e+00 +2.0718e+00 +3.0605e+00 +1.1882e-02 +2.8800e+00 +1.5646e+00
2245 +1.837385204e+04 +1.837385204e+04 +1.831891204e+04 +1.831891204e+04 -4.2105e+00 -3.4023e-01 -2.0899e+00 +2.8033e+00 +1.8187e+00 +1.7299e-01 -1.0843e-02 +4.9320e-01 -6.9706e-01 +1.6014e+00 -1.1325e+00 -3.3958e-01 +2.5292e+00 -3.0423e+00 +1.1326e+00 +2.0819e+00 +3.0910e+00 -4.2392e-02 +2.8786e+00 +1.5768e+00
2261 +1.811640739e+04 +1.811640739e+04 +1.806146739e+04 +1.806146739e+04 -4.2415e+00 -3.3585e-01 -2.0954e+00 +2.8503e+00 +1.8652e+00 +1.7941e-01 -2.8511e-02 +5.1659e-01 -7.1452e-01 +1.5880e+00 -1.1352e+00 -3.2150e-01 +2.5033e+00 -3.0446e+00 +1.1793e+00 +2.1062e+00 +3.1112e+00 -1.9864e-02 +2.8392e+00 +1.5544e+00
2267 +1.765589576e+04 +1.765589576e+04 +1.760095576e+04 +1.760095576e+04 -4.2171e+00 -3.1256e-01 -2.1117e+00 +2.8531e+00 +1.8444e+00 +1.8045e-01 -8.0153e-02 +5.4067e-01 -6.8606e-01 +1.5781e+00 -1.1540e+00 -3.5909e-01 +2.5271e+00 -3.0477e+00 +1.1783e+00 +2.0993e+00 +3.1210e+00 -6.2870e-02 +2.8530e+00 +1.5259e+00
2314 +1.726577426e+04 +1.726577426e+04 +1.721083426e+04 +1.721083426e+04 -4.0909e+00 -2.9587e-01 -2.1155e+00 +2.7872e+00 +1.8801e+00 +2.0922e-01 -8.3032e-02 +6.4072e-01 -7.0454e-01 +1.5471e+00 -1.1788e+00 -3.1320e-01 +2.5385e+00 -3.1412e+00 +1.1839e+00 +2.2043e+00 +3.0562e+00 -4.0864e-02 +2.8235e+00 +1.5152e+00
2329 +1.693607682e+04 +1.693607682e+04 +1.688113682e+04 +1.688113682e+04 -4.0589e+00 -2.6722e-01 -2.1261e+00 +2.7385e+00 +1.9262e+00 +1.9940e-01 -1.1969e-01 +7.1085e-01 -7.3179e-01 +1.6351e+00 -1.1552e+00 -3.0430e-01 +2.5586e+00 -3.1724e+00 +1.1693e+00 +2.2487e+00 +3.0538e+00 -4.1798e-02 +2.8591e+00 +1.4891e+00
