% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
511 +6.709401981e+00 +6.709401981e+00 -1.023059802e+01 -1.023059802e+01 +2.3300e+00 +1.6532e+00 -1.9175e+00 +1.7475e+00 +2.6877e+00 +1.5677e-01 +1.2258e+00 -1.5298e+00 -1.2944e+00 -1.0989e+00 +3.8494e+00 -9.6682e-01 -1.0228e+00 -1.4416e+00 +2.6500e+00 +2.9817e+00 +3.7094e+00 +2.9213e-02 +3.0303e-03 +3.4302e+00
760 +6.393033312e+00 +6.393033312e+00 -1.054696669e+01 -1.054696669e+01 +1.6493e+00 +1.4820e+00 -1.9113e+00 +1.4851e+00 +3.5481e+00 -5.2525e-01 +8.8450e-01 -1.3508e+00 -1.1321e+00 -1.6366e+00 +3.4646e+00 -7.6159e-01 -2.9206e-01 -1.5134e+00 +2.3474e+00 +2.7177e+00 +3.5986e+00 -1.2347e-01 -5.3394e-02 +3.1578e+00
912 +5.628577388e+00 +5.628577388e+00 -1.131142261e+01 -1.131142261e+01 +1.6447e+00 +1.1325e+00 -1.7483e+00 +1.6232e+00 +3.3284e+00 -3.4382e-01 +7.8744e-01 -1.4700e+00 -1.4555e+00 -1.4678e+00 +3.6520e+00 -9.4189e-01 -2.2753e-01 -1.1748e+00 +2.0683e+00 +2.7237e+00 +3.4696e+00 +7.6608e-02 +8.5784e-02 +3.1141e+00
933 +5.078257005e+00 +5.078257005e+00 -1.186174299e+01 -1.186174299e+01 +1.6602e+00 +1.1212e+00 -1.7190e+00 +1.6226e+00 +3.4010e+00 -3.2776e-01 +7.0028e-01 -1.3989e+00 -1.3823e+00 -1.3363e+00 +3.6129e+00 -9.6657e-01 -3.1923e-01 -1.2791e+00 +2.0644e+00 +2.7163e+00 +3.4687e+00 +5.9548e-02 +8.8641e-02 +2.9088e+00
1053 +4.960218651e+00 +4.960218651e+00 -1.197978135e+01 -1.197978135e+01 +1.6851e+00 +1.1198e+00 -1.5753e+00 +1.6489e+00 +3.4539e+00 -9.7965e-02 +7.3768e-01 -1.2270e+00 -1.3126e+00 -1.1000e+00 +3.5129e+00 -7.3594e-01 -3.8235e-01 -1.4133e+00 +2.1071e+00 +2.6442e+00 +3.3035e+00 +2.8855e-01 -1.0579e-02 +2.8564e+00
1134 +4.632604648e+00 +4.632604648e+00 -1.230739535e+01 -1.230739535e+01 +1.7273e+00 +1.1384e+00 -1.6424e+00 +1.8065e+00 +3.4920e+00 -6.9160e-02 +6.9731e-01 -1.1949e+00 -1.3372e+00 -1.1666e+00 +3.8867e+00 -7.1117e-01 -2.1135e-01 -1.1288e+00 +2.1237e+00 +2.8349e+00 +3.4062e+00 +2.4027e-01 +2.5285e-02 +2.7411e+00
1159 +4.235100498e+00 +4.235100498e+00 -1.270489950e+01 -1.270489950e+01 +1.6698e+00 +1.0707e+00 -1.5579e+00 +1.9364e+00 +3.4682e+00 +7.2197e-02 +7.7961e-01 -1.1133e+00 -1.0917e+00 -1.3456e+00 +3.7668e+00 -7.9278e-01 -1.8335e-01 -1.0106e+00 +2.1172e+00 +2.9755e+00 +3.4109e+00 +1.4689e-01 +4.8786e-02 +2.7765e+00
1328 +3.937250705e+00 +3.937250705e+00 -1.300274929e+01 -1.300274929e+01 +1.8269e+00 +1.2443e+00 -1.5990e+00 +1.8268e+00 +3.7084e+00 -7.9571e-02 +7.9664e-01 -1.1709e+00 -7.9864e-01 -1.4417e+00 +3.8865e+00 -6.0280e-01 -2.1291e-01 -1.1985e+00 +2.0482e+00 +2.9895e+00 +3.2799e+00 +1.9679e-01 +1.1166e-01 +2.6873e+00
1372 +3.746161849e+00 +3.746161849e+00 -1.319383815e+01 -1.319383815e+01 +1.8935e+00 +1.2585e+00 -1.5794e+00 +1.8249e+00 +3.7529e+00 -1.1927e-01 +7.7394e-01 -1.1856e+00 -8.3812e-01 -1.3435e+00 +3.9010e+00 -6.1124e-01 -1.0115e-01 -1.2471e+00 +2.0659e+00 +2.9545e+00 +3.2825e+00 +2.3549e-01 +9.8414e-02 +2.6907e+00
1378 +3.519588901e+00 +3.519588901e+00 -1.342041110e+01 -1.342041110e+01 +1.8916e+00 +1.2068e+00 -1.5354e+00 +1.7777e+00 +3.7138e+00 -1.2718e-01 +8.1359e-01 -1.2232e+00 -8.3334e-01 -1.3573e+00 +3.8922e+00 -5.8377e-01 -7.8046e-02 -1.2242e+00 +2.0632e+00 +2.9379e+00 +3.2820e+00 +2.6171e-01 +1.0017e-01 +2.6915e+00
1431 +3.298218729e+00 +3.298218729e+00 -1.364178127e+01 -1.364178127e+01 +1.8728e+00 +1.1927e+00 -1.6066e+00 +1.7985e+00 +3.7326e+00 -1.6750e-01 +7.5113e-01 -1.2049e+00 -8.4919e-01 -1.2774e+00 +3.9146e+00 -6.2003e-01 -1.2278e-01 -1.0909e+00 +2.1251e+00 +2.9999e+00 +3.3768e+00 +3.1475e-01 -3.1223e-02 +2.5784e+00
1583 +3.091212281e+00 +3.091212281e+00 -1.384878772e+01 -1.384878772e+01 +1.8573e+00 +1.1416e+00 -1.5478e+00 +1.8569e+00 +3.6909e+00 -1.5216e-01 +8.2068e-01 -1.2258e+00 -8.7716e-01 -1.2831e+00 +3.9443e+00 -6.6679e-01 -1.8244e-01 -1.1971e+00 +2.1304e+00 +2.9654e+00 +3.3673e+00 +2.3343e-01 +3.3310e-02 +2.6422e+00
1593 +3.000849969e+00 +3.000849969e+00 -1.393915003e+01 -1.393915003e+01 +1.8456e+00 +1.1286e+00 -1.5457e+00 +1.8445e+00 +3.6672e+00 -1.7114e-01 +7.8933e-01 -1.2047e+00 -8.7563e-01 -1.2626e+00 +3.9869e+00 -6.7669e-01 -1.9358e-01 -1.1929e+00 +2.1327e+00 +2.9439e+00 +3.3374e+00 +2.4738e-01 +5.1752e-02 +2.6289e+00
1810 +2.845828937e+00 +2.845828937e+00 -1.409417106e+01 -1.409417106e+01 +1.9294e+00 +1.1300e+00 -1.6188e+00 +1.8554e+00 +3.7066e+00 -3.3356e-01 +7.5433e-01 -1.1717e+00 -9.3851e-01 -1.1935e+00 +3.9145e+00 -6.7863e-01 -2.0481e-01 -1.2186e+00 +2.1593e+00 +2.7936e+00 +3.2960e+00 +2.5620e-01 +2.5439e-02 +2.5328e+00
1929 +2.654388862e+00 +2.654388862e+00 -1.428561114e+01 -1.428561114e+01 +1.9879e+00 +1.1441e+00 -1.6562e+00 +1.8550e+00 +3.7208e+00 -2.6189e-01 +7.6331e-01 -1.1740e+00 -8.4857e-01 -1.2334e+00 +3.8985e+00 -7.1459e-01 -1.4215e-01 -1.2839e+00 +2.0712e+00 +2.7595e+00 +3.2712e+00 +2.2518e-01 +6.0666e-02 +2.5647e+00
2037 +2.563227777e+00 +2.563227777e+00 -1.437677222e+01 -1.437677222e+01 +1.9513e+00 +1.0476e+00 -1.6295e+00 +1.8813e+00 +3.7300e+00 -3.2679e-01 +7.4244e-01 -1.1824e+00 -9.1585e-01 -1.2649e+00 +3.9252e+00 -7.3400e-01 -1.5144e-01 -1.2673e+00 +2.1059e+00 +2.7326e+00 +3.2550e+00 +2.7144e-01 +5.5918e-02 +2.5659e+00
2135 +2.465859088e+00 +2.465859088e+00 -1.447414091e+01 -1.447414091e+01 +1.9506e+00 +1.0934e+00 -1.6424e+00 +1.8719e+00 +3.7312e+00 -2.7969e-01 +7.5697e-01 -1.1662e+00 -8.6070e-01 -1.1959e+00 +3.9161e+00 -6.9782e-01 -1.7907e-01 -1.2499e+00 +2.1095e+00 +2.7323e+00 +3.2673e+00 +2.6203e-01 +5.0823e-02 +2.5439e+00
2143 +2.377001012e+00 +2.377001012e+00 -1.456299899e+01 -1.456299899e+01 +1.9376e+00 +1.0970e+00 -1.6475e+00 +1.8698e+00 +3.7306e+00 -2.9448e-01 +7.4622e-01 -1.1805e+00 -8.5227e-01 -1.2110e+00 +3.9230e+00 -7.1600e-01 -1.7612e-01 -1.2405e+00 +2.1240e+00 +2.7596e+00 +3.2541e+00 +2.3896e-01 +5.5638e-02 +2.5489e+00
2274 +2.314539469e+00 +2.314539469e+00 -1.462546053e+01 -1.462546053e+01 +1.9424e+00 +1.1252e+00 -1.6450e+00 +1.8641e+00 +3.7075e+00 -2.7749e-01 +7.5799e-01 -1.1806e+00 -9.1206e-01 -1.2083e+00 +3.9430e+00 -7.0071e-01 -1.7023e-01 -1.2194e+00 +2.1231e+00 +2.7844e+00 +3.2915e+00 +2.6924e-01 +7.8741e-02 +2.5583e+00
2441 +2.272381968e+00 +2.272381968e+00 -1.466761803e+01 -1.466761803e+01 +1.9498e+00 +1.1431e+00 -1.6069e+00 +1.8577e+00 +3.6834e+00 -2.9155e-01 +7.6932e-01 -1.1573e+00 -8.9905e-01 -1.2259e+00 +3.9433e+00 -7.1566e-01 -1.7084e-01 -1.1995e+00 +2.1105e+00 +2.7877e+00 +3.2803e+00 +2.6159e-01 +8.9665e-02 +2.6130e+00
2490 +2.167268775e+00 +2.167268775e+00 -1.477273122e+01 -1.477273122e+01 +1.9443e+00 +1.1610e+00 -1.5924e+00 +1.8584e+00 +3.6746e+00 -3.1324e-01 +7.7887e-01 -1.1402e+00 -8.7975e-01 -1.2258e+00 +3.9468e+00 -7.2548e-01 -1.5818e-01 -1.2044e+00 +2.1061e+00 +2.7882e+00 +3.2992e+00 +2.5281e-01 +7.5542e-02 +2.6086e+00
2653 +2.102026470e+00 +2.102026470e+00 -1.483797353e+01 -1.483797353e+01 +1.9385e+00 +1.1478e+00 -1.6033e+00 +1.8489e+00 +3.6824e+00 -2.7416e-01 +7.7276e-01 -1.1524e+00 -8.7478e-01 -1.2313e+00 +3.9406e+00 -7.1166e-01 -1.7493e-01 -1.2097e+00 +2.1312e+00 +2.7870e+00 +3.3218e+00 +2.6307e-01 +7.5883e-02 +2.6180e+00
2694 +2.045057686e+00 +2.045057686e+00 -1.489494231e+01 -1.489494231e+01 +1.9326e+00 +1.1611e+00 -1.6001e+00 +1.8487e+00 +3.6761e+00 -2.6552e-01 +7.7727e-01 -1.1425e+00 -8.7468e-01 -1.2322e+00 +3.9422e+00 -7.1335e-01 -1.8302e-01 -1.2044e+00 +2.1332e+00 +2.7794e+00 +3.3291e+00 +2.5924e-01 +7.5818e-02 +2.6143e+00
2754 +2.034931927e+00 +2.034931927e+00 -1.490506807e+01 -1.490506807e+01 +1.9429e+00 +1.1641e+00 -1.6035e+00 +1.8508e+00 +3.6665e+00 -2.5955e-01 +7.7566e-01 -1.1247e+00 -8.7873e-01 -1.2356e+00 +3.9551e+00 -7.1939e-01 -1.8101e-01 -1.2030e+00 +2.1283e+00 +2.7957e+00 +3.3378e+00 +2.5989e-01 +8.0632e-02 +2.6047e+00
2844 +1.971389125e+00 +1.971389125e+00 -1.496861087e+01 -1.496861087e+01 +1.9388e+00 +1.1603e+00 -1.5984e+00 +1.8479e+00 +3.6830e+00 -2.6372e-01 +7.7394e-01 -1.1356e+00 -8.6819e-01 -1.2371e+00 +3.9455e+00 -7.1577e-01 -1.7136e-01 -1.2103e+00 +2.1233e+00 +2.7812e+00 +3.3191e+00 +2.6194e-01 +8.7580e-02 +2.6116e+00
2988 +1.938814411e+00 +1.938814411e+00 -1.500118559e+01 -1.500118559e+01 +1.9400e+00 +1.1471e+00 -1.6059e+00 +1.8542e+00 +3.6845e+00 -2.6478e-01 +7.7472e-01 -1.1419e+00 -8.7180e-01 -1.2349e+00 +3.9429e+00 -7.0995e-01 -1.7091e-01 -1.2052e+00 +2.1236e+00 +2.7769e+00 +3.3084e+00 +2.6140e-01 +8.4033e-02 +2.6083e+00
3110 +1.898060970e+00 +1.898060970e+00 -1.504193903e+01 -1.504193903e+01 +1.9380e+00 +1.1509e+00 -1.6087e+00 +1.8538e+00 +3.6787e+00 -2.7500e-01 +7.6891e-01 -1.1466e+00 -8.7662e-01 -1.2331e+00 +3.9512e+00 -7.1698e-01 -1.7155e-01 -1.2030e+00 +2.1223e+00 +2.7865e+00 +3.3179e+00 +2.5629e-01 +8.1237e-02 +2.6085e+00
3187 +1.855647053e+00 +1.855647053e+00 -1.508435295e+01 -1.508435295e+01 +1.9412e+00 +1.1536e+00 -1.6103e+00 +1.8519e+00 +3.6709e+00 -2.7320e-01 +7.6934e-01 -1.1464e+00 -8.7375e-01 -1.2377e+00 +3.9495e+00 -7.1623e-01 -1.7408e-01 -1.1974e+00 +2.1218e+00 +2.7841e+00 +3.3215e+00 +2.5660e-01 +8.0574e-02 +2.6071e+00
3200 +1.808840586e+00 +1.808840586e+00 -1.513115941e+01 -1.513115941e+01 +1.9407e+00 +1.1531e+00 -1.6123e+00 +1.8524e+00 +3.6712e+00 -2.7273e-01 +7.6915e-01 -1.1451e+00 -8.7386e-01 -1.2373e+00 +3.9506e+00 -7.1839e-01 -1.7627e-01 -1.1991e+00 +2.1206e+00 +2.7810e+00 +3.3217e+00 +2.5467e-01 +8.1246e-02 +2.6088e+00
3356 +1.767048954e+00 +1.767048954e+00 -1.517295105e+01 -1.517295105e+01 +1.9349e+00 +1.1500e+00 -1.6065e+00 +1.8532e+00 +3.6749e+00 -2.7047e-01 +7.6904e-01 -1.1396e+00 -8.7345e-01 -1.2401e+00 +3.9459e+00 -7.1563e-01 -1.7770e-01 -1.1995e+00 +2.1221e+00 +2.7797e+00 +3.3166e+00 +2.5862e-01 +8.6319e-02 +2.6108e+00
3530 +1.731013612e+00 +1.731013612e+00 -1.520898639e+01 -1.520898639e+01 +1.9374e+00 +1.1536e+00 -1.6093e+00 +1.8524e+00 +3.6768e+00 -2.7167e-01 +7.7110e-01 -1.1394e+00 -8.7427e-01 -1.2430e+00 +3.9495e+00 -7.1452e-01 -1.7211e-01 -1.1982e+00 +2.1242e+00 +2.7819e+00 +3.3165e+00 +2.5940e-01 +8.5300e-02 +2.6061e+00
4023 +1.673982025e+00 +1.673982025e+00 -1.526601798e+01 -1.526601798e+01 +1.9384e+00 +1.1544e+00 -1.6087e+00 +1.8528e+00 +3.6789e+00 -2.7129e-01 +7.6970e-01 -1.1401e+00 -8.7406e-01 -1.2404e+00 +3.9493e+00 -7.1366e-01 -1.7566e-01 -1.1991e+00 +2.1239e+00 +2.7804e+00 +3.3167e+00 +2.5940e-01 +8.5530e-02 +2.6052e+00
4119 +1.654848696e+00 +1.654848696e+00 -1.528515130e+01 -1.528515130e+01 +1.9388e+00 +1.1550e+00 -1.6086e+00 +1.8527e+00 +3.6798e+00 -2.7085e-01 +7.6923e-01 -1.1400e+00 -8.7343e-01 -1.2399e+00 +3.9496e+00 -7.1324e-01 -1.7623e-01 -1.1989e+00 +2.1244e+00 +2.7805e+00 +3.3162e+00 +2.5958e-01 +8.5355e-02 +2.6049e+00
4821 +1.621430664e+00 +1.621430664e+00 -1.531856934e+01 -1.531856934e+01 +1.9384e+00 +1.1545e+00 -1.6092e+00 +1.8529e+00 +3.6793e+00 -2.7081e-01 +7.6935e-01 -1.1395e+00 -8.7398e-01 -1.2401e+00 +3.9492e+00 -7.1333e-01 -1.7564e-01 -1.1988e+00 +2.1239e+00 +2.7800e+00 +3.3158e+00 +2.5979e-01 +8.5632e-02 +2.6053e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.562307111e+01 +5.562307111e+01 +7.443307111e+01 +7.443307111e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +4.790198852e+01 +4.790198852e+01 +6.671198852e+01 +6.671198852e+01 -1.6712e+00 +5.8591e-01 +3.1156e-01 +4.2362e-01 -1.1017e+00 +2.9249e-01 -8.1684e-01 -1.4699e+00 +1.6678e-01 -8.0227e-02 +2.0102e-01 -1.0239e+00 -3.9584e-01 -1.3612e+00 -1.3276e+00 +2.9208e-01 -9.1389e-01 +3.8036e-01 -2.1836e-02 +1.2978e+00
30 +4.578683462e+01 +4.578683462e+01 +6.459683462e+01 +6.459683462e+01 -2.2027e+00 +1.1727e+00 +1.2581e+00 -1.3767e+00 -3.2849e+00 -9.5588e-02 +1.9629e-01 +5.6015e-01 +1.4913e+00 -5.4163e-01 +1.7613e-01 +1.0517e-01 -8.6193e-01 +1.4302e-02 -1.7625e+00 +5.6261e-01 -1.5881e+00 +1.5017e+00 -5.2726e-01 +1.8840e+00
40 +3.778667393e+01 +3.778667393e+01 +5.659667393e+01 +5.659667393e+01 -3.0080e+00 +1.7037e+00 +1.4233e+00 -1.7065e+00 -3.3737e+00 +5.2266e-01 +9.1731e-02 +2.3753e+00 +9.4787e-01 +1.8939e-01 +1.1933e+00 +8.4564e-01 -4.2430e-01 +1.1474e+00 -1.3669e+00 +6.2584e-01 -1.0975e+00 +1.1292e+00 +1.1667e+00 +2.2529e-01
80 +3.546002364e+01 +3.546002364e+01 +5.427002364e+01 +5.427002364e+01 +2.5342e+00 -1.5990e+00 -4.5649e-01 -1.7689e-01 -7.7419e-01 -2.0666e+00 +1.4697e+00 +2.9406e+00 +1.4778e+00 +2.8129e-01 -2.1151e+00 +1.3909e-01 +2.2237e+00 +2.7549e+00 +1.0833e-01 +1.5905e+00 +6.6729e-01 +3.6924e+00 -8.4342e-01 -5.5508e-01
