% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
226 +1.742633170e+07 +1.742633170e+07 +1.742571059e+07 +1.742571059e+07 -2.4189e-01 +4.2661e+00 -9.9609e-02 -1.3677e+00 -8.5996e-01 -1.5194e+00 +1.1134e+00 -5.5443e-01 +1.3904e+00 -3.4216e-01 +1.3542e+00 +1.0425e+00 +2.3031e+00 +1.2727e+00 +2.1953e+00 -1.0111e+00 +1.3155e-01 +2.2963e+00 +2.6557e+00 -1.6782e+00
241 +1.601867457e+07 +1.601867457e+07 +1.601805346e+07 +1.601805346e+07 -8.8483e-01 +5.0406e+00 +3.4134e-01 -1.0974e+00 -8.1746e-01 -1.1963e+00 +1.3244e+00 -8.1043e-01 +2.0178e+00 -4.7129e-02 +1.7402e+00 +1.3526e+00 +2.1748e+00 +1.7195e+00 +2.5713e+00 -1.9577e+00 +2.0537e-01 +2.5896e+00 +2.8145e+00 -1.1886e+00
248 +1.373925311e+07 +1.373925311e+07 +1.373863200e+07 +1.373863200e+07 -6.7278e-01 +5.5430e+00 -9.0093e-02 -6.0260e-01 -6.5672e-01 -1.1963e+00 +1.1521e+00 -6.0387e-01 +1.8253e+00 -4.8434e-01 +1.6249e+00 +2.0123e+00 +3.2216e+00 +1.8032e+00 +2.0970e+00 -1.3711e+00 +5.6449e-01 +2.6569e+00 +2.3657e+00 -6.7291e-01
254 +1.300798771e+07 +1.300798771e+07 +1.300736660e+07 +1.300736660e+07 -8.0669e-01 +6.0705e+00 -7.0427e-01 -6.1602e-01 -5.7449e-01 -1.3117e+00 +1.3219e+00 -8.9251e-01 +1.3212e+00 -2.9139e-01 +1.1006e+00 +2.9145e+00 +4.1161e+00 +1.9691e+00 +2.0184e+00 -2.0042e+00 +3.1318e-01 +3.1718e+00 +1.8379e+00 -5.7181e-01
258 +1.181529209e+07 +1.181529209e+07 +1.181467098e+07 +1.181467098e+07 -2.2597e-01 +5.1470e+00 -2.3909e-01 -9.1937e-01 -4.5390e-01 -5.0561e-01 +1.3447e+00 -5.3730e-01 +1.6603e+00 -4.6583e-01 +1.2786e+00 +3.1900e+00 +3.5470e+00 +1.5175e+00 +2.6009e+00 -1.2001e+00 +6.7311e-01 +2.2446e+00 +2.6036e+00 -7.5371e-01
268 +9.851464193e+06 +9.851464193e+06 +9.850843083e+06 +9.850843083e+06 -7.2111e-01 +4.8496e+00 -2.2177e-01 -7.0731e-01 -5.6037e-01 -1.9671e+00 +1.5297e+00 -5.9267e-01 +1.5135e+00 -3.0521e-01 +7.3433e-01 +3.6534e+00 +3.5855e+00 +2.8878e-01 +2.1302e+00 -2.0966e+00 +9.8024e-01 +2.2461e+00 +1.7453e+00 -6.3845e-01
271 +9.304606244e+06 +9.304606244e+06 +9.303985134e+06 +9.303985134e+06 +1.5031e-02 +4.4632e+00 +3.7490e-01 -1.4841e+00 -6.7860e-01 -7.8309e-01 +1.1435e+00 -6.3686e-01 +1.2227e+00 -8.7335e-02 +1.5521e+00 +2.1633e+00 +2.7775e+00 +1.3145e+00 +2.1425e+00 -1.0207e+00 +7.4795e-01 +2.3211e+00 +1.9970e+00 +1.4809e-01
276 +7.084502776e+06 +7.084502776e+06 +7.083881666e+06 +7.083881666e+06 -2.3653e-01 +4.1763e+00 +4.6758e-01 -2.0707e+00 -6.7276e-01 -1.1594e+00 +1.6360e+00 -7.2274e-01 +9.0020e-01 +1.2998e-01 +2.1965e+00 +2.6161e+00 +3.0104e+00 +1.0409e+00 +2.2548e+00 -1.0758e+00 +2.6491e-01 +2.6133e+00 +1.9361e+00 -6.2987e-01
289 +6.592530980e+06 +6.592530980e+06 +6.591909870e+06 +6.591909870e+06 -4.2364e-01 +4.0396e+00 +4.1675e-01 -2.3328e+00 -4.4362e-01 -1.0861e+00 +2.3193e+00 -6.7387e-01 +9.9264e-01 +7.1324e-02 +2.0493e+00 +2.3576e+00 +3.0278e+00 +7.6768e-01 +1.9747e+00 -9.7592e-01 +4.9650e-01 +2.7008e+00 +1.7002e+00 -3.1973e-01
299 +6.056777201e+06 +6.056777201e+06 +6.056156091e+06 +6.056156091e+06 -7.4255e-01 +5.0200e+00 +1.0751e+00 -2.9064e+00 -8.1573e-01 -1.2291e+00 +2.9527e+00 -6.2797e-01 +1.3207e+00 -3.5083e-01 +1.6207e+00 +2.5415e+00 +3.8148e+00 +4.5260e-01 +2.1329e+00 -1.1978e+00 +5.3231e-01 +2.9095e+00 +1.4112e+00 -7.6319e-01
327 +5.512416427e+06 +5.512416427e+06 +5.511795317e+06 +5.511795317e+06 -1.5765e+00 +4.4175e+00 +9.8766e-01 -3.4769e+00 -1.1144e+00 -1.2841e+00 +2.6593e+00 -9.2726e-01 +1.0981e+00 -5.9483e-02 +5.9520e-01 +2.8034e+00 +3.1323e+00 +3.5339e-01 +2.3436e+00 -2.2332e+00 +3.6062e-01 +2.8394e+00 +1.1830e+00 -2.0697e-01
384 +4.857705774e+06 +4.857705774e+06 +4.857084664e+06 +4.857084664e+06 -1.8292e-01 +3.6578e+00 +5.9414e-01 -2.8844e+00 -1.0223e+00 -1.8277e+00 +2.0016e+00 -1.3263e+00 +8.3944e-01 +3.7583e-01 +8.0333e-02 +2.2491e+00 +4.0515e+00 +9.6960e-01 +1.9904e+00 -2.7235e+00 -3.0594e-02 +3.1760e+00 +1.7272e+00 +4.8586e-01
401 +3.881017181e+06 +3.881017181e+06 +3.880396071e+06 +3.880396071e+06 -3.4519e-01 +3.6072e+00 +3.8324e-01 -3.0687e+00 -1.1382e+00 -1.3540e+00 +2.0722e+00 -1.0569e+00 +9.9471e-01 +4.0913e-01 +1.8177e-01 +2.2890e+00 +3.7820e+00 +1.0217e+00 +2.2799e+00 -2.5797e+00 +1.8760e-01 +2.9129e+00 +1.6906e+00 +1.1009e-01
403 +3.157649682e+06 +3.157649682e+06 +3.157028572e+06 +3.157028572e+06 -4.1255e-01 +3.9361e+00 +5.1172e-01 -2.8273e+00 -1.4816e+00 -1.3177e+00 +1.7226e+00 -7.4509e-01 +1.0807e+00 +1.0004e-01 +3.2404e-01 +2.1040e+00 +3.6344e+00 +1.2675e+00 +2.4581e+00 -2.6349e+00 +4.1869e-01 +2.6507e+00 +1.3105e+00 +2.3889e-01
433 +2.869338984e+06 +2.869338984e+06 +2.868717874e+06 +2.868717874e+06 -3.9648e-01 +4.0495e+00 +1.2134e-01 -3.3446e+00 -7.6157e-01 -1.6210e+00 +1.7480e+00 -1.0936e+00 +7.0652e-01 -8.1403e-01 +3.2156e-02 +2.6582e+00 +3.1641e+00 +5.3638e-01 +2.2934e+00 -2.4990e+00 +8.5292e-01 +2.4355e+00 +1.0197e+00 -2.7070e-01
449 +2.600081594e+06 +2.600081594e+06 +2.599460484e+06 +2.599460484e+06 -7.8081e-02 +3.7269e+00 +3.2571e-01 -3.6265e+00 -1.0092e+00 -1.8545e+00 +1.5708e+00 -8.3508e-01 +5.0018e-01 -3.4654e-01 +4.0022e-01 +2.4841e+00 +3.2958e+00 +5.5706e-01 +2.0852e+00 -2.4306e+00 +6.4080e-01 +2.5363e+00 +1.2619e+00 +5.7599e-03
461 +2.073735691e+06 +2.073735691e+06 +2.073114581e+06 +2.073114581e+06 -2.6861e-01 +3.6251e+00 +2.3913e-01 -3.7889e+00 -9.6666e-01 -1.8710e+00 +1.3883e+00 -1.1223e+00 +5.9617e-01 -7.6203e-02 +7.7888e-01 +2.5569e+00 +3.2601e+00 +1.2980e+00 +2.0376e+00 -2.7404e+00 +6.5430e-01 +2.5385e+00 +1.1859e+00 +1.7726e-01
467 +1.985320945e+06 +1.985320945e+06 +1.984699835e+06 +1.984699835e+06 -2.9284e-01 +3.4731e+00 +3.3566e-01 -3.7312e+00 -9.9103e-01 -1.9046e+00 +1.6290e+00 -1.3167e+00 +5.8328e-01 -1.7665e-01 +8.8363e-01 +3.0134e+00 +4.0207e+00 +1.4245e+00 +2.1258e+00 -2.2619e+00 +8.2726e-01 +2.5661e+00 +1.3895e+00 +4.2286e-01
475 +1.600591258e+06 +1.600591258e+06 +1.599970148e+06 +1.599970148e+06 -4.1823e-01 +3.5337e+00 +9.4523e-02 -3.7345e+00 -1.0534e+00 -1.6385e+00 +1.6684e+00 -9.0023e-01 +8.2392e-01 -2.9311e-01 +9.3073e-01 +2.9943e+00 +3.9663e+00 +1.2400e+00 +2.2529e+00 -2.1948e+00 +6.6374e-01 +2.1798e+00 +1.5580e+00 +2.2933e-01
527 +1.372991138e+06 +1.372991138e+06 +1.372370028e+06 +1.372370028e+06 -2.2811e-01 +3.8123e+00 +2.6115e-01 -3.0533e+00 -9.6814e-01 -2.3515e+00 +1.7609e+00 -7.8927e-01 +7.8695e-01 -4.7477e-01 +9.2628e-01 +3.2280e+00 +2.8773e+00 +1.0809e+00 +2.3953e+00 -2.1113e+00 +7.8313e-01 +2.4359e+00 +1.1122e+00 +4.7024e-02
533 +1.119309654e+06 +1.119309654e+06 +1.118688544e+06 +1.118688544e+06 -3.9018e-01 +3.9076e+00 +1.5170e-01 -2.8984e+00 -9.9180e-01 -2.1448e+00 +1.8534e+00 -8.5522e-01 +8.2342e-01 -5.5762e-01 +8.4204e-01 +3.0064e+00 +3.0035e+00 +9.7140e-01 +2.3282e+00 -2.0550e+00 +8.1447e-01 +2.2218e+00 +1.1486e+00 -9.4091e-02
566 +9.434663468e+05 +9.434663468e+05 +9.428452368e+05 +9.428452368e+05 -2.9740e-01 +4.2482e+00 -1.6873e-02 -3.4931e+00 -1.0849e+00 -2.2402e+00 +1.9444e+00 -8.8962e-01 +8.6980e-01 -4.5870e-01 +7.4435e-01 +2.8038e+00 +3.5065e+00 +1.0242e+00 +2.1323e+00 -2.1459e+00 +9.2445e-01 +2.6255e+00 +8.2851e-01 -2.7109e-01
613 +8.361817420e+05 +8.361817420e+05 +8.355606320e+05 +8.355606320e+05 -4.0255e-01 +3.8557e+00 +2.9770e-01 -3.0310e+00 -1.1838e+00 -2.0513e+00 +2.0957e+00 -6.7381e-01 +6.9092e-01 -6.2489e-01 +7.7113e-01 +3.0957e+00 +3.4133e+00 +1.1571e+00 +1.8444e+00 -2.3212e+00 +7.3766e-01 +2.4855e+00 +8.8379e-01 -9.8917e-02
632 +6.612569718e+05 +6.612569718e+05 +6.606358618e+05 +6.606358618e+05 -5.1148e-01 +3.8052e+00 +3.8597e-01 -3.0567e+00 -9.8013e-01 -1.9503e+00 +2.0300e+00 -7.2773e-01 +8.1146e-01 -6.0125e-01 +8.4542e-01 +2.8753e+00 +3.2444e+00 +1.2973e+00 +1.8012e+00 -2.1268e+00 +8.4093e-01 +2.4310e+00 +9.0070e-01 +6.4726e-03
643 +6.600844785e+05 +6.600844785e+05 +6.594633685e+05 +6.594633685e+05 -5.7719e-01 +3.6938e+00 +3.3557e-01 -3.1929e+00 -8.9342e-01 -1.9928e+00 +2.0467e+00 -7.1388e-01 +8.0149e-01 -5.5731e-01 +9.9015e-01 +2.9465e+00 +3.2333e+00 +1.2818e+00 +1.9342e+00 -1.9359e+00 +8.1783e-01 +2.3826e+00 +9.4109e-01 +9.1792e-03
647 +6.147101537e+05 +6.147101537e+05 +6.140890437e+05 +6.140890437e+05 -6.0072e-01 +3.8508e+00 +3.8194e-01 -2.9738e+00 -9.9973e-01 -1.9553e+00 +2.0860e+00 -6.7018e-01 +8.0541e-01 -7.4878e-01 +8.2085e-01 +2.9034e+00 +3.2371e+00 +1.2597e+00 +1.8934e+00 -1.9522e+00 +7.5896e-01 +2.4797e+00 +1.1152e+00 -2.0869e-01
652 +4.468810629e+05 +4.468810629e+05 +4.462599529e+05 +4.462599529e+05 -5.7962e-01 +3.8945e+00 +4.0434e-01 -2.9739e+00 -1.0183e+00 -1.9554e+00 +1.9139e+00 -7.2054e-01 +8.3022e-01 -5.4397e-01 +8.5503e-01 +2.6530e+00 +3.3243e+00 +1.2113e+00 +2.0011e+00 -2.0123e+00 +7.5602e-01 +2.3535e+00 +1.1063e+00 -3.0366e-01
683 +4.006884708e+05 +4.006884708e+05 +4.000673608e+05 +4.000673608e+05 -6.7834e-01 +3.8478e+00 +4.7442e-01 -3.0403e+00 -1.0410e+00 -2.1952e+00 +1.8864e+00 -7.4568e-01 +7.2195e-01 -4.9418e-01 +9.1869e-01 +2.7168e+00 +3.3301e+00 +1.4543e+00 +2.1190e+00 -2.0540e+00 +6.8619e-01 +2.3719e+00 +1.1402e+00 -3.4262e-01
721 +3.572080627e+05 +3.572080627e+05 +3.565869527e+05 +3.565869527e+05 -6.7548e-01 +3.9787e+00 +3.7990e-01 -2.9608e+00 -1.0655e+00 -2.1231e+00 +1.8230e+00 -8.2243e-01 +8.5525e-01 -3.8972e-01 +8.4788e-01 +2.6764e+00 +3.4237e+00 +1.6262e+00 +2.1123e+00 -1.8714e+00 +8.3077e-01 +2.3704e+00 +9.6159e-01 -3.5152e-01
722 +3.140173390e+05 +3.140173390e+05 +3.133962290e+05 +3.133962290e+05 -6.9582e-01 +3.9996e+00 +3.5132e-01 -3.0195e+00 -1.0689e+00 -2.1229e+00 +1.8842e+00 -7.4159e-01 +7.7864e-01 -4.5842e-01 +7.7458e-01 +2.7110e+00 +3.4604e+00 +1.5989e+00 +2.1192e+00 -1.9470e+00 +7.8591e-01 +2.3972e+00 +1.0390e+00 -3.3553e-01
735 +3.085333655e+05 +3.085333655e+05 +3.079122555e+05 +3.079122555e+05 -6.4741e-01 +4.0464e+00 +3.7734e-01 -3.1110e+00 -9.9328e-01 -2.1380e+00 +1.9265e+00 -7.1778e-01 +8.0606e-01 -5.8546e-01 +8.1998e-01 +2.6466e+00 +3.3854e+00 +1.5943e+00 +2.1468e+00 -1.9993e+00 +8.4558e-01 +2.5004e+00 +1.0602e+00 -3.8146e-01
738 +2.249691785e+05 +2.249691785e+05 +2.243480685e+05 +2.243480685e+05 -7.1256e-01 +4.1553e+00 +3.7710e-01 -3.1220e+00 -1.0543e+00 -2.0755e+00 +1.8640e+00 -6.9868e-01 +8.2272e-01 -4.4727e-01 +7.9469e-01 +2.6829e+00 +3.6088e+00 +1.5998e+00 +2.0877e+00 -2.0063e+00 +8.0187e-01 +2.3293e+00 +1.0588e+00 -3.9408e-01
744 +1.884945800e+05 +1.884945800e+05 +1.878734700e+05 +1.878734700e+05 -7.2632e-01 +4.1732e+00 +4.4551e-01 -3.1963e+00 -1.0712e+00 -2.1264e+00 +1.8733e+00 -7.6003e-01 +8.9041e-01 -4.1510e-01 +8.5243e-01 +2.8341e+00 +3.6164e+00 +1.5433e+00 +2.0701e+00 -2.0001e+00 +7.7764e-01 +2.3652e+00 +1.0398e+00 -3.7965e-01
758 +1.703857561e+05 +1.703857561e+05 +1.697646461e+05 +1.697646461e+05 -6.9840e-01 +4.2317e+00 +4.2894e-01 -3.2625e+00 -1.0182e+00 -2.0998e+00 +1.8162e+00 -7.5070e-01 +9.1910e-01 -3.9780e-01 +8.6191e-01 +2.9675e+00 +3.6350e+00 +1.6146e+00 +2.0415e+00 -2.0659e+00 +8.2757e-01 +2.3846e+00 +1.0363e+00 -3.8370e-01
762 +1.667052862e+05 +1.667052862e+05 +1.660841762e+05 +1.660841762e+05 -6.0550e-01 +4.1881e+00 +4.6028e-01 -3.2396e+00 -1.0459e+00 -2.1504e+00 +1.8250e+00 -7.7875e-01 +9.2865e-01 -3.3431e-01 +8.0665e-01 +2.9518e+00 +3.7247e+00 +1.6162e+00 +2.0218e+00 -2.0277e+00 +8.4556e-01 +2.3696e+00 +9.9389e-01 -3.9962e-01
771 +1.384386751e+05 +1.384386751e+05 +1.378175651e+05 +1.378175651e+05 -6.4296e-01 +4.1517e+00 +4.5829e-01 -3.2575e+00 -9.8896e-01 -2.1244e+00 +1.7890e+00 -8.1688e-01 +8.8098e-01 -3.8692e-01 +8.6861e-01 +2.9103e+00 +3.6312e+00 +1.5106e+00 +2.0679e+00 -2.0883e+00 +8.1166e-01 +2.3567e+00 +1.0472e+00 -3.5168e-01
772 +1.140859106e+05 +1.140859106e+05 +1.134648006e+05 +1.134648006e+05 -6.3964e-01 +4.0346e+00 +4.7893e-01 -3.2880e+00 -9.5431e-01 -2.1096e+00 +1.8085e+00 -8.1367e-01 +9.7188e-01 -3.9987e-01 +8.4252e-01 +2.8600e+00 +3.6493e+00 +1.5087e+00 +2.0233e+00 -2.1427e+00 +8.3597e-01 +2.3929e+00 +1.0337e+00 -2.8335e-01
796 +1.035662997e+05 +1.035662997e+05 +1.029451897e+05 +1.029451897e+05 -5.9220e-01 +4.0295e+00 +4.3775e-01 -3.2930e+00 -9.4590e-01 -2.0100e+00 +1.7495e+00 -8.3354e-01 +9.2550e-01 -4.7329e-01 +7.8114e-01 +2.8671e+00 +3.6236e+00 +1.5950e+00 +2.1024e+00 -2.1361e+00 +8.6215e-01 +2.3631e+00 +1.0452e+00 -2.6005e-01
805 +9.539329587e+04 +9.539329587e+04 +9.477218587e+04 +9.477218587e+04 -5.9569e-01 +4.0286e+00 +4.6793e-01 -3.2732e+00 -9.2624e-01 -2.0713e+00 +1.7820e+00 -7.5327e-01 +8.7188e-01 -4.4111e-01 +7.7956e-01 +2.9067e+00 +3.6944e+00 +1.5876e+00 +2.1425e+00 -2.1760e+00 +8.4665e-01 +2.3648e+00 +1.0533e+00 -2.5960e-01
821 +8.742915378e+04 +8.742915378e+04 +8.680804378e+04 +8.680804378e+04 -5.6962e-01 +3.9053e+00 +4.8622e-01 -3.2625e+00 -8.7723e-01 -2.0020e+00 +1.8436e+00 -7.6987e-01 +8.9554e-01 -4.1474e-01 +7.7205e-01 +2.8978e+00 +3.5950e+00 +1.5289e+00 +2.1355e+00 -2.0670e+00 +8.9137e-01 +2.3883e+00 +1.1031e+00 -3.1372e-01
861 +8.427305214e+04 +8.427305214e+04 +8.365194214e+04 +8.365194214e+04 -5.2003e-01 +4.0187e+00 +3.7044e-01 -3.1787e+00 -9.4491e-01 -2.0182e+00 +1.8857e+00 -6.7832e-01 +9.1482e-01 -4.0668e-01 +7.6064e-01 +2.8423e+00 +3.7457e+00 +1.5635e+00 +2.2086e+00 -2.1345e+00 +7.2228e-01 +2.3775e+00 +1.0855e+00 -3.0674e-01
868 +7.906714793e+04 +7.906714793e+04 +7.844603793e+04 +7.844603793e+04 -4.8313e-01 +4.0572e+00 +3.8014e-01 -3.1927e+00 -8.6789e-01 -2.0106e+00 +1.8627e+00 -6.6490e-01 +9.3946e-01 -3.9597e-01 +7.5118e-01 +2.8874e+00 +3.7739e+00 +1.5567e+00 +2.1762e+00 -2.0556e+00 +6.8034e-01 +2.3874e+00 +1.0798e+00 -2.3552e-01
