% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
642 +2.249981966e+05 +2.249981966e+05 +2.247883166e+05 +2.247883166e+05 +8.3118e+00 +2.4141e+00 +5.5922e+00 -1.7045e+01 +5.8111e+00 -3.0654e+00 -4.2641e+00 -4.2072e+00 -1.4934e+00 +4.0735e+00 +5.6014e+00 +1.2597e+00 +6.0824e+00 -8.6615e-01 -1.3823e+00 -3.4642e+00 -3.2787e+00 +3.2321e+00 -2.8933e+00 +2.0054e+00
680 +2.179652786e+05 +2.179652786e+05 +2.177553986e+05 +2.177553986e+05 +5.3291e+00 +3.3593e+00 +4.8228e+00 -1.4657e+01 +1.4529e+00 -2.4922e+00 -3.9299e+00 -1.8510e+00 +9.8036e-01 +3.9267e+00 +4.3566e+00 +1.5302e+00 +6.2338e+00 -2.3748e+00 -1.8117e+00 -3.8454e+00 -3.0492e+00 +3.1122e+00 -2.5143e+00 +2.2959e+00
703 +1.970596056e+05 +1.970596056e+05 +1.968497256e+05 +1.968497256e+05 +6.1629e+00 +1.0725e+00 +5.0822e+00 -9.8815e+00 +1.5322e-01 -3.4669e+00 -4.0627e+00 -7.8881e-01 +2.1815e+00 +1.6028e+00 +5.9034e+00 +3.5459e+00 +4.9163e+00 -2.9244e+00 -2.1919e+00 -3.2027e+00 -2.9784e+00 +2.5389e+00 -2.4680e+00 +1.8355e+00
836 +1.538253549e+05 +1.538253549e+05 +1.536154749e+05 +1.536154749e+05 +5.4865e+00 +1.6238e+00 +5.1152e+00 -1.1305e+01 +8.5178e-01 -3.0589e+00 -4.2430e+00 -3.3793e+00 -9.4974e-01 +1.9556e+00 +3.0091e+00 +2.8397e+00 +8.7805e-01 -5.7694e-01 -3.2156e-01 -3.4639e+00 -3.1109e+00 +3.0249e+00 -2.2805e+00 +2.0157e+00
888 +1.464229696e+05 +1.464229696e+05 +1.462130896e+05 +1.462130896e+05 +5.1815e+00 +1.4608e+00 +5.0965e+00 -9.0187e+00 +9.9735e-01 -2.8611e+00 -2.3300e+00 -3.9792e+00 -1.2388e+00 +1.7771e+00 +3.8196e+00 +2.8493e+00 +1.8118e+00 -8.2448e-01 -1.4571e+00 -3.0227e+00 -3.4382e+00 +3.5055e+00 -2.3228e+00 +1.9043e+00
889 +1.212345349e+05 +1.212345349e+05 +1.210246549e+05 +1.210246549e+05 +4.9905e+00 +1.2446e+00 +5.2232e+00 -9.8884e+00 -9.7711e-03 -3.8471e+00 -2.7080e+00 -3.3031e+00 -1.5048e+00 +1.6882e+00 +3.4730e+00 +2.7251e+00 +2.2896e+00 -8.1236e-01 -2.1140e+00 -3.4838e+00 -2.9806e+00 +2.5503e+00 -2.3642e+00 +1.8961e+00
900 +1.145023834e+05 +1.145023834e+05 +1.142925034e+05 +1.142925034e+05 +5.3265e+00 +3.9949e-01 +5.2593e+00 -9.1878e+00 +7.6055e-01 -2.6726e+00 -2.8072e+00 -3.2793e+00 -8.7946e-01 +1.5084e+00 +3.0006e+00 +2.6583e+00 +1.7967e+00 -6.9087e-01 -1.7433e+00 -3.9563e+00 -3.1394e+00 +2.6359e+00 -2.2886e+00 +1.8228e+00
921 +1.045534050e+05 +1.045534050e+05 +1.043435250e+05 +1.043435250e+05 +4.9656e+00 +1.0232e+00 +4.7564e+00 -1.0007e+01 +1.6287e+00 -3.1181e+00 -2.5963e+00 -3.2317e+00 -1.5136e+00 +1.9402e+00 +3.0608e+00 +2.7169e+00 +1.1603e+00 -6.6529e-01 -1.5268e+00 -3.8944e+00 -2.6647e+00 +3.0281e+00 -2.5412e+00 +1.8795e+00
1010 +7.915733441e+04 +7.915733441e+04 +7.894745441e+04 +7.894745441e+04 +4.4694e+00 -1.0732e-01 +3.9651e+00 -9.6301e+00 +1.5843e+00 -2.8628e+00 -2.5515e+00 -2.4285e+00 -9.1189e-01 +1.5415e+00 +2.7984e+00 +2.9363e+00 +2.1341e+00 -4.5494e-02 -1.8348e+00 -3.6168e+00 -3.0468e+00 +3.1824e+00 -2.2573e+00 +1.9129e+00
1016 +6.871746258e+04 +6.871746258e+04 +6.850758258e+04 +6.850758258e+04 +4.7835e+00 -3.9803e-02 +4.0827e+00 -9.5350e+00 +1.4252e+00 -2.9793e+00 -2.6302e+00 -2.5131e+00 -1.0615e+00 +1.2756e+00 +2.7391e+00 +2.7466e+00 +2.0782e+00 -5.5286e-02 -1.6868e+00 -3.6267e+00 -3.1758e+00 +3.0615e+00 -2.3582e+00 +1.9086e+00
1053 +6.285758126e+04 +6.285758126e+04 +6.264770126e+04 +6.264770126e+04 +4.4939e+00 -2.0991e-01 +4.0727e+00 -9.5797e+00 +1.3358e+00 -2.7555e+00 -2.7557e+00 -3.1970e+00 -1.2398e+00 +1.1572e+00 +2.7665e+00 +2.7040e+00 +2.0181e+00 -5.6464e-01 -1.5536e+00 -3.6646e+00 -3.1395e+00 +2.8554e+00 -2.3171e+00 +1.9336e+00
1072 +5.848515205e+04 +5.848515205e+04 +5.827527205e+04 +5.827527205e+04 +4.2114e+00 -3.7206e-01 +4.0799e+00 -9.1734e+00 +1.1438e+00 -2.4623e+00 -2.7525e+00 -3.4041e+00 -1.5023e+00 +1.3334e+00 +2.7046e+00 +2.6762e+00 +2.2135e+00 -6.6869e-01 -1.5053e+00 -3.3962e+00 -2.8964e+00 +3.0057e+00 -2.2957e+00 +1.9427e+00
1087 +5.233775818e+04 +5.233775818e+04 +5.212787818e+04 +5.212787818e+04 +4.3832e+00 -4.0296e-01 +4.1710e+00 -8.9433e+00 +1.0239e+00 -2.2492e+00 -2.6009e+00 -3.6672e+00 -1.4932e+00 +1.3719e+00 +2.7496e+00 +2.6962e+00 +2.2738e+00 -7.9873e-01 -1.7132e+00 -3.6614e+00 -2.8027e+00 +3.0244e+00 -2.3698e+00 +1.9322e+00
1099 +4.976407703e+04 +4.976407703e+04 +4.955419703e+04 +4.955419703e+04 +4.5906e+00 -6.1382e-01 +4.3203e+00 -9.0023e+00 +8.9773e-01 -2.2203e+00 -2.7486e+00 -3.5943e+00 -1.5424e+00 +1.3790e+00 +2.5643e+00 +2.8694e+00 +2.3946e+00 -9.3661e-01 -1.6606e+00 -3.9108e+00 -3.0284e+00 +2.8824e+00 -2.3432e+00 +1.8826e+00
1119 +3.948442651e+04 +3.948442651e+04 +3.927454651e+04 +3.927454651e+04 +4.7665e+00 -4.5471e-01 +4.2809e+00 -8.7681e+00 +9.0967e-01 -2.4013e+00 -2.6005e+00 -3.3286e+00 -1.2280e+00 +1.7663e+00 +2.7412e+00 +2.7314e+00 +2.5383e+00 -1.1331e+00 -1.6095e+00 -3.9645e+00 -2.9843e+00 +2.9917e+00 -2.4307e+00 +1.8740e+00
1124 +3.644099509e+04 +3.644099509e+04 +3.623111509e+04 +3.623111509e+04 +4.6909e+00 -3.5707e-01 +4.2914e+00 -8.7777e+00 +9.3338e-01 -2.3247e+00 -2.5366e+00 -3.2231e+00 -1.2418e+00 +1.7173e+00 +3.0182e+00 +2.8811e+00 +2.7360e+00 -1.3434e+00 -1.4754e+00 -4.0058e+00 -3.0552e+00 +3.0690e+00 -2.3802e+00 +1.8605e+00
1138 +3.241207772e+04 +3.241207772e+04 +3.220219772e+04 +3.220219772e+04 +4.7337e+00 -3.8424e-01 +4.3431e+00 -8.9145e+00 +1.0176e+00 -2.4029e+00 -2.5722e+00 -3.3363e+00 -1.3084e+00 +1.6619e+00 +2.8821e+00 +2.7913e+00 +2.7989e+00 -1.5098e+00 -1.5592e+00 -3.9945e+00 -3.0558e+00 +3.0808e+00 -2.3080e+00 +1.9331e+00
1145 +2.830262950e+04 +2.830262950e+04 +2.809274950e+04 +2.809274950e+04 +4.7822e+00 -3.7733e-01 +4.1392e+00 -8.8737e+00 +9.7844e-01 -2.3173e+00 -2.5225e+00 -3.5414e+00 -1.4715e+00 +1.8477e+00 +2.7251e+00 +2.6742e+00 +3.1472e+00 -1.7587e+00 -1.5422e+00 -3.9914e+00 -2.9364e+00 +3.0838e+00 -2.3572e+00 +1.9712e+00
1159 +2.756092485e+04 +2.756092485e+04 +2.735104485e+04 +2.735104485e+04 +4.8582e+00 -3.5741e-01 +4.2678e+00 -9.0275e+00 +9.3344e-01 -2.4901e+00 -2.7559e+00 -3.4501e+00 -1.6139e+00 +1.9836e+00 +2.6491e+00 +2.7764e+00 +3.0045e+00 -1.6082e+00 -1.5032e+00 -4.0166e+00 -3.0002e+00 +3.0480e+00 -2.3755e+00 +1.9634e+00
1169 +2.309044285e+04 +2.309044285e+04 +2.288056285e+04 +2.288056285e+04 +5.0295e+00 -3.2104e-01 +4.3734e+00 -9.0927e+00 +5.7839e-01 -2.4380e+00 -2.8995e+00 -3.6565e+00 -1.7817e+00 +1.7843e+00 +2.3270e+00 +2.8250e+00 +3.0018e+00 -1.4938e+00 -1.6228e+00 -3.8589e+00 -3.0513e+00 +3.0416e+00 -2.3605e+00 +1.9512e+00
1457 +2.159667178e+04 +2.159667178e+04 +2.138679178e+04 +2.138679178e+04 +4.9734e+00 -5.8775e-01 +5.6948e+00 -9.3136e+00 +1.9092e+00 -3.0552e+00 -1.8925e+00 -3.0369e+00 -1.3121e+00 +1.5480e+00 +2.3656e+00 +3.3233e+00 +3.6065e+00 -1.1713e+00 -1.7306e+00 -3.7002e+00 -3.0492e+00 +3.0295e+00 -2.3686e+00 +1.9566e+00
1460 +2.126764644e+04 +2.126764644e+04 +2.105776644e+04 +2.105776644e+04 +4.6411e+00 -7.7825e-01 +5.9797e+00 -9.4024e+00 +2.1950e+00 -2.8346e+00 -1.7329e+00 -3.1487e+00 -1.0383e+00 +1.3535e+00 +2.3259e+00 +3.3090e+00 +3.6295e+00 -1.1121e+00 -1.6893e+00 -3.8305e+00 -2.9875e+00 +3.0523e+00 -2.3524e+00 +1.9204e+00
1463 +1.910598193e+04 +1.910598193e+04 +1.889610193e+04 +1.889610193e+04 +4.7407e+00 -6.3149e-01 +6.0926e+00 -9.3201e+00 +2.2874e+00 -2.8141e+00 -1.7850e+00 -3.2375e+00 -9.8699e-01 +1.4703e+00 +2.2528e+00 +3.1097e+00 +3.7372e+00 -1.1012e+00 -1.5509e+00 -3.7440e+00 -3.0759e+00 +3.1240e+00 -2.3677e+00 +1.8925e+00
1504 +1.876007198e+04 +1.876007198e+04 +1.855019198e+04 +1.855019198e+04 +4.7662e+00 -8.8287e-01 +5.7278e+00 -8.9116e+00 +2.2484e+00 -2.8125e+00 -1.9965e+00 -3.3381e+00 -9.0044e-01 +1.4556e+00 +2.4895e+00 +2.9979e+00 +3.6268e+00 -1.1606e+00 -1.5621e+00 -3.6699e+00 -3.0796e+00 +3.0258e+00 -2.4018e+00 +1.9197e+00
1559 +1.837957612e+04 +1.837957612e+04 +1.816969612e+04 +1.816969612e+04 +4.8123e+00 -8.3549e-01 +5.6435e+00 -8.8674e+00 +2.0527e+00 -3.0071e+00 -1.8272e+00 -3.1387e+00 -7.1604e-01 +1.4775e+00 +2.2215e+00 +2.9178e+00 +3.6791e+00 -1.0880e+00 -1.4354e+00 -3.8174e+00 -3.1472e+00 +3.0442e+00 -2.3784e+00 +1.9312e+00
1568 +1.690047267e+04 +1.690047267e+04 +1.669059267e+04 +1.669059267e+04 +4.7378e+00 -9.5514e-01 +5.6345e+00 -8.7661e+00 +1.9446e+00 -3.0415e+00 -1.8971e+00 -3.0700e+00 -7.6827e-01 +1.4744e+00 +2.2753e+00 +2.8798e+00 +3.8338e+00 -1.1591e+00 -1.5340e+00 -3.7914e+00 -3.1466e+00 +3.0414e+00 -2.3945e+00 +1.9230e+00
1629 +1.585789094e+04 +1.585789094e+04 +1.564801094e+04 +1.564801094e+04 +4.7874e+00 -1.1992e+00 +5.3027e+00 -8.1175e+00 +2.0001e+00 -3.3643e+00 -1.8282e+00 -3.1699e+00 -7.9981e-01 +1.7387e+00 +2.3853e+00 +2.8595e+00 +3.9190e+00 -1.3174e+00 -1.3962e+00 -3.8059e+00 -3.0846e+00 +3.0715e+00 -2.3554e+00 +1.9035e+00
1664 +1.489112910e+04 +1.489112910e+04 +1.468124910e+04 +1.468124910e+04 +4.7405e+00 -1.2215e+00 +5.2775e+00 -8.2004e+00 +2.1657e+00 -3.3507e+00 -1.8892e+00 -2.9222e+00 -6.0857e-01 +1.6209e+00 +2.3931e+00 +2.7140e+00 +4.1698e+00 -1.3923e+00 -1.5398e+00 -3.8012e+00 -3.0800e+00 +3.0415e+00 -2.4198e+00 +1.9206e+00
1677 +1.397594490e+04 +1.397594490e+04 +1.376606490e+04 +1.376606490e+04 +4.8092e+00 -1.2174e+00 +5.3441e+00 -8.0402e+00 +2.2956e+00 -3.3236e+00 -1.7362e+00 -2.9673e+00 -4.2513e-01 +1.5864e+00 +2.3134e+00 +2.4935e+00 +4.4471e+00 -1.3796e+00 -1.5823e+00 -3.8276e+00 -3.1279e+00 +3.0212e+00 -2.3831e+00 +1.8979e+00
1692 +1.263994034e+04 +1.263994034e+04 +1.243006034e+04 +1.243006034e+04 +4.6698e+00 -1.1200e+00 +5.4868e+00 -8.0577e+00 +2.1914e+00 -3.4514e+00 -1.7169e+00 -3.0706e+00 -2.1363e-01 +1.3966e+00 +2.2948e+00 +2.3702e+00 +4.3861e+00 -1.3429e+00 -1.5283e+00 -3.7340e+00 -3.1398e+00 +3.0669e+00 -2.3698e+00 +1.9201e+00
1731 +1.255975483e+04 +1.255975483e+04 +1.234987483e+04 +1.234987483e+04 +4.8939e+00 -8.6643e-01 +5.1985e+00 -8.1174e+00 +2.3263e+00 -3.1686e+00 -1.7093e+00 -3.0934e+00 -7.4409e-01 +1.4086e+00 +2.2702e+00 +2.4241e+00 +4.1434e+00 -1.3638e+00 -1.6390e+00 -3.7620e+00 -3.0407e+00 +3.0025e+00 -2.3669e+00 +1.9362e+00
1779 +1.204899680e+04 +1.204899680e+04 +1.183911680e+04 +1.183911680e+04 +4.9759e+00 -1.3414e+00 +5.5134e+00 -7.8885e+00 +2.5280e+00 -3.0019e+00 -1.8172e+00 -2.9838e+00 -8.6402e-01 +1.4759e+00 +2.4297e+00 +2.1555e+00 +4.2011e+00 -1.3137e+00 -1.6377e+00 -3.7549e+00 -3.0579e+00 +3.0414e+00 -2.3359e+00 +1.9126e+00
1783 +1.159852574e+04 +1.159852574e+04 +1.138864574e+04 +1.138864574e+04 +4.9504e+00 -1.2494e+00 +5.6350e+00 -7.8330e+00 +2.4433e+00 -3.0630e+00 -1.8474e+00 -2.9804e+00 -7.3301e-01 +1.5077e+00 +2.3518e+00 +2.2377e+00 +4.2445e+00 -1.3374e+00 -1.5332e+00 -3.8008e+00 -3.0399e+00 +3.0130e+00 -2.3641e+00 +1.9169e+00
1817 +1.140094772e+04 +1.140094772e+04 +1.119106772e+04 +1.119106772e+04 +4.7019e+00 -1.2961e+00 +5.4299e+00 -8.0387e+00 +2.3518e+00 -3.1469e+00 -1.8113e+00 -3.0865e+00 -7.1038e-01 +1.6875e+00 +2.3014e+00 +2.4442e+00 +4.1234e+00 -1.3827e+00 -1.5887e+00 -3.7985e+00 -3.0800e+00 +3.1043e+00 -2.3636e+00 +1.9088e+00
1861 +1.104364569e+04 +1.104364569e+04 +1.083376569e+04 +1.083376569e+04 +4.8945e+00 -1.1791e+00 +5.3633e+00 -8.1072e+00 +2.3505e+00 -2.9759e+00 -1.7951e+00 -2.9870e+00 -8.7464e-01 +1.6030e+00 +2.2177e+00 +2.3592e+00 +3.8691e+00 -1.2743e+00 -1.5705e+00 -3.8225e+00 -3.0838e+00 +3.0767e+00 -2.3542e+00 +1.9263e+00
1862 +1.086379357e+04 +1.086379357e+04 +1.065391357e+04 +1.065391357e+04 +4.8724e+00 -1.1435e+00 +5.3413e+00 -8.1544e+00 +2.2673e+00 -2.9926e+00 -1.8029e+00 -2.9609e+00 -9.4938e-01 +1.5865e+00 +2.2868e+00 +2.4268e+00 +3.9879e+00 -1.2971e+00 -1.5449e+00 -3.7987e+00 -3.0838e+00 +3.0706e+00 -2.3691e+00 +1.9313e+00
1870 +1.056259214e+04 +1.056259214e+04 +1.035271214e+04 +1.035271214e+04 +4.9304e+00 -1.1385e+00 +5.4395e+00 -7.9487e+00 +2.3330e+00 -2.9803e+00 -1.7695e+00 -2.9442e+00 -8.8793e-01 +1.5836e+00 +2.2500e+00 +2.3378e+00 +3.8921e+00 -1.3061e+00 -1.5528e+00 -3.8183e+00 -3.0755e+00 +3.0628e+00 -2.3587e+00 +1.9176e+00
1882 +9.856092553e+03 +9.856092553e+03 +9.646212553e+03 +9.646212553e+03 +4.9112e+00 -1.2115e+00 +5.2979e+00 -7.9867e+00 +2.3089e+00 -2.9883e+00 -1.7180e+00 -2.9163e+00 -8.4244e-01 +1.5934e+00 +2.1333e+00 +2.2927e+00 +3.8694e+00 -1.3489e+00 -1.5524e+00 -3.7393e+00 -3.0591e+00 +3.0726e+00 -2.3755e+00 +1.9189e+00
1895 +9.623851826e+03 +9.623851826e+03 +9.413971826e+03 +9.413971826e+03 +4.9131e+00 -1.3024e+00 +5.2823e+00 -7.9541e+00 +2.3072e+00 -2.9885e+00 -1.6407e+00 -2.9122e+00 -8.8086e-01 +1.6355e+00 +2.0141e+00 +2.2525e+00 +3.8841e+00 -1.3943e+00 -1.5566e+00 -3.7278e+00 -3.0403e+00 +3.0960e+00 -2.3979e+00 +1.9114e+00
1904 +9.428949560e+03 +9.428949560e+03 +9.219069560e+03 +9.219069560e+03 +4.8858e+00 -1.3353e+00 +5.2801e+00 -7.9239e+00 +2.2939e+00 -2.9627e+00 -1.6146e+00 -2.8768e+00 -9.2654e-01 +1.7043e+00 +2.0324e+00 +2.2226e+00 +3.8916e+00 -1.4250e+00 -1.5365e+00 -3.6977e+00 -3.0332e+00 +3.0879e+00 -2.3907e+00 +1.9196e+00
1913 +9.148094027e+03 +9.148094027e+03 +8.938214027e+03 +8.938214027e+03 +4.9272e+00 -1.3555e+00 +5.3251e+00 -7.8870e+00 +2.2775e+00 -2.9675e+00 -1.6354e+00 -2.8652e+00 -9.5699e-01 +1.7100e+00 +2.0262e+00 +2.1503e+00 +3.8567e+00 -1.3842e+00 -1.4963e+00 -3.6950e+00 -3.0784e+00 +3.0715e+00 -2.3854e+00 +1.9298e+00
1927 +9.102035171e+03 +9.102035171e+03 +8.892155171e+03 +8.892155171e+03 +4.9284e+00 -1.3514e+00 +5.2780e+00 -7.8670e+00 +2.2735e+00 -2.9270e+00 -1.6639e+00 -2.8633e+00 -9.3433e-01 +1.7000e+00 +1.9922e+00 +2.1267e+00 +3.8065e+00 -1.3489e+00 -1.4906e+00 -3.6960e+00 -3.0751e+00 +3.0647e+00 -2.3799e+00 +1.9349e+00
1929 +8.670111234e+03 +8.670111234e+03 +8.460231234e+03 +8.460231234e+03 +4.9017e+00 -1.4078e+00 +5.3935e+00 -7.9286e+00 +2.1960e+00 -3.0313e+00 -1.6043e+00 -2.8410e+00 -8.9978e-01 +1.7261e+00 +2.0073e+00 +2.1251e+00 +3.9752e+00 -1.3846e+00 -1.5260e+00 -3.7203e+00 -3.0921e+00 +3.0643e+00 -2.3793e+00 +1.9265e+00
1937 +7.983418052e+03 +7.983418052e+03 +7.773538052e+03 +7.773538052e+03 +4.9131e+00 -1.4011e+00 +5.3776e+00 -7.9518e+00 +2.1729e+00 -2.9550e+00 -1.6509e+00 -2.8298e+00 -8.8048e-01 +1.7458e+00 +1.9413e+00 +2.0766e+00 +3.9782e+00 -1.4300e+00 -1.5479e+00 -3.7350e+00 -3.0972e+00 +3.0575e+00 -2.3761e+00 +1.9279e+00
1944 +7.847081238e+03 +7.847081238e+03 +7.637201238e+03 +7.637201238e+03 +4.8695e+00 -1.4429e+00 +5.3505e+00 -7.9797e+00 +2.2075e+00 -2.9905e+00 -1.5810e+00 -2.8101e+00 -8.7608e-01 +1.7520e+00 +1.8771e+00 +1.9911e+00 +3.9747e+00 -1.4672e+00 -1.5595e+00 -3.7653e+00 -3.1135e+00 +3.0475e+00 -2.3668e+00 +1.9408e+00
1950 +6.957609122e+03 +6.957609122e+03 +6.747729122e+03 +6.747729122e+03 +4.9226e+00 -1.5095e+00 +5.3319e+00 -7.8685e+00 +2.1782e+00 -2.9372e+00 -1.5706e+00 -2.7932e+00 -9.1140e-01 +1.8181e+00 +1.8010e+00 +1.9246e+00 +4.0676e+00 -1.5079e+00 -1.5658e+00 -3.7526e+00 -3.1245e+00 +3.0534e+00 -2.3691e+00 +1.9173e+00
1964 +6.702627722e+03 +6.702627722e+03 +6.492747722e+03 +6.492747722e+03 +5.0085e+00 -1.6191e+00 +5.3223e+00 -7.8997e+00 +2.1662e+00 -2.9814e+00 -1.5474e+00 -2.6702e+00 -8.8158e-01 +1.8223e+00 +1.7658e+00 +1.8514e+00 +4.0392e+00 -1.4805e+00 -1.6015e+00 -3.7383e+00 -3.1081e+00 +3.0520e+00 -2.3749e+00 +1.9061e+00
1974 +6.211495218e+03 +6.211495218e+03 +6.001615218e+03 +6.001615218e+03 +5.0188e+00 -1.6923e+00 +5.2706e+00 -7.8519e+00 +2.1281e+00 -2.9299e+00 -1.5144e+00 -2.5807e+00 -8.6427e-01 +1.8352e+00 +1.6581e+00 +1.7018e+00 +4.0576e+00 -1.5435e+00 -1.6108e+00 -3.7301e+00 -3.1134e+00 +3.0611e+00 -2.3801e+00 +1.9234e+00
1994 +5.753972489e+03 +5.753972489e+03 +5.544092489e+03 +5.544092489e+03 +5.0099e+00 -1.8163e+00 +5.2972e+00 -7.7994e+00 +2.0528e+00 -2.9355e+00 -1.4721e+00 -2.5058e+00 -8.4316e-01 +1.8651e+00 +1.5965e+00 +1.6049e+00 +3.9635e+00 -1.5315e+00 -1.5823e+00 -3.7234e+00 -3.0742e+00 +3.0563e+00 -2.3957e+00 +1.9218e+00
2074 +5.619976048e+03 +5.619976048e+03 +5.410096048e+03 +5.410096048e+03 +5.0216e+00 -1.8972e+00 +5.2006e+00 -7.7074e+00 +1.8503e+00 -2.7525e+00 -1.4331e+00 -2.5523e+00 -9.5184e-01 +1.8670e+00 +1.6106e+00 +1.4982e+00 +4.0971e+00 -1.4835e+00 -1.6009e+00 -3.7348e+00 -3.0411e+00 +3.0602e+00 -2.3753e+00 +1.9090e+00
2099 +5.390372711e+03 +5.390372711e+03 +5.180492711e+03 +5.180492711e+03 +4.9432e+00 -2.1260e+00 +5.2223e+00 -7.5667e+00 +1.7971e+00 -2.6911e+00 -1.3537e+00 -2.3264e+00 -9.3478e-01 +2.0349e+00 +1.3464e+00 +1.2357e+00 +4.1469e+00 -1.5564e+00 -1.5919e+00 -3.7356e+00 -3.0525e+00 +3.0417e+00 -2.3804e+00 +1.9241e+00
