% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
147 +4.899971102e+01 +4.899971102e+01 -9.510002890e+02 -9.510002890e+02 -4.0573e+00 -1.8294e-01 +1.2358e+00 -4.3176e+00 +1.2205e+00 -3.8958e+00 +2.8876e+00 -4.6220e+00 +2.3712e+00 +2.1054e+00 +6.2075e+00 -1.0191e+00 +5.9186e-01 +1.3625e-01 -5.0405e-01 -3.6042e+00 +5.0488e+00 -6.5071e-01 +5.0232e-01 -1.0152e+00
161 +4.718831196e+01 +4.718831196e+01 -9.528116880e+02 -9.528116880e+02 -3.3701e+00 -5.2458e-01 +2.9022e-01 -5.3361e+00 +9.2718e-01 -3.3867e+00 +2.9172e+00 -4.4729e+00 +2.1203e+00 +2.7796e+00 +4.6391e+00 -2.3817e+00 -1.7545e-01 -1.3579e-02 -2.9929e-01 -2.9935e+00 +4.6400e+00 -3.0944e-01 +9.4151e-01 -6.5700e-01
164 +4.612612723e+01 +4.612612723e+01 -9.538738728e+02 -9.538738728e+02 -3.8164e+00 -7.2168e-01 -3.8088e-01 -3.9143e+00 +1.5486e+00 -1.5764e+00 +2.2802e+00 -4.2656e+00 +2.1178e+00 +3.6164e+00 +4.3195e+00 -9.1244e-01 +5.5440e-01 +2.6242e-01 -7.0777e-01 -2.7696e+00 +4.3653e+00 -3.5154e-01 +1.7888e+00 -8.6533e-01
170 +4.298405482e+01 +4.298405482e+01 -9.570159452e+02 -9.570159452e+02 -3.8819e+00 -6.8364e-01 +2.9228e-01 -3.9409e+00 +1.6229e+00 -3.1478e+00 +3.0337e+00 -3.8209e+00 +1.8074e+00 +3.2241e+00 +4.7147e+00 -1.5078e+00 -3.4398e-01 -1.1596e+00 -8.2417e-01 -4.8182e+00 +3.1872e+00 -7.0141e-01 +1.4391e+00 -1.2783e+00
176 +3.278146300e+01 +3.278146300e+01 -9.672185370e+02 -9.672185370e+02 -3.4958e+00 -2.3831e+00 +8.5202e-01 -3.3388e+00 +6.2184e-01 -3.2302e+00 +2.8785e+00 -3.6844e+00 +3.3082e+00 +3.2105e+00 +4.3316e+00 -1.0823e+00 +8.3872e-01 -8.0723e-01 +4.7670e-01 -3.9183e+00 +3.2371e+00 -9.7627e-02 +9.4560e-01 -1.5229e+00
217 +3.222574571e+01 +3.222574571e+01 -9.677742543e+02 -9.677742543e+02 -4.3437e+00 -2.3753e+00 +8.7341e-01 -3.9172e+00 +1.1224e-01 -5.6167e+00 +1.0753e+00 -2.0210e+00 +2.9828e+00 +3.7494e+00 +3.5441e+00 -3.3091e-01 +1.3101e+00 -6.9498e-01 +8.6503e-01 -3.4642e+00 +1.9241e+00 +3.1358e-01 +8.0302e-02 -2.7027e+00
218 +2.664375141e+01 +2.664375141e+01 -9.733562486e+02 -9.733562486e+02 -4.4776e+00 -1.8426e+00 -5.2986e-01 -4.9961e+00 +1.0943e+00 -4.3932e+00 +9.8367e-01 -2.9319e+00 +2.9965e+00 +4.5753e+00 +3.8410e+00 -1.3323e+00 +1.6718e-01 -6.3721e-01 -5.0361e-02 -3.4602e+00 +2.7809e+00 -4.2994e-01 -7.0433e-01 -2.9799e+00
227 +2.616138271e+01 +2.616138271e+01 -9.738386173e+02 -9.738386173e+02 -3.4036e+00 -2.1444e+00 -8.2064e-01 -4.9265e+00 +1.8046e+00 -5.2305e+00 -2.1492e-01 -3.3208e+00 +3.2676e+00 +4.3377e+00 +3.1168e+00 -7.9425e-01 -6.1420e-01 -5.7478e-01 -4.1726e-01 -2.7649e+00 +2.4911e+00 -1.0087e-01 -5.7386e-01 -2.9377e+00
234 +2.441287805e+01 +2.441287805e+01 -9.755871220e+02 -9.755871220e+02 -3.9721e+00 -1.2601e+00 +3.4295e-01 -3.2733e+00 -8.3695e-02 -3.5689e+00 +5.7476e-01 -3.3006e+00 +4.0827e+00 +3.5090e+00 +3.9425e+00 -5.7344e-01 +5.8195e-01 -9.0269e-02 -1.6187e-01 -2.4470e+00 +3.4420e+00 -6.5609e-01 +5.7372e-01 -2.7042e+00
238 +2.165911411e+01 +2.165911411e+01 -9.783408859e+02 -9.783408859e+02 -3.0264e+00 -2.9865e+00 +5.5980e-01 -4.2355e+00 +3.8579e-02 -4.4926e+00 -8.4951e-01 -2.9020e+00 +3.7101e+00 +3.7458e+00 +3.8840e+00 -5.7716e-01 -4.0587e-01 -4.1666e-01 -1.5837e-01 -2.5525e+00 +2.3316e+00 +4.7243e-01 -8.7054e-01 -2.9668e+00
244 +1.838162232e+01 +1.838162232e+01 -9.816183777e+02 -9.816183777e+02 -3.5764e+00 -2.3798e+00 +5.4614e-02 -4.2449e+00 +1.6690e-01 -4.0984e+00 -3.4812e-01 -3.4108e+00 +3.2838e+00 +3.8815e+00 +3.0793e+00 -8.8147e-01 -7.0782e-01 -7.4409e-01 -2.5892e-01 -3.1075e+00 +3.0336e+00 +1.1880e-01 -2.1682e-01 -2.7240e+00
255 +1.752798659e+01 +1.752798659e+01 -9.824720134e+02 -9.824720134e+02 -2.8845e+00 -1.5583e+00 -2.2050e-01 -4.9351e+00 +1.4817e+00 -4.1350e+00 -4.6868e-01 -4.3927e+00 +3.2975e+00 +4.4590e+00 +3.0343e+00 -7.7166e-01 +2.4736e-01 -8.8492e-01 -2.3153e-02 -3.2974e+00 +2.6438e+00 -3.0163e-01 -2.6480e-01 -2.0678e+00
268 +1.641853709e+01 +1.641853709e+01 -9.835814629e+02 -9.835814629e+02 -2.4435e+00 -1.3442e+00 -2.7811e-01 -3.6279e+00 +4.5482e-01 -3.5343e+00 -9.5781e-01 -4.7933e+00 +3.1231e+00 +3.7582e+00 +3.7395e+00 -1.3667e+00 -5.0498e-03 -8.4041e-01 -9.9053e-02 -3.6601e+00 +3.2526e+00 -7.0984e-01 +1.0032e-01 -2.3675e+00
276 +1.428928153e+01 +1.428928153e+01 -9.857107185e+02 -9.857107185e+02 -2.7481e+00 -1.7660e+00 +9.5231e-01 -3.7145e+00 +5.3330e-01 -3.4324e+00 -1.0935e+00 -4.6817e+00 +3.3951e+00 +3.6583e+00 +4.3365e+00 -1.8224e+00 +2.4781e-01 -3.3939e-02 +1.3426e-01 -3.3740e+00 +3.7754e+00 -5.9041e-01 +1.8064e-02 -2.2318e+00
291 +1.342111957e+01 +1.342111957e+01 -9.865788804e+02 -9.865788804e+02 -3.0909e+00 -1.2568e+00 +5.8471e-01 -3.5567e+00 +4.6756e-01 -3.3690e+00 -7.7711e-01 -4.7877e+00 +3.3550e+00 +3.4902e+00 +3.9175e+00 -8.1005e-01 -1.1674e-01 -1.1415e+00 -3.2466e-01 -2.8001e+00 +3.3407e+00 -3.7876e-01 -4.5838e-01 -1.9557e+00
294 +9.685943419e+00 +9.685943419e+00 -9.903140566e+02 -9.903140566e+02 -3.0388e+00 -2.1406e+00 +6.0885e-01 -3.2120e+00 +4.1516e-01 -3.8247e+00 -6.1665e-01 -4.9834e+00 +3.0893e+00 +3.7746e+00 +3.3629e+00 -9.4969e-01 +5.0630e-01 -1.2030e+00 -1.0821e+00 -2.8589e+00 +2.9396e+00 -9.0686e-01 +5.0452e-01 -1.7244e+00
352 +9.094144839e+00 +9.094144839e+00 -9.909058552e+02 -9.909058552e+02 -3.5353e+00 -2.7840e+00 +1.0450e+00 -4.3411e+00 +1.7698e-02 -3.5708e+00 +2.1215e-02 -4.1297e+00 +1.8019e+00 +3.0606e+00 +2.4112e+00 -6.3510e-01 +7.4989e-01 -2.1036e-01 -1.2946e+00 -3.7690e+00 +2.8529e+00 -7.1314e-01 +6.1004e-01 -1.8858e+00
358 +8.661812672e+00 +8.661812672e+00 -9.913381873e+02 -9.913381873e+02 -3.1637e+00 -2.8460e+00 +1.3390e+00 -3.9971e+00 -3.7444e-01 -3.8402e+00 -3.9644e-01 -4.4008e+00 +2.1695e+00 +3.6372e+00 +2.5519e+00 -1.2566e+00 +7.1095e-01 -5.4135e-01 -7.7153e-01 -3.7101e+00 +2.5746e+00 -3.7679e-01 +7.6310e-01 -2.3321e+00
364 +8.430000683e+00 +8.430000683e+00 -9.915699993e+02 -9.915699993e+02 -3.1321e+00 -2.7524e+00 +1.4749e+00 -4.0337e+00 -1.9609e-01 -3.8429e+00 -1.6916e-01 -4.5675e+00 +2.0359e+00 +3.6213e+00 +3.1250e+00 -1.2509e+00 +4.6098e-03 -1.1591e+00 -9.0073e-01 -3.8536e+00 +2.3406e+00 -8.0629e-01 +7.1819e-01 -2.2410e+00
436 +8.257275324e+00 +8.257275324e+00 -9.917427247e+02 -9.917427247e+02 -2.7137e+00 -2.9619e+00 +1.3335e+00 -4.6625e+00 +8.2411e-01 -3.7399e+00 +3.3575e-01 -4.3947e+00 +2.5113e+00 +3.1130e+00 +3.5442e+00 -1.4460e+00 -1.1442e-01 -8.5482e-01 -6.4929e-01 -3.9146e+00 +2.2642e+00 +2.5232e-01 +5.3039e-01 -2.7063e+00
449 +7.503669210e+00 +7.503669210e+00 -9.924963308e+02 -9.924963308e+02 -3.1442e+00 -2.5649e+00 +1.4188e+00 -4.7197e+00 +6.5169e-01 -3.6863e+00 +1.8150e-01 -4.2174e+00 +2.6456e+00 +2.9915e+00 +3.1169e+00 -1.1610e+00 -2.1672e-01 -8.2410e-01 -1.1009e+00 -3.4617e+00 +2.1103e+00 +2.2034e-01 +5.5477e-01 -2.6637e+00
460 +7.329770956e+00 +7.329770956e+00 -9.926702290e+02 -9.926702290e+02 -3.3111e+00 -2.4547e+00 +1.2333e+00 -4.8250e+00 +7.1942e-01 -3.2422e+00 +1.5053e-01 -4.2599e+00 +2.5278e+00 +3.1321e+00 +2.9474e+00 -1.2834e+00 -9.2963e-03 -6.4826e-01 -1.2884e+00 -3.7696e+00 +1.9609e+00 +2.7670e-01 +2.0421e-01 -2.4412e+00
462 +7.077558597e+00 +7.077558597e+00 -9.929224414e+02 -9.929224414e+02 -3.0354e+00 -2.0865e+00 +1.3501e+00 -4.9299e+00 +5.0519e-01 -3.3459e+00 +2.8923e-01 -4.3987e+00 +2.1564e+00 +3.3622e+00 +3.4344e+00 -8.5960e-01 +2.1940e-01 -4.9050e-01 -1.3879e+00 -3.2387e+00 +2.0631e+00 -1.5633e-01 +3.1636e-01 -2.0762e+00
474 +6.910604872e+00 +6.910604872e+00 -9.930893951e+02 -9.930893951e+02 -3.2131e+00 -2.0524e+00 +9.7788e-01 -4.8995e+00 +3.7040e-01 -3.6527e+00 +1.3779e-01 -4.7755e+00 +2.0863e+00 +3.3340e+00 +3.3920e+00 -1.0422e+00 +2.1377e-01 -2.8175e-01 -1.2440e+00 -3.3213e+00 +1.8657e+00 -9.2501e-02 +2.2518e-01 -2.2513e+00
485 +6.384655691e+00 +6.384655691e+00 -9.936153443e+02 -9.936153443e+02 -3.4808e+00 -2.2111e+00 +1.1242e+00 -4.6332e+00 +4.6979e-01 -3.6486e+00 -4.1928e-02 -4.3828e+00 +2.3705e+00 +3.2609e+00 +3.5820e+00 -7.7688e-01 +1.5174e-01 -1.5491e-02 -1.4997e+00 -3.4399e+00 +1.8587e+00 -9.2976e-02 +1.9864e-01 -2.2318e+00
493 +4.764588429e+00 +4.764588429e+00 -9.952354116e+02 -9.952354116e+02 -3.3761e+00 -2.1735e+00 +1.1971e+00 -4.2037e+00 +5.4939e-01 -3.7431e+00 -2.5427e-01 -4.6115e+00 +2.3671e+00 +3.0697e+00 +3.7964e+00 -8.7741e-01 +3.6688e-01 -1.8124e-02 -1.4767e+00 -3.2761e+00 +1.7723e+00 -2.1510e-02 +3.5394e-01 -2.1387e+00
503 +4.451051127e+00 +4.451051127e+00 -9.955489489e+02 -9.955489489e+02 -3.4241e+00 -2.1320e+00 +1.1785e+00 -4.1653e+00 +6.7463e-01 -3.8631e+00 -4.4183e-01 -4.5972e+00 +2.4258e+00 +3.0937e+00 +3.6328e+00 -9.9381e-01 +3.1118e-01 -2.8335e-01 -1.5599e+00 -3.3710e+00 +1.5725e+00 -2.7281e-01 +1.8056e-01 -2.2648e+00
505 +4.338237878e+00 +4.338237878e+00 -9.956617621e+02 -9.956617621e+02 -3.1522e+00 -2.1658e+00 +1.4190e+00 -4.1921e+00 +7.6496e-01 -3.8344e+00 -1.6902e-01 -4.6628e+00 +2.4197e+00 +2.8240e+00 +3.6512e+00 -8.9554e-01 +3.7367e-01 -1.7404e-01 -1.9649e+00 -3.3040e+00 +2.0750e+00 +1.2141e-01 +5.7897e-01 -2.3086e+00
514 +2.871091818e+00 +2.871091818e+00 -9.971289082e+02 -9.971289082e+02 -3.2238e+00 -2.3198e+00 +1.3214e+00 -4.4709e+00 +1.0136e+00 -3.9307e+00 -2.1808e-01 -4.7009e+00 +2.4143e+00 +2.7196e+00 +3.7639e+00 -8.5509e-01 +7.1346e-01 -3.7013e-01 -1.6027e+00 -3.1875e+00 +2.2246e+00 +2.5356e-02 +4.7634e-01 -2.4773e+00
550 +2.749571022e+00 +2.749571022e+00 -9.972504290e+02 -9.972504290e+02 -3.5491e+00 -2.1687e+00 +1.5341e+00 -4.9756e+00 +8.2219e-01 -3.7119e+00 -3.2009e-01 -4.6812e+00 +2.1984e+00 +2.6070e+00 +3.7425e+00 -6.2301e-01 +8.5963e-01 -2.6372e-01 -1.6214e+00 -3.4511e+00 +1.9497e+00 +2.2698e-02 +5.6752e-01 -2.5487e+00
559 +2.604679498e+00 +2.604679498e+00 -9.973953205e+02 -9.973953205e+02 -3.4808e+00 -1.9982e+00 +1.6757e+00 -5.2086e+00 +1.1446e+00 -3.6697e+00 -6.5873e-01 -4.6530e+00 +2.2916e+00 +2.3696e+00 +4.0490e+00 -6.5434e-01 +1.1181e+00 -1.7773e-01 -1.5047e+00 -3.4493e+00 +1.8405e+00 +1.5228e-01 +5.6335e-01 -2.5964e+00
565 +2.534349987e+00 +2.534349987e+00 -9.974656500e+02 -9.974656500e+02 -3.3727e+00 -2.0825e+00 +1.4847e+00 -5.0022e+00 +9.5933e-01 -3.6670e+00 -7.3680e-01 -4.5105e+00 +2.5228e+00 +2.4800e+00 +3.9377e+00 -7.7427e-01 +1.0474e+00 -2.5610e-01 -1.4797e+00 -3.5664e+00 +1.9453e+00 +1.2368e-01 +5.8071e-01 -2.7512e+00
575 +2.511040644e+00 +2.511040644e+00 -9.974889594e+02 -9.974889594e+02 -3.5304e+00 -2.2070e+00 +1.4064e+00 -4.8882e+00 +1.1464e+00 -3.7248e+00 -6.3788e-01 -4.6959e+00 +2.3418e+00 +2.2706e+00 +4.0380e+00 -7.7011e-01 +1.2131e+00 -3.3417e-02 -1.4569e+00 -3.1715e+00 +1.8438e+00 +7.6135e-02 +5.7449e-01 -2.8274e+00
608 +2.437259362e+00 +2.437259362e+00 -9.975627406e+02 -9.975627406e+02 -3.3788e+00 -2.3230e+00 +1.7670e+00 -4.6999e+00 +9.4280e-01 -3.9679e+00 -8.8551e-01 -4.6347e+00 +2.2426e+00 +2.4025e+00 +4.1084e+00 -8.6771e-01 +1.1894e+00 -1.7169e-01 -1.1969e+00 -3.2065e+00 +1.9289e+00 +2.2419e-01 +8.2913e-01 -2.3558e+00
625 +2.392886920e+00 +2.392886920e+00 -9.976071131e+02 -9.976071131e+02 -3.5520e+00 -2.3445e+00 +1.8301e+00 -4.7003e+00 +9.1103e-01 -3.9431e+00 -5.5480e-01 -4.6605e+00 +2.0667e+00 +2.6777e+00 +3.8321e+00 -9.4679e-01 +6.5168e-01 -3.4940e-01 -1.3409e+00 -3.3628e+00 +2.0324e+00 +1.4941e-01 +5.4627e-01 -2.2217e+00
630 +2.241588004e+00 +2.241588004e+00 -9.977584120e+02 -9.977584120e+02 -3.4714e+00 -2.3575e+00 +1.6381e+00 -4.4716e+00 +1.0992e+00 -3.8950e+00 -8.7973e-01 -4.5637e+00 +2.2785e+00 +2.3641e+00 +3.9246e+00 -1.0664e+00 +9.1944e-01 -1.3477e-01 -1.5068e+00 -3.3644e+00 +1.8936e+00 +2.9426e-01 +7.0011e-01 -2.4637e+00
648 +2.159388162e+00 +2.159388162e+00 -9.978406118e+02 -9.978406118e+02 -3.5276e+00 -2.5425e+00 +1.6063e+00 -4.5129e+00 +9.3366e-01 -3.7388e+00 -7.9567e-01 -4.5075e+00 +2.2061e+00 +2.4294e+00 +3.6213e+00 -1.1298e+00 +9.3138e-01 -3.2069e-01 -1.4314e+00 -3.4243e+00 +2.0273e+00 +2.0820e-01 +6.6841e-01 -2.3290e+00
662 +2.137464366e+00 +2.137464366e+00 -9.978625356e+02 -9.978625356e+02 -3.5002e+00 -2.2812e+00 +1.5397e+00 -4.6936e+00 +8.2462e-01 -3.5473e+00 -6.6097e-01 -4.4956e+00 +2.1463e+00 +2.2490e+00 +3.6465e+00 -1.4986e+00 +9.9452e-01 -4.9617e-01 -1.4422e+00 -3.4599e+00 +1.9176e+00 +6.1922e-02 +8.0088e-01 -2.3612e+00
680 +2.067863746e+00 +2.067863746e+00 -9.979321363e+02 -9.979321363e+02 -3.5879e+00 -2.4127e+00 +1.5921e+00 -4.4511e+00 +1.1326e+00 -3.6702e+00 -1.0181e+00 -4.4753e+00 +2.0776e+00 +2.2498e+00 +3.8213e+00 -1.3891e+00 +1.1717e+00 -6.0869e-01 -1.5247e+00 -3.2617e+00 +1.8630e+00 +2.1068e-01 +7.5860e-01 -2.4980e+00
708 +2.020956165e+00 +2.020956165e+00 -9.979790438e+02 -9.979790438e+02 -3.6439e+00 -2.5258e+00 +1.5252e+00 -4.5683e+00 +1.2899e+00 -3.6725e+00 -1.0034e+00 -4.6945e+00 +2.0976e+00 +2.2113e+00 +3.8852e+00 -1.1063e+00 +1.3515e+00 -7.5388e-01 -1.4513e+00 -3.4237e+00 +1.9786e+00 -6.2179e-03 +5.8503e-01 -2.4351e+00
789 +1.980986595e+00 +1.980986595e+00 -9.980190134e+02 -9.980190134e+02 -3.8161e+00 -2.2668e+00 +1.7073e+00 -4.5748e+00 +1.2676e+00 -3.5411e+00 -9.6315e-01 -4.7379e+00 +2.1891e+00 +2.3963e+00 +3.7388e+00 -1.3377e+00 +1.2817e+00 -7.9391e-01 -1.6360e+00 -3.3564e+00 +2.2050e+00 -6.5618e-02 +5.6766e-01 -2.2674e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367961493e+01 +8.367961493e+01 +1.083679615e+03 +1.083679615e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 +8.185717757e+01 +8.185717757e+01 +1.081857178e+03 +1.081857178e+03 -1.3571e+00 -3.2819e-01 +2.3156e+00 -5.8028e-02 +5.4172e-01 +6.9997e-01 -1.2019e-01 -7.4381e-01 -4.7476e-01 -2.0510e+00 -1.7985e+00 +6.4410e-03 +4.7568e-01 -1.2983e+00 -6.0231e-01 -6.3008e-01 -4.1536e-04 -1.7888e+00 -2.5170e+00 -1.1967e+00
19 +8.023701073e+01 +8.023701073e+01 +1.080237011e+03 +1.080237011e+03 -1.4570e+00 +1.9870e-03 +8.3034e-01 -8.7677e-01 +8.7749e-02 -1.3613e-01 +6.2454e-01 +4.0453e-01 -1.1240e+00 -1.7923e+00 -1.6095e+00 +1.0412e+00 +1.3394e+00 +2.5042e-01 +7.7828e-02 -3.1197e-01 -5.8141e-01 +1.1970e-02 +2.4684e-01 -9.3966e-01
23 +7.898825257e+01 +7.898825257e+01 +1.078988253e+03 +1.078988253e+03 -9.3136e-01 -4.0261e-01 +5.3782e-01 -8.4501e-01 +4.7779e-01 -4.6856e-01 -1.1046e+00 -8.2633e-01 -1.0967e+00 -1.1841e+00 -1.1230e+00 +6.2669e-01 +4.5906e-01 +7.3343e-01 +3.9502e-02 -3.4041e-01 -1.2145e+00 +2.0574e+00 +1.7878e+00 +1.0464e-01
38 +7.699602280e+01 +7.699602280e+01 +1.076996023e+03 +1.076996023e+03 +5.5608e-02 -1.1025e+00 +2.4699e-01 -6.7297e-01 +1.2907e+00 +3.8019e-01 -1.5203e+00 -9.5202e-01 -2.4554e+00 -6.0165e-01 -1.8967e+00 +1.8516e+00 +9.7581e-01 +3.9757e-01 +9.0110e-01 +2.7326e-02 -1.5952e+00 +2.9295e+00 +2.3678e+00 -2.5238e-02
44 +7.474015509e+01 +7.474015509e+01 +1.074740155e+03 +1.074740155e+03 -1.5545e+00 -8.1907e-01 -8.9704e-01 -4.2371e-01 -3.6078e-02 -2.3458e-01 -6.8608e-01 -5.2581e-01 -1.6135e+00 -6.2936e-01 -2.1167e+00 +1.3484e+00 +1.2653e+00 +3.5844e-01 -6.2560e-01 -1.1926e-01 -1.3703e+00 +3.4591e+00 +6.7176e-01 +1.7093e-01
57 +7.335145237e+01 +7.335145237e+01 +1.073351452e+03 +1.073351452e+03 -6.5484e-01 -4.3422e-01 +6.3308e-01 +4.2584e-01 +3.0555e-01 +4.7105e-01 -2.4178e-01 +5.8100e-01 -2.0224e+00 -1.1500e+00 -2.5141e+00 +1.2548e+00 +1.8176e+00 -5.7046e-01 -9.6564e-01 -6.9311e-01 -1.2662e+00 +3.9508e+00 +2.8317e-01 +1.6510e+00
60 +7.168325857e+01 +7.168325857e+01 +1.071683259e+03 +1.071683259e+03 -1.3546e+00 +4.3042e-01 -2.2724e-01 +6.9389e-01 -4.8900e-01 +4.0358e-01 -1.8194e+00 -6.0969e-01 -1.2060e+00 +3.5487e-02 -2.9181e+00 +1.9599e+00 +1.4875e+00 +1.3938e-02 -1.3389e-02 +2.4950e-01 -1.0064e+00 +3.1879e+00 +1.9860e+00 +6.4426e-01
66 +7.034263837e+01 +7.034263837e+01 +1.070342638e+03 +1.070342638e+03 +5.0185e-01 +2.8955e-01 +1.2150e-02 -3.5141e-01 -1.6716e-02 +1.8121e-01 -1.0989e+00 -9.6438e-01 -3.4013e-01 +6.7365e-01 -2.8553e+00 +1.6972e+00 +1.3978e+00 +7.3473e-01 +1.8202e-01 +1.7880e-01 -2.0380e+00 +3.6769e+00 +1.9506e+00 +7.4239e-01
78 +6.838026509e+01 +6.838026509e+01 +1.068380265e+03 +1.068380265e+03 +1.4789e-01 +7.0703e-01 +3.0365e-01 +4.8920e-02 -3.2925e-02 +1.3764e+00 -2.5450e-01 -9.7990e-01 -6.4591e-01 +5.3699e-01 -1.4361e+00 +1.0731e+00 +9.9030e-01 +7.5187e-01 -6.9307e-01 +7.6145e-01 -2.0854e+00 +3.1486e+00 +1.5045e+00 +3.7129e-02
99 +6.297249438e+01 +6.297249438e+01 +1.062972494e+03 +1.062972494e+03 -4.7027e-01 +2.4190e+00 -1.6969e-01 -4.8070e-01 -1.3662e+00 +1.1000e+00 -9.6953e-01 -2.0453e+00 -1.1376e+00 +3.9807e-01 -2.1162e+00 +1.9388e+00 +8.9139e-01 +1.1896e+00 -1.7007e+00 +1.8724e+00 -2.8473e+00 +4.5166e+00 -4.0207e-01 -1.1132e+00
