% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
710 +1.372267747e+00 +1.372267747e+00 -1.556773225e+01 -1.556773225e+01 +3.5202e+00 +2.4595e+00 -1.1918e+00 +8.6017e-01 +1.7465e+00 -1.4353e+00 +4.3836e+00 -2.3170e+00 -1.2290e-01 -2.2412e+00 +4.3913e+00 -1.1436e+00 -2.6097e+00 -8.8852e-02 +3.4477e+00 +3.3598e+00 +4.5034e+00 -1.5788e+00 -2.5383e-01 +2.9568e+00
771 +1.319608687e+00 +1.319608687e+00 -1.562039131e+01 -1.562039131e+01 +3.5267e+00 +2.6289e+00 -1.4713e+00 +9.0442e-01 +1.4244e+00 -1.3691e+00 +4.2295e+00 -2.4513e+00 -2.3982e-01 -2.1048e+00 +4.4401e+00 -1.1039e+00 -2.9682e+00 -3.4836e-01 +3.1199e+00 +3.8136e+00 +3.9255e+00 -1.5560e+00 -3.6715e-01 +2.6816e+00
829 +1.233482389e+00 +1.233482389e+00 -1.570651761e+01 -1.570651761e+01 +3.2981e+00 +2.4264e+00 -1.3989e+00 +9.5858e-01 +1.3487e+00 -1.5716e+00 +4.2361e+00 -2.1547e+00 -2.0379e-02 -2.1061e+00 +4.1668e+00 -8.8420e-01 -2.7635e+00 -3.3800e-01 +3.2262e+00 +3.5778e+00 +3.8502e+00 -1.3806e+00 -3.2706e-01 +2.2976e+00
840 +1.167370457e+00 +1.167370457e+00 -1.577262954e+01 -1.577262954e+01 +3.2324e+00 +2.2398e+00 -1.0014e+00 +9.6684e-01 +1.2373e+00 -1.4628e+00 +4.3253e+00 -2.3872e+00 -1.9853e-01 -1.9965e+00 +4.1135e+00 -9.7601e-01 -2.6775e+00 -1.0608e-01 +3.3427e+00 +3.3468e+00 +3.6528e+00 -1.1218e+00 -3.3914e-01 +2.3254e+00
1107 +1.101389071e+00 +1.101389071e+00 -1.583861093e+01 -1.583861093e+01 +3.5033e+00 +2.6843e+00 -1.0700e+00 +8.2360e-01 +1.6291e+00 -1.5427e+00 +4.1637e+00 -2.2385e+00 -4.9501e-01 -2.0100e+00 +3.9232e+00 -6.4658e-01 -3.3104e+00 -2.4124e-01 +3.4560e+00 +3.9642e+00 +3.8779e+00 -1.4411e+00 -1.3178e-01 +2.9208e+00
1143 +1.058229036e+00 +1.058229036e+00 -1.588177096e+01 -1.588177096e+01 +3.4607e+00 +2.4327e+00 -1.1008e+00 +7.9071e-01 +1.5799e+00 -1.7821e+00 +4.1188e+00 -2.2534e+00 -4.1219e-01 -2.0559e+00 +4.0631e+00 -7.1227e-01 -3.1475e+00 -1.5779e-01 +3.2716e+00 +3.9116e+00 +3.9317e+00 -1.5081e+00 -1.9597e-01 +2.8390e+00
1149 +8.815130886e-01 +8.815130886e-01 -1.605848691e+01 -1.605848691e+01 +3.3641e+00 +2.4705e+00 -1.0950e+00 +6.7243e-01 +1.5667e+00 -1.6904e+00 +4.2317e+00 -2.2288e+00 -4.3291e-01 -2.0346e+00 +4.1420e+00 -6.3616e-01 -3.0594e+00 -2.4457e-01 +3.2763e+00 +3.9449e+00 +4.0574e+00 -1.5508e+00 -1.5783e-01 +2.8455e+00
1217 +7.792274173e-01 +7.792274173e-01 -1.616077258e+01 -1.616077258e+01 +3.3885e+00 +2.5244e+00 -1.2258e+00 +7.9868e-01 +1.5746e+00 -1.5788e+00 +4.2020e+00 -2.2057e+00 -4.8499e-01 -2.0802e+00 +4.1230e+00 -4.8305e-01 -2.9868e+00 -1.7073e-01 +3.0783e+00 +3.7600e+00 +3.9852e+00 -1.5252e+00 -2.4831e-01 +2.9498e+00
1356 +7.586122328e-01 +7.586122328e-01 -1.618138777e+01 -1.618138777e+01 +3.3388e+00 +2.6234e+00 -1.3649e+00 +8.9038e-01 +1.4757e+00 -1.6833e+00 +4.2744e+00 -2.2600e+00 -3.3799e-01 -2.1962e+00 +4.0316e+00 -4.9176e-01 -2.8164e+00 -1.8692e-01 +3.0359e+00 +3.7935e+00 +3.9258e+00 -1.4710e+00 -8.5791e-02 +2.9219e+00
1414 +7.577140065e-01 +7.577140065e-01 -1.618228599e+01 -1.618228599e+01 +3.3593e+00 +2.4980e+00 -1.4122e+00 +9.0312e-01 +1.4890e+00 -1.7227e+00 +4.2595e+00 -2.3507e+00 -3.0967e-01 -2.1895e+00 +4.1344e+00 -4.4994e-01 -2.7902e+00 -1.2359e-01 +3.0987e+00 +3.8155e+00 +3.9381e+00 -1.3622e+00 -8.5636e-02 +2.9932e+00
1421 +6.749729670e-01 +6.749729670e-01 -1.626502703e+01 -1.626502703e+01 +3.4016e+00 +2.4432e+00 -1.4445e+00 +8.8124e-01 +1.4898e+00 -1.7209e+00 +4.2588e+00 -2.3591e+00 -3.6858e-01 -2.1433e+00 +4.0614e+00 -5.0886e-01 -2.8740e+00 -9.6237e-02 +3.1148e+00 +3.8098e+00 +3.9381e+00 -1.3979e+00 +1.0929e-03 +2.8975e+00
1527 +6.335811420e-01 +6.335811420e-01 -1.630641886e+01 -1.630641886e+01 +3.4535e+00 +2.5328e+00 -1.4589e+00 +9.3262e-01 +1.5002e+00 -1.6855e+00 +4.3007e+00 -2.3000e+00 -3.7683e-01 -2.1658e+00 +4.1183e+00 -5.3708e-01 -2.9413e+00 -1.5028e-01 +3.1594e+00 +3.8110e+00 +3.9550e+00 -1.4637e+00 -6.1049e-02 +2.9091e+00
1533 +5.900084123e-01 +5.900084123e-01 -1.634999159e+01 -1.634999159e+01 +3.4524e+00 +2.5394e+00 -1.4620e+00 +9.2996e-01 +1.5004e+00 -1.6797e+00 +4.3022e+00 -2.3221e+00 -3.5727e-01 -2.1185e+00 +4.1117e+00 -4.8721e-01 -2.9515e+00 -1.3358e-01 +3.1817e+00 +3.8224e+00 +3.9538e+00 -1.4815e+00 -2.8106e-02 +2.9122e+00
1549 +5.576622945e-01 +5.576622945e-01 -1.638233771e+01 -1.638233771e+01 +3.4422e+00 +2.5443e+00 -1.4912e+00 +9.4865e-01 +1.4714e+00 -1.7015e+00 +4.3110e+00 -2.3292e+00 -3.5141e-01 -2.1430e+00 +4.1179e+00 -4.6375e-01 -2.9701e+00 -1.3096e-01 +3.1800e+00 +3.8101e+00 +3.9607e+00 -1.4821e+00 -3.5741e-02 +2.9355e+00
1571 +5.053926102e-01 +5.053926102e-01 -1.643460739e+01 -1.643460739e+01 +3.4308e+00 +2.5664e+00 -1.4534e+00 +9.3418e-01 +1.4610e+00 -1.6871e+00 +4.3012e+00 -2.2991e+00 -3.6175e-01 -2.1313e+00 +4.0895e+00 -4.6245e-01 -2.9671e+00 -1.7418e-01 +3.1506e+00 +3.8235e+00 +3.9433e+00 -1.4873e+00 -6.8392e-02 +2.9402e+00
1599 +4.844123646e-01 +4.844123646e-01 -1.645558764e+01 -1.645558764e+01 +3.4158e+00 +2.6134e+00 -1.4456e+00 +9.2259e-01 +1.4168e+00 -1.6692e+00 +4.3240e+00 -2.2994e+00 -3.9014e-01 -2.1754e+00 +4.1199e+00 -4.4064e-01 -2.9965e+00 -1.0712e-01 +3.1754e+00 +3.8342e+00 +3.9517e+00 -1.5225e+00 -3.3204e-02 +2.9298e+00
1651 +4.677511673e-01 +4.677511673e-01 -1.647224883e+01 -1.647224883e+01 +3.3414e+00 +2.6449e+00 -1.4881e+00 +9.4460e-01 +1.4113e+00 -1.7042e+00 +4.3041e+00 -2.3322e+00 -3.7009e-01 -2.2269e+00 +4.1602e+00 -3.7795e-01 -3.0086e+00 -1.0485e-01 +3.1988e+00 +3.7925e+00 +3.9715e+00 -1.5871e+00 -3.0308e-02 +2.9503e+00
1753 +4.658109296e-01 +4.658109296e-01 -1.647418907e+01 -1.647418907e+01 +3.4055e+00 +2.6183e+00 -1.5166e+00 +9.5367e-01 +1.4356e+00 -1.6834e+00 +4.3135e+00 -2.3433e+00 -3.8744e-01 -2.1851e+00 +4.1189e+00 -4.2000e-01 -3.0095e+00 -1.1359e-01 +3.2004e+00 +3.8068e+00 +3.9745e+00 -1.5717e+00 -2.2119e-02 +2.9224e+00
1764 +4.341396188e-01 +4.341396188e-01 -1.650586038e+01 -1.650586038e+01 +3.4022e+00 +2.6165e+00 -1.5138e+00 +9.5940e-01 +1.4344e+00 -1.6799e+00 +4.3090e+00 -2.3448e+00 -3.8927e-01 -2.1870e+00 +4.1135e+00 -4.1080e-01 -3.0053e+00 -1.1505e-01 +3.2069e+00 +3.8099e+00 +3.9785e+00 -1.5843e+00 -2.5086e-02 +2.9202e+00
1807 +4.002257662e-01 +4.002257662e-01 -1.653977423e+01 -1.653977423e+01 +3.3956e+00 +2.6232e+00 -1.5389e+00 +9.6184e-01 +1.4368e+00 -1.6975e+00 +4.3049e+00 -2.3422e+00 -4.0062e-01 -2.1866e+00 +4.1133e+00 -3.8855e-01 -3.0128e+00 -1.2254e-01 +3.2155e+00 +3.8153e+00 +3.9889e+00 -1.5776e+00 -2.3931e-02 +2.9118e+00
1853 +3.879831005e-01 +3.879831005e-01 -1.655201690e+01 -1.655201690e+01 +3.4106e+00 +2.6174e+00 -1.5224e+00 +9.5258e-01 +1.4339e+00 -1.6885e+00 +4.2974e+00 -2.3377e+00 -3.9610e-01 -2.1723e+00 +4.1217e+00 -3.8053e-01 -3.0073e+00 -1.3075e-01 +3.2063e+00 +3.8074e+00 +3.9928e+00 -1.5873e+00 -3.1454e-02 +2.9071e+00
1914 +3.722392181e-01 +3.722392181e-01 -1.656776078e+01 -1.656776078e+01 +3.3895e+00 +2.6190e+00 -1.5243e+00 +9.5044e-01 +1.4225e+00 -1.6958e+00 +4.3012e+00 -2.3410e+00 -4.1299e-01 -2.1774e+00 +4.1254e+00 -3.8205e-01 -3.0070e+00 -1.3206e-01 +3.2100e+00 +3.8134e+00 +3.9958e+00 -1.5739e+00 -5.2449e-02 +2.9212e+00
1993 +3.569548823e-01 +3.569548823e-01 -1.658304512e+01 -1.658304512e+01 +3.3927e+00 +2.6168e+00 -1.5257e+00 +9.4923e-01 +1.4245e+00 -1.6928e+00 +4.3058e+00 -2.3352e+00 -4.0250e-01 -2.1837e+00 +4.1246e+00 -3.7140e-01 -3.0107e+00 -1.2210e-01 +3.2176e+00 +3.8243e+00 +3.9899e+00 -1.5851e+00 -5.5958e-02 +2.9110e+00
2152 +3.538705854e-01 +3.538705854e-01 -1.658612941e+01 -1.658612941e+01 +3.4014e+00 +2.6222e+00 -1.5234e+00 +9.4279e-01 +1.4335e+00 -1.6839e+00 +4.2970e+00 -2.3413e+00 -3.9700e-01 -2.1758e+00 +4.1360e+00 -3.7072e-01 -3.0062e+00 -1.1553e-01 +3.2001e+00 +3.8180e+00 +3.9762e+00 -1.5933e+00 -6.2069e-02 +2.9094e+00
2177 +3.382446339e-01 +3.382446339e-01 -1.660175537e+01 -1.660175537e+01 +3.4001e+00 +2.6205e+00 -1.5287e+00 +9.4048e-01 +1.4343e+00 -1.6801e+00 +4.2948e+00 -2.3432e+00 -3.9385e-01 -2.1746e+00 +4.1338e+00 -3.7552e-01 -3.0032e+00 -1.1839e-01 +3.1973e+00 +3.8084e+00 +3.9772e+00 -1.5938e+00 -6.3646e-02 +2.9086e+00
2644 +3.307175230e-01 +3.307175230e-01 -1.660928248e+01 -1.660928248e+01 +3.3975e+00 +2.6145e+00 -1.5298e+00 +9.4516e-01 +1.4237e+00 -1.6871e+00 +4.3030e+00 -2.3376e+00 -3.9545e-01 -2.1768e+00 +4.1279e+00 -3.8233e-01 -2.9984e+00 -1.1592e-01 +3.2020e+00 +3.8135e+00 +3.9786e+00 -1.5912e+00 -5.8298e-02 +2.9084e+00
2929 +3.233888422e-01 +3.233888422e-01 -1.661661116e+01 -1.661661116e+01 +3.3980e+00 +2.6153e+00 -1.5304e+00 +9.4294e-01 +1.4248e+00 -1.6867e+00 +4.3040e+00 -2.3390e+00 -3.9564e-01 -2.1782e+00 +4.1282e+00 -3.8351e-01 -2.9984e+00 -1.1537e-01 +3.2043e+00 +3.8140e+00 +3.9772e+00 -1.5912e+00 -5.8718e-02 +2.9087e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.544776293e+01 +1.544776293e+01 +3.425776293e+01 +3.425776293e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
