% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1414 +2.233987633e+00 +2.233987633e+00 -5.442660124e+02 -5.442660124e+02 +1.3885e+00 +1.3363e+00 +1.3265e+00 -7.6172e-01 -3.3220e-01 -6.1786e-01 -2.4100e+00 +2.0563e+00 -2.0788e+00 +4.8972e-01 +6.0783e-01 +1.0241e+00 +1.3063e+00 -6.6689e-01 +1.3157e+00 -8.6401e-01 +1.0591e+00 -1.7074e+00 -2.1737e+00 +1.5112e+00
1441 +2.153818065e+00 +2.153818065e+00 -5.443461819e+02 -5.443461819e+02 +1.4972e+00 +1.3777e+00 +1.3312e+00 -7.2400e-01 -3.4547e-01 -6.0012e-01 -2.4680e+00 +2.0681e+00 -2.1265e+00 +4.7965e-01 +5.7019e-01 +1.0705e+00 +1.2883e+00 -6.6193e-01 +1.3123e+00 -8.7615e-01 +1.0861e+00 -1.7123e+00 -2.1861e+00 +1.5281e+00
1449 +2.106025181e+00 +2.106025181e+00 -5.443939748e+02 -5.443939748e+02 +1.5121e+00 +1.4210e+00 +1.2916e+00 -7.7410e-01 -3.2578e-01 -6.2240e-01 -2.4594e+00 +2.0359e+00 -2.0898e+00 +5.3675e-01 +5.8497e-01 +1.0712e+00 +1.2827e+00 -6.4132e-01 +1.3198e+00 -8.6124e-01 +1.0572e+00 -1.7337e+00 -2.1954e+00 +1.5180e+00
1502 +2.070126730e+00 +2.070126730e+00 -5.444298733e+02 -5.444298733e+02 +1.5321e+00 +1.3359e+00 +1.2564e+00 -7.8803e-01 -3.5606e-01 -6.6230e-01 -2.4651e+00 +2.0383e+00 -2.1529e+00 +4.9047e-01 +5.4885e-01 +1.0864e+00 +1.3292e+00 -6.2527e-01 +1.2759e+00 -8.4128e-01 +1.0637e+00 -1.7241e+00 -2.2057e+00 +1.5162e+00
1723 +2.041417124e+00 +2.041417124e+00 -5.444585829e+02 -5.444585829e+02 +1.4841e+00 +1.3557e+00 +1.2729e+00 -8.5151e-01 -3.8110e-01 -6.7887e-01 -2.4445e+00 +2.0095e+00 -2.1469e+00 +4.9682e-01 +5.6443e-01 +1.0517e+00 +1.3233e+00 -6.6457e-01 +1.2872e+00 -8.5013e-01 +1.0477e+00 -1.7157e+00 -2.1947e+00 +1.5141e+00
1935 +1.991931616e+00 +1.991931616e+00 -5.445080684e+02 -5.445080684e+02 +1.5057e+00 +1.3327e+00 +1.3038e+00 -8.0808e-01 -3.9138e-01 -6.8074e-01 -2.4696e+00 +2.0040e+00 -2.1416e+00 +5.1051e-01 +5.5075e-01 +1.1019e+00 +1.2800e+00 -6.5972e-01 +1.2999e+00 -8.5527e-01 +1.0411e+00 -1.7259e+00 -2.2151e+00 +1.5089e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.831961742e+04 +1.831961742e+04 +1.931961742e+04 +1.931961742e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +4.079725845e+03 +4.079725845e+03 +5.079725845e+03 +5.079725845e+03 -1.4111e-01 +9.9878e-01 +1.5781e-01 -1.2758e+00 -8.5885e-01 +3.6673e-01 -9.6834e-01 -9.0321e-01 -2.3315e+00 -1.2737e+00 -1.2314e-01 -1.2203e+00 -7.3346e-01 -1.4577e+00 +5.4761e-01 -4.9749e-02 -1.5473e+00 -2.5797e-01 -7.5257e-01 +1.2714e+00
17 +1.960994674e+03 +1.960994674e+03 +2.960994674e+03 +2.960994674e+03 -5.7682e-01 +1.5793e+00 +4.4635e-01 -4.9767e-01 -9.6707e-02 +9.2831e-01 +1.1414e+00 -1.2280e-01 -2.5217e+00 -1.2728e+00 -1.1928e-01 -1.2159e+00 +8.6060e-01 -1.2405e+00 -4.9723e-01 -1.3575e+00 -2.1610e+00 -1.5049e-01 -1.0592e+00 +1.7073e+00
22 +1.152899448e+03 +1.152899448e+03 +2.152899448e+03 +2.152899448e+03 -4.5711e-01 +2.0293e+00 +7.7225e-01 -1.0791e+00 +4.8544e-02 +7.0371e-01 +1.3047e+00 +1.2211e-01 -1.6198e+00 -1.5973e+00 -5.1579e-01 -2.3319e+00 -4.7798e-01 -2.5251e+00 -1.5678e+00 -1.5813e+00 -2.8858e+00 -1.2378e+00 -1.0073e+00 +2.7248e+00
140 +6.664060507e+02 +6.664060507e+02 +1.666406051e+03 +1.666406051e+03 +1.2210e+00 +8.2312e-01 +1.0146e+00 +4.9949e-01 -2.3421e+00 -1.0144e+00 +3.8594e-01 -9.5302e-02 -1.2953e+00 -3.3764e-01 +6.1538e-01 -1.1666e+00 +1.1533e-01 -8.3312e-01 -4.9215e-01 -1.1543e+00 -6.5458e-01 -2.2970e+00 -8.8557e-01 +2.0746e+00
163 +4.878437925e+02 +4.878437925e+02 +1.487843793e+03 +1.487843793e+03 +1.7173e+00 +3.1992e+00 +1.5773e+00 +6.8823e-01 -3.0700e+00 -1.3491e+00 -6.8039e-01 +1.3041e+00 -2.5093e+00 +6.1203e-01 -2.8684e-01 -8.7637e-01 +1.5911e-01 -2.9964e+00 -8.7810e-01 -1.7038e+00 -1.1915e+00 -2.1062e+00 -2.0182e+00 +4.2666e-01
204 +3.369010199e+02 +3.369010199e+02 +1.336901020e+03 +1.336901020e+03 +1.4233e+00 +2.9407e+00 +6.4542e-01 +1.0658e+00 -2.8847e+00 +7.3744e-02 -3.8164e-01 +1.9182e+00 -1.3238e+00 +1.6488e-01 -2.2645e+00 -4.0105e-01 -2.6595e-01 -6.1022e-01 -1.0801e+00 -2.5707e+00 -1.7112e+00 -2.3853e-01 -1.4352e+00 +1.1575e+00
273 +3.165640959e+02 +3.165640959e+02 +1.316564096e+03 +1.316564096e+03 -4.2783e-02 +2.5612e+00 +1.6544e-01 +1.2485e+00 -2.6327e+00 -3.6098e-01 -8.2331e-01 +3.2591e+00 -3.1185e-01 -8.8644e-01 -1.7974e+00 -8.6077e-01 -6.2991e-01 -5.4955e-01 -1.4009e+00 -9.7621e-01 -2.3336e+00 -1.1809e+00 -1.3176e+00 +1.1658e+00
287 +2.688557240e+02 +2.688557240e+02 +1.268855724e+03 +1.268855724e+03 -1.9408e-01 +2.1384e+00 -9.4093e-02 +1.8121e+00 -3.0067e+00 -8.0399e-01 -9.8765e-01 +2.6852e+00 -5.0396e-01 -1.0419e+00 -2.0427e+00 -3.8531e-01 -1.0776e-01 -5.7369e-01 -8.5515e-01 -1.2024e+00 -1.9720e+00 -1.2255e+00 -1.6176e+00 +1.3651e+00
290 +8.175108649e+01 +8.175108649e+01 +1.081751086e+03 +1.081751086e+03 +1.4512e-01 +2.4353e+00 +3.3783e-01 +9.9020e-01 -3.0149e+00 -3.8254e-01 -6.6568e-01 +2.6948e+00 -6.6371e-01 -6.8767e-01 -2.0293e+00 -8.8577e-01 -9.6840e-01 -7.8445e-01 -1.6479e+00 -7.1882e-01 -2.7680e+00 -1.0768e+00 -1.2773e+00 +1.2279e+00
297 +2.529737949e+01 +2.529737949e+01 +1.025297379e+03 +1.025297379e+03 +6.3597e-01 +2.7942e+00 +5.7650e-01 +9.5625e-01 -2.6618e+00 -7.5793e-01 -2.8337e-01 +2.6172e+00 -8.9888e-01 -6.2968e-01 -2.3169e+00 -1.4518e+00 -1.0150e+00 -1.1611e+00 -1.6157e+00 -8.2323e-01 -2.4071e+00 -9.3735e-01 -7.6958e-01 +1.3216e+00
302 +1.450636644e+01 +1.450636644e+01 +1.014506366e+03 +1.014506366e+03 +6.0898e-01 +3.3016e+00 +8.1369e-01 +9.9385e-01 -2.4061e+00 -5.4448e-01 -4.4164e-01 +2.7966e+00 -7.6705e-01 -8.9152e-01 -2.2051e+00 -1.8578e+00 -2.6048e-01 -1.2412e+00 -1.8919e+00 -8.4679e-01 -2.5104e+00 -1.2968e+00 -7.9435e-01 +1.7485e+00
309 +1.339846464e+01 +1.339846464e+01 +1.013398465e+03 +1.013398465e+03 +7.9633e-01 +2.5160e+00 +5.3692e-01 +7.4730e-01 -1.8823e+00 -4.9614e-01 -5.0503e-02 +1.9407e+00 -1.1520e+00 -6.3917e-01 -1.7778e+00 -9.6638e-01 -1.0468e+00 -6.2431e-01 -1.1700e+00 -4.4121e-01 -2.0415e+00 -7.9782e-01 -8.4568e-01 +1.0833e+00
313 +6.663454510e+00 +6.663454510e+00 +1.006663455e+03 +1.006663455e+03 +8.6631e-01 +2.6109e+00 +8.5839e-01 +7.1425e-01 -1.5888e+00 -1.4229e-01 -2.2848e-02 +1.7623e+00 -1.5441e+00 -3.5997e-01 -1.4168e+00 -7.1294e-01 -9.1476e-01 -6.2332e-01 -1.3419e+00 -7.6163e-01 -2.0908e+00 -4.8621e-01 -9.3691e-01 +1.6377e+00
325 +4.043358493e+00 +4.043358493e+00 +1.004043358e+03 +1.004043358e+03 +1.1116e+00 +2.3837e+00 +1.2575e+00 +5.1609e-01 -1.1120e+00 +1.3413e-02 -1.2872e-01 +1.4826e+00 -1.0167e+00 -8.4522e-01 -1.1331e+00 -4.8079e-01 -6.9883e-01 -8.0413e-01 -7.4294e-01 -1.0908e+00 -1.6632e+00 -7.1109e-01 -1.2619e+00 +1.2448e+00
386 +3.713424431e+00 +3.713424431e+00 +1.003713424e+03 +1.003713424e+03 +9.4087e-01 +2.8695e+00 +1.5042e+00 +7.3283e-01 -1.0715e+00 -7.8089e-02 +4.3330e-01 +2.9362e-01 -1.8329e+00 -1.1098e+00 -1.4425e+00 -5.9055e-01 -1.0301e+00 -2.3186e+00 -4.7055e-01 -1.3993e+00 -1.4616e+00 -1.4413e+00 -1.9381e+00 +1.1263e+00
446 +3.608063421e+00 +3.608063421e+00 +1.003608063e+03 +1.003608063e+03 +1.2116e+00 +2.8283e+00 +1.3074e+00 +8.4468e-03 -1.2933e+00 -2.3750e-01 -2.5105e-01 +8.8406e-01 -1.8266e+00 -8.0814e-01 -2.0386e+00 -3.4456e-01 -1.4270e+00 -1.2037e+00 -7.0044e-01 -1.9298e+00 -8.6076e-01 -1.8434e+00 -1.9351e+00 +7.3744e-01
450 +3.111328862e+00 +3.111328862e+00 +1.003111329e+03 +1.003111329e+03 +1.3643e+00 +2.9062e+00 +1.4842e+00 +9.9518e-02 -1.3014e+00 +1.4759e-01 -1.2602e-01 +1.3547e+00 -1.4752e+00 -9.7907e-01 -1.9688e+00 -3.5811e-01 -1.9848e+00 -1.2041e+00 -3.7010e-01 -1.8986e+00 -7.5290e-01 -1.7606e+00 -1.8226e+00 +1.0812e+00
856 +2.950069179e+00 +2.950069179e+00 +1.002950069e+03 +1.002950069e+03 +8.3767e-01 +3.0868e+00 +2.6335e-01 +3.8582e-01 -1.7938e+00 +1.3024e+00 -1.8655e-02 +8.9375e-01 -1.0557e+00 -2.8993e-01 -2.5485e+00 -1.2218e+00 -9.3989e-02 -1.3526e+00 -7.3473e-01 -1.8990e+00 -4.1692e-01 -1.2032e+00 -1.7530e+00 +2.1778e+00
1145 +2.719577500e+00 +2.719577500e+00 +1.002719578e+03 +1.002719578e+03 +7.2542e-01 +2.8215e+00 +3.7743e-01 +4.8725e-01 -1.9497e+00 +1.1244e+00 +2.0505e-01 +9.5602e-01 -1.0896e+00 -2.3807e-01 -2.5559e+00 -6.5089e-01 -7.5283e-01 -1.8782e+00 -1.0260e+00 -1.8105e+00 -8.3586e-01 -1.5390e+00 -1.8446e+00 +2.1376e+00
1161 +2.591577153e+00 +2.591577153e+00 +1.002591577e+03 +1.002591577e+03 +7.3958e-01 +2.7770e+00 +3.6136e-01 +5.1383e-01 -1.8893e+00 +1.1729e+00 +2.2046e-01 +8.7592e-01 -1.0945e+00 -2.3245e-01 -2.5256e+00 -6.0970e-01 -7.0845e-01 -1.8911e+00 -1.0657e+00 -1.7969e+00 -7.9905e-01 -1.4710e+00 -1.8966e+00 +2.1468e+00
1284 +2.568121497e+00 +2.568121497e+00 +1.002568121e+03 +1.002568121e+03 +5.9742e-01 +2.6811e+00 +3.8906e-01 +5.0020e-01 -1.7856e+00 +1.0055e+00 +1.5370e-01 +8.9576e-01 -1.0311e+00 -3.0908e-01 -2.5390e+00 -6.8379e-01 -6.9689e-01 -1.9264e+00 -9.8705e-01 -1.8240e+00 -7.6488e-01 -1.4843e+00 -1.8771e+00 +2.1477e+00
1330 +2.511007828e+00 +2.511007828e+00 +1.002511008e+03 +1.002511008e+03 +7.1141e-01 +2.7746e+00 +4.0096e-01 +3.9264e-01 -1.8273e+00 +1.0524e+00 +9.3003e-02 +8.7486e-01 -1.1426e+00 -2.9552e-01 -2.5368e+00 -6.2971e-01 -7.3327e-01 -1.9761e+00 -9.2498e-01 -1.7783e+00 -8.3915e-01 -1.5122e+00 -1.9021e+00 +2.1303e+00
1380 +2.452309910e+00 +2.452309910e+00 +1.002452310e+03 +1.002452310e+03 +6.8612e-01 +2.7717e+00 +4.1270e-01 +4.1447e-01 -1.8879e+00 +1.0347e+00 +1.1073e-01 +8.6241e-01 -1.0393e+00 -2.6418e-01 -2.5072e+00 -6.7333e-01 -7.0654e-01 -1.9500e+00 -9.6333e-01 -1.7712e+00 -7.9919e-01 -1.4918e+00 -1.8793e+00 +2.1347e+00
1427 +2.389342026e+00 +2.389342026e+00 +1.002389342e+03 +1.002389342e+03 +6.9773e-01 +2.7775e+00 +3.9578e-01 +3.7616e-01 -1.9328e+00 +1.0733e+00 +7.7035e-02 +8.4812e-01 -1.0283e+00 -2.4563e-01 -2.5102e+00 -6.8373e-01 -7.2243e-01 -1.9394e+00 -9.5836e-01 -1.8786e+00 -8.2293e-01 -1.4506e+00 -1.9060e+00 +2.1599e+00
1440 +2.341255008e+00 +2.341255008e+00 +1.002341255e+03 +1.002341255e+03 +6.7200e-01 +2.7917e+00 +4.1127e-01 +3.7413e-01 -1.9155e+00 +1.1024e+00 +8.0622e-02 +8.2338e-01 -1.0159e+00 -2.3326e-01 -2.5058e+00 -6.9106e-01 -7.1917e-01 -1.9506e+00 -9.6533e-01 -1.9031e+00 -7.9600e-01 -1.4537e+00 -1.8967e+00 +2.1657e+00
1473 +2.265420298e+00 +2.265420298e+00 +1.002265420e+03 +1.002265420e+03 +6.9407e-01 +2.7794e+00 +3.8073e-01 +3.7079e-01 -1.9097e+00 +1.1842e+00 +1.3468e-01 +8.4213e-01 -1.0593e+00 -2.2264e-01 -2.5196e+00 -6.9516e-01 -7.0808e-01 -1.9592e+00 -9.5227e-01 -1.9496e+00 -7.9373e-01 -1.4911e+00 -1.8975e+00 +2.1737e+00
