% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
43 +2.894930801e+02 +2.894930801e+02 +2.802830801e+02 +2.802830801e+02 -1.8781e-01 -7.3742e-01 +1.7033e+00 +3.3957e+00 +1.2200e+00 +2.2608e+00 +1.0076e+00 -3.6601e+00 +4.0397e+00 -6.2039e+00 +4.9129e+00 -7.5530e-02 +1.6960e+00 +7.8488e-01 -9.6082e-01 -2.0405e+00 +3.8092e+00 -1.3920e+00 -4.8727e-01 +5.0257e+00
44 +2.680380495e+02 +2.680380495e+02 +2.588280495e+02 +2.588280495e+02 -9.1874e-01 -1.4091e+00 +1.9960e+00 +4.9227e+00 +1.9619e+00 +1.5582e+00 +1.3867e+00 -4.0060e+00 +3.8240e+00 -7.3819e+00 +4.2401e+00 +1.0513e+00 +9.8887e-01 +2.6816e+00 -1.8050e-01 -2.1984e+00 +1.8093e+00 +9.7019e-01 -2.5173e+00 +5.4961e+00
54 +2.398457182e+02 +2.398457182e+02 +2.306357182e+02 +2.306357182e+02 -7.5277e-01 -2.7024e+00 +2.1572e+00 +6.8295e+00 +2.8110e+00 +1.2814e+00 +1.9825e+00 -5.9630e+00 +3.8331e+00 -9.5530e+00 +5.3888e+00 -5.1244e-01 +2.5155e+00 +4.2484e+00 +1.0443e+00 -2.9795e+00 +1.6858e+00 +2.5859e+00 -3.4476e+00 +5.5674e+00
69 +2.184917848e+02 +2.184917848e+02 +2.092817848e+02 +2.092817848e+02 +9.2621e-02 +5.7586e-01 +2.3467e+00 +5.5403e+00 +1.4494e+00 +3.8441e+00 +1.5906e+00 -1.6025e+00 +4.7698e+00 -9.6699e+00 +4.3845e+00 +8.6736e-01 +1.0711e+00 +5.1755e+00 -4.0288e+00 -1.0902e+00 -4.9356e-01 +2.2897e+00 -4.7384e+00 +4.2224e+00
77 +2.127876415e+02 +2.127876415e+02 +2.035776415e+02 +2.035776415e+02 +5.0474e-02 +9.6851e-01 +3.1305e+00 +5.2379e+00 +1.7806e+00 +5.0078e+00 +1.3588e+00 -1.5839e+00 +3.3550e+00 -1.0282e+01 +3.1500e+00 +9.2996e-01 +2.7297e+00 +3.5672e+00 -5.0137e+00 -2.6298e+00 -1.8069e-01 +5.2697e-01 -7.6946e+00 +3.9588e+00
82 +1.935848028e+02 +1.935848028e+02 +1.843748028e+02 +1.843748028e+02 -3.3711e-01 +4.2309e+00 +2.9619e+00 +4.8770e+00 +1.4163e+00 +5.6617e+00 +5.8997e-01 -1.1056e+00 +4.2051e+00 -9.8481e+00 +6.3088e+00 +3.8860e-01 -2.0187e-01 +4.8515e+00 -3.2938e+00 -2.7761e+00 +2.2609e+00 +3.9432e+00 -4.4193e+00 +3.8199e+00
92 +1.575347072e+02 +1.575347072e+02 +1.483247072e+02 +1.483247072e+02 -8.4654e-01 +3.6947e+00 +1.9659e+00 +4.8505e+00 -1.8056e+00 +2.9633e+00 +6.2522e-01 -2.5942e+00 +1.4197e+00 -5.8531e+00 +6.6047e+00 +1.8648e+00 +3.7275e+00 +4.7572e+00 -4.4225e+00 -3.8773e+00 +4.4353e+00 +5.8083e+00 -3.2677e+00 +5.2432e+00
102 +1.489567088e+02 +1.489567088e+02 +1.397467088e+02 +1.397467088e+02 +3.9083e-01 +4.9162e+00 +1.0925e+00 +7.1196e+00 -9.5221e-02 +3.0012e+00 +2.7694e-01 -3.5313e+00 +1.7876e-01 -6.0938e+00 +1.0157e+01 +2.3487e-01 +4.3572e+00 +4.5873e+00 -4.0449e+00 -7.0873e+00 +4.6191e+00 +5.0718e+00 -5.7525e+00 +4.8150e+00
105 +1.446182691e+02 +1.446182691e+02 +1.354082691e+02 +1.354082691e+02 +8.2409e-01 +5.9104e+00 -5.2086e-01 +3.0034e+00 -2.2328e+00 +4.3361e+00 +2.0149e+00 -1.9125e+00 +1.3574e-01 -1.0050e+01 +6.1440e+00 +2.0492e+00 +4.6592e+00 +2.7855e+00 -5.8906e+00 -4.1188e+00 +6.4729e+00 +7.4307e+00 -4.1068e+00 +6.6693e+00
112 +1.444262155e+02 +1.444262155e+02 +1.352162155e+02 +1.352162155e+02 +2.7318e-01 +6.7157e+00 -9.8275e-03 +2.3113e+00 -4.3400e+00 +4.3642e+00 +2.8012e+00 -2.1248e+00 +5.2619e-01 -9.1600e+00 +8.7578e+00 +1.8640e+00 +4.5004e+00 +1.6114e+00 -8.3904e+00 -4.7148e+00 +4.8904e+00 +6.8042e+00 -4.8946e+00 +7.3576e+00
113 +1.392841233e+02 +1.392841233e+02 +1.300741233e+02 +1.300741233e+02 -4.3673e-01 +7.2724e+00 -1.7982e+00 +1.6389e+00 -1.8422e+00 +5.1678e+00 +3.0921e+00 -2.6565e+00 +1.0618e+00 -1.0908e+01 +5.5996e+00 +9.5709e-02 +3.3062e+00 +4.1561e+00 -3.8000e+00 -5.0716e+00 +5.6514e+00 +7.7086e+00 -3.8496e+00 +6.3298e+00
120 +1.281557743e+02 +1.281557743e+02 +1.189457743e+02 +1.189457743e+02 +2.3991e-01 +8.5788e+00 -2.0571e+00 +3.9589e-01 -2.2099e+00 +5.2239e+00 +2.0480e+00 -1.2872e+00 +3.9044e+00 -1.2835e+01 +5.1541e+00 +1.9070e-01 +2.5779e+00 +2.7497e+00 -5.3086e+00 -4.2662e+00 +6.2249e+00 +5.3782e+00 -6.0585e+00 +5.7348e+00
131 +1.251474905e+02 +1.251474905e+02 +1.159374905e+02 +1.159374905e+02 +1.9221e+00 +6.5814e+00 -1.5863e+00 -1.0130e+00 -1.9575e-01 +5.7512e+00 +1.1600e+00 -1.2574e+00 +1.5826e+00 -1.3606e+01 +3.6734e+00 +1.0727e+00 +3.9137e+00 +3.1727e+00 -6.5136e+00 -5.8999e+00 +6.8636e+00 +8.0067e+00 -5.8835e+00 +5.1193e+00
136 +1.153096995e+02 +1.153096995e+02 +1.060996995e+02 +1.060996995e+02 +1.1883e+00 +5.3603e+00 +5.1297e-01 -2.2373e+00 -4.3066e-01 +4.8471e+00 +2.1087e+00 -1.4029e+00 +1.1091e+00 -1.1127e+01 +2.9679e+00 +9.7737e-01 +4.6297e+00 +4.1054e+00 -5.0371e+00 -4.8307e+00 +6.1710e+00 +6.4598e+00 -4.9909e+00 +5.3713e+00
137 +1.095961977e+02 +1.095961977e+02 +1.003861977e+02 +1.003861977e+02 +9.5035e-01 +9.0584e+00 +9.5932e-02 -1.1371e+00 -5.6895e-01 +5.3927e+00 +1.0638e+00 -8.0000e-01 +3.1841e+00 -1.5076e+01 +1.4462e+00 +1.1214e+00 +4.2856e+00 +3.1665e+00 -8.6163e+00 -7.4511e+00 +9.2309e+00 +9.0494e+00 -6.6367e+00 +6.5762e+00
142 +8.374704982e+01 +8.374704982e+01 +7.453704982e+01 +7.453704982e+01 +1.7127e+00 +7.3705e+00 +4.6567e-01 -3.6575e-01 -1.6712e+00 +6.0693e+00 +2.9332e+00 -1.0658e+00 +5.5711e+00 -1.4921e+01 -1.4837e+00 +2.6374e+00 +4.4550e+00 +5.7340e+00 -7.7685e+00 -5.7398e+00 +9.0912e+00 +9.3203e+00 -5.4355e+00 +7.6038e+00
167 +6.890735778e+01 +6.890735778e+01 +5.969735778e+01 +5.969735778e+01 +2.1704e+00 +7.2600e+00 +1.9087e-01 -2.7481e+00 -4.1995e+00 +4.0284e+00 +3.8098e+00 +1.3231e+00 +6.4249e+00 -1.9852e+01 -3.1041e+00 +2.4624e+00 +5.3783e+00 +9.0491e+00 -1.1046e+01 -5.2348e+00 +1.1852e+01 +1.1179e+01 -8.2334e+00 +9.6028e+00
179 +6.142418231e+01 +6.142418231e+01 +5.221418231e+01 +5.221418231e+01 +3.5380e+00 +6.7754e+00 +2.7825e-01 -1.1342e+00 -3.4140e+00 +4.3544e+00 +2.6385e+00 +3.3375e+00 +7.3745e+00 -1.8021e+01 -4.4321e+00 +3.0907e+00 +5.0645e+00 +1.2184e+01 -9.8928e+00 -5.7401e+00 +1.0040e+01 +1.0474e+01 -1.1182e+01 +1.0253e+01
182 +5.988926936e+01 +5.988926936e+01 +5.067926936e+01 +5.067926936e+01 +5.8038e+00 +5.6859e+00 -2.8588e+00 -1.3270e+00 -2.0442e+00 +5.3025e+00 +3.9273e+00 +2.8556e+00 +7.5614e+00 -1.5668e+01 -4.2438e+00 +6.2884e-01 +5.1790e+00 +1.1274e+01 -9.4238e+00 -4.2113e+00 +9.8228e+00 +7.0309e+00 -1.0168e+01 +1.0116e+01
185 +5.153422614e+01 +5.153422614e+01 +4.232422614e+01 +4.232422614e+01 +4.9372e+00 +7.1461e+00 +4.5990e-01 -2.9267e+00 -5.0195e+00 +4.3336e+00 +3.0594e+00 +4.4218e+00 +5.3427e+00 -1.9746e+01 -5.9372e+00 +2.3026e+00 +5.7981e+00 +1.6351e+01 -9.6842e+00 -6.7384e+00 +9.6036e+00 +1.1873e+01 -1.2329e+01 +1.2038e+01
196 +4.973367650e+01 +4.973367650e+01 +4.052367650e+01 +4.052367650e+01 +2.1392e+00 +8.7134e+00 -5.2427e-01 -3.1760e+00 -5.4045e+00 +2.2968e+00 +4.4686e+00 +6.2844e+00 +4.2183e+00 -2.2457e+01 -9.1478e+00 +2.6204e-01 +7.3450e+00 +1.8390e+01 -1.2076e+01 -8.8046e+00 +1.2360e+01 +1.2215e+01 -1.3746e+01 +1.4967e+01
199 +3.982007457e+01 +3.982007457e+01 +3.061007457e+01 +3.061007457e+01 +5.0461e+00 +5.7374e+00 +1.5534e+00 -2.8123e+00 -4.9226e+00 +3.1356e+00 +4.1898e+00 +3.5652e+00 +5.7839e+00 -2.1127e+01 -6.4242e+00 -8.8163e-01 +7.1973e+00 +1.4850e+01 -1.0823e+01 -5.5117e+00 +1.0241e+01 +9.6137e+00 -1.0258e+01 +1.1631e+01
207 +3.759882080e+01 +3.759882080e+01 +2.838882080e+01 +2.838882080e+01 +4.9703e+00 +4.6032e+00 +3.9027e+00 -3.6810e+00 -5.1598e+00 +1.7520e+00 +2.6531e+00 +5.2627e+00 +4.8836e+00 -2.0622e+01 -7.3702e+00 -1.8046e+00 +6.0176e+00 +1.2039e+01 -1.5114e+01 -5.3867e+00 +6.6607e+00 +1.1080e+01 -8.4212e+00 +9.8712e+00
220 +2.997340429e+01 +2.997340429e+01 +2.076340429e+01 +2.076340429e+01 +5.7407e+00 +4.7932e+00 +6.0887e+00 -4.3347e-01 -3.1018e+00 +1.2177e+00 +4.1143e+00 +4.8984e+00 +5.9605e+00 -2.2212e+01 -4.9226e+00 -2.4743e+00 +5.2993e+00 +1.2197e+01 -1.3089e+01 -6.2793e+00 +6.1513e+00 +1.2117e+01 -6.8849e+00 +7.8672e+00
234 +2.338874855e+01 +2.338874855e+01 +1.417874855e+01 +1.417874855e+01 +3.6473e+00 +4.2940e+00 +6.8175e+00 +1.2495e+00 -2.1585e+00 -7.3625e-01 +6.3278e+00 +5.8254e+00 +8.2959e+00 -2.3982e+01 -5.2665e+00 -4.8113e+00 +6.6313e+00 +1.2156e+01 -1.3946e+01 -6.8391e+00 +8.7633e+00 +1.2624e+01 -6.6541e+00 +1.0505e+01
243 +2.196543446e+01 +2.196543446e+01 +1.275543446e+01 +1.275543446e+01 +5.0572e+00 +4.6943e+00 +5.6234e+00 +4.4317e+00 -3.1219e+00 -1.6418e+00 +6.1977e+00 +6.1627e+00 +5.1434e+00 -2.1734e+01 -4.0736e+00 -4.8726e+00 +4.5367e+00 +9.0279e+00 -1.2794e+01 -5.1512e+00 +1.2328e+01 +1.2743e+01 -5.7369e+00 +9.6016e+00
250 +2.063894226e+01 +2.063894226e+01 +1.142894226e+01 +1.142894226e+01 +4.2865e+00 +6.7607e+00 +5.1012e+00 +7.8714e-01 -4.0028e+00 -1.6810e+00 +8.3153e+00 +7.1537e+00 +7.3315e+00 -2.5892e+01 -6.0424e+00 -7.3727e+00 +6.7268e+00 +1.6325e+01 -1.7273e+01 -7.0457e+00 +8.2327e+00 +1.0790e+01 -7.9634e+00 +1.0473e+01
251 +2.007621714e+01 +2.007621714e+01 +1.086621714e+01 +1.086621714e+01 +4.1224e+00 +5.1640e+00 +7.4260e+00 -7.0282e-01 -3.2582e+00 +1.2742e+00 +7.4730e+00 +6.8860e+00 +9.0426e+00 -2.3869e+01 -7.4784e+00 -4.9930e+00 +7.4594e+00 +1.1653e+01 -1.2298e+01 -4.7871e+00 +7.5818e+00 +8.8126e+00 -9.4660e+00 +1.2239e+01
254 +1.910930913e+01 +1.910930913e+01 +9.899309132e+00 +9.899309132e+00 +5.4852e+00 +4.5622e+00 +1.0395e+01 +3.3818e-01 -5.6276e+00 +3.5790e+00 +5.9617e+00 +7.0352e+00 +8.3734e+00 -2.5412e+01 -1.0368e+01 -4.1964e+00 +3.5386e+00 +1.3171e+01 -8.8576e+00 -5.8263e+00 +6.5694e+00 +8.1312e+00 -8.8136e+00 +1.4056e+01
257 +1.722127020e+01 +1.722127020e+01 +8.011270197e+00 +8.011270197e+00 +6.1260e+00 +4.4541e+00 +6.3522e+00 -2.8248e-01 -4.3032e+00 +2.1871e+00 +8.2777e+00 +6.4021e+00 +8.2528e+00 -2.1826e+01 -9.3336e+00 -6.1285e+00 +5.1931e+00 +1.3676e+01 -1.4758e+01 -4.5585e+00 +7.3103e+00 +9.3320e+00 -6.6897e+00 +1.2118e+01
264 +9.931948448e+00 +9.931948448e+00 +7.219484480e-01 +7.219484480e-01 +5.7383e+00 +6.5847e+00 +8.0889e+00 +2.4111e+00 -4.7766e+00 +3.4212e+00 +6.2390e+00 +7.0906e+00 +4.4615e+00 -2.6601e+01 -6.7137e+00 -8.8761e+00 +4.6948e+00 +1.7325e+01 -1.5395e+01 -4.9635e+00 +8.3630e+00 +1.0456e+01 -6.0068e+00 +1.2065e+01
290 +6.947767557e+00 +6.947767557e+00 -2.262232443e+00 -2.262232443e+00 +5.1252e+00 +5.9610e+00 +9.2222e+00 +2.3149e+00 -6.4703e+00 +7.7908e+00 +5.1143e+00 +1.0327e+01 +3.8298e+00 -2.3359e+01 -6.1632e+00 -8.5216e+00 +6.9418e+00 +1.5813e+01 -1.3906e+01 -7.9567e+00 +6.0725e+00 +9.0380e+00 -8.5851e+00 +1.1889e+01
296 +4.724698646e+00 +4.724698646e+00 -4.485301354e+00 -4.485301354e+00 +5.1514e+00 +5.1881e+00 +9.6498e+00 +4.4339e+00 -6.9834e+00 +8.2417e+00 +7.8387e+00 +1.1172e+01 +4.8882e+00 -2.7131e+01 -3.9239e+00 -9.5292e+00 +6.3464e+00 +1.6152e+01 -1.1738e+01 -9.3376e+00 +6.8210e+00 +1.0259e+01 -7.3367e+00 +1.2716e+01
297 +4.245972313e+00 +4.245972313e+00 -4.964027687e+00 -4.964027687e+00 +6.7627e+00 +6.7047e+00 +7.6220e+00 +5.1497e+00 -6.4347e+00 +7.3877e+00 +3.4791e+00 +9.7031e+00 +5.6473e+00 -2.2130e+01 -6.6820e+00 -1.2191e+01 +4.7433e+00 +1.2687e+01 -1.5656e+01 -7.0655e+00 +5.6096e+00 +9.3789e+00 -8.8358e+00 +9.6016e+00
347 +3.442593661e+00 +3.442593661e+00 -5.767406339e+00 -5.767406339e+00 +3.7102e+00 +4.2663e+00 +1.0462e+01 +4.3700e+00 -4.7566e+00 +5.5263e+00 +4.9888e+00 +8.4974e+00 +7.1213e+00 -2.4156e+01 -1.0221e+01 -1.2903e+01 +6.1603e+00 +1.0539e+01 -1.6850e+01 -9.0936e+00 +6.3975e+00 +9.4380e+00 -5.9699e+00 +1.1113e+01
354 +2.523415014e+00 +2.523415014e+00 -6.686584986e+00 -6.686584986e+00 +4.3368e+00 +6.6037e+00 +7.0915e+00 +3.7652e+00 -5.9554e+00 +4.9542e+00 +5.9397e+00 +6.6700e+00 +7.3023e+00 -2.0854e+01 -7.4499e+00 -9.7175e+00 +7.0309e+00 +1.3097e+01 -1.5400e+01 -7.7876e+00 +5.4564e+00 +1.1112e+01 -5.8969e+00 +1.1208e+01
361 +2.714243489e-01 +2.714243489e-01 -8.938575651e+00 -8.938575651e+00 +4.7286e+00 +6.2343e+00 +9.1752e+00 +6.7088e+00 -5.3920e+00 +1.0164e+01 +5.0250e+00 +9.0210e+00 +9.5083e+00 -2.5818e+01 -1.2281e+01 -1.7351e+01 +5.7199e+00 +1.1740e+01 -1.9222e+01 -7.8354e+00 +5.1739e+00 +1.0631e+01 -8.1769e+00 +1.2076e+01
382 +0.000000000e+00 +0.000000000e+00 -9.210000000e+00 -9.210000000e+00 +8.5030e+00 +8.5911e+00 +9.5671e+00 +1.0866e+01 -9.5164e+00 +6.3817e+00 +6.7446e+00 +9.3168e+00 +1.3441e+01 -1.6558e+01 -1.5457e+01 -2.0784e+01 +5.4618e+00 +1.9435e+01 -1.4492e+01 -7.8950e+00 +8.7779e+00 +1.0161e+01 -9.4221e+00 +1.2414e+01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +1.055266128e+03 +1.055266128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +3.863934014e+02 +3.863934014e+02 +1.042383401e+03 +1.042383401e+03 -1.9485e+00 +1.5654e+00 -1.1525e+00 -7.0480e-01 -6.0467e-01 -4.4771e-01 +1.0751e+00 +6.7889e-01 +9.9490e-01 +1.1243e+00 -1.5264e-01 +1.1520e+00 -1.2227e+00 -6.1098e-01 +4.9424e-01 +5.6813e-01 -1.3795e+00 +3.6853e-01 +3.3099e-01 +3.5493e-01
7 +3.767428811e+02 +3.767428811e+02 +1.032732881e+03 +1.032732881e+03 -4.4408e-02 -4.3574e-01 -8.8585e-01 -2.9829e-01 -3.4756e-01 -5.4645e-01 +1.4174e+00 -1.6363e+00 -6.9498e-01 +9.1914e-01 +1.2966e-01 -1.6993e-01 -4.1123e-01 -5.2251e-02 +1.0980e+00 +2.4010e-01 -1.3776e-01 +2.1067e-02 +1.3105e+00 +9.3248e-01
9 +3.670272726e+02 +3.670272726e+02 +1.023017273e+03 +1.023017273e+03 +6.3626e-01 +2.5239e-01 -2.2470e+00 +1.3887e+00 +8.2411e-01 +1.6975e+00 +2.0260e-01 -4.5968e-01 -7.3022e-02 +3.3671e-01 +9.7692e-01 +2.1160e+00 -1.7527e-01 -1.4517e+00 +1.2355e+00 +3.6778e-01 +5.6941e-01 +8.7623e-02 +6.3008e-01 +6.2750e-01
13 +3.626921416e+02 +3.626921416e+02 +1.018682142e+03 +1.018682142e+03 +1.4225e+00 +1.0137e+00 -1.8610e+00 +2.9263e+00 +2.3875e+00 +3.6592e+00 -6.9443e-01 -2.1404e+00 -1.6371e+00 +8.4398e-02 +7.5009e-01 +2.6407e+00 -4.8459e-01 -1.1939e+00 +1.9506e+00 +1.0642e+00 +2.1214e+00 +1.4447e-01 +7.0163e-01 +1.6046e+00
17 +3.471844533e+02 +3.471844533e+02 +1.003174453e+03 +1.003174453e+03 +3.2415e-01 +1.5933e+00 -3.2930e+00 +3.4954e+00 +7.1974e-01 +1.7810e+00 +2.0571e+00 -2.0667e+00 +4.6371e-01 +2.3974e-01 +1.5856e+00 +4.3221e+00 -1.5902e+00 -1.5283e+00 +2.8768e+00 +1.4569e+00 -1.9357e-01 -2.2375e-01 -4.9176e-01 +1.4085e+00
19 +3.451107922e+02 +3.451107922e+02 +1.001100792e+03 +1.001100792e+03 +6.8539e-01 -9.5097e-01 -2.7235e+00 +1.0902e+00 +1.2924e+00 +2.3615e+00 +5.8922e-01 +7.5998e-01 -8.0789e-01 +4.6493e-01 -2.5510e-01 +1.8960e+00 -1.0455e+00 -2.1941e+00 +7.2340e-01 -6.8789e-01 -1.4912e+00 +6.8220e-01 +1.4928e+00 +2.2083e+00
22 +3.358642454e+02 +3.358642454e+02 +9.918542454e+02 +9.918542454e+02 +1.4073e+00 -6.7872e-01 -1.9347e+00 +1.6577e+00 +1.3965e+00 +1.7169e+00 -4.2962e-01 +9.9921e-01 -8.2994e-01 +9.2977e-01 +1.0742e+00 +2.2819e+00 -8.9401e-01 -1.6286e+00 +1.0179e+00 +2.9695e-01 -2.3845e+00 +4.2838e-01 +9.2921e-01 +1.4023e+00
23 +3.289576980e+02 +3.289576980e+02 +9.849476980e+02 +9.849476980e+02 +1.3965e+00 -9.9869e-01 -2.4136e+00 +1.0756e+00 +2.2172e+00 +9.8766e-01 -3.4910e-01 +3.1514e+00 -9.8931e-01 +8.5553e-01 +1.5496e-02 +1.3397e+00 -1.6262e+00 -3.0561e+00 +2.2608e+00 -8.1034e-01 -1.9720e+00 +1.0733e+00 +7.3879e-01 +2.8322e+00
26 +3.111662873e+02 +3.111662873e+02 +9.671562873e+02 +9.671562873e+02 +1.3561e+00 -6.9655e-01 -2.3602e+00 +2.0023e+00 +1.2936e+00 +3.7749e+00 +6.0280e-01 +2.4090e+00 +3.8392e-01 +9.2316e-02 +6.5683e-01 +3.0196e+00 -1.7219e+00 -4.5129e+00 +1.0851e+00 +5.7291e-01 -2.2545e+00 -5.2665e-01 +7.2274e-01 +2.2253e+00
39 +3.074340350e+02 +3.074340350e+02 +9.634240350e+02 +9.634240350e+02 +2.5337e+00 +7.1067e-01 -4.5922e+00 +2.8184e+00 +4.8949e-01 +3.2770e+00 +1.1188e+00 +6.2885e-01 -1.5876e+00 +6.2222e-01 +8.0766e-01 +1.0822e+00 -3.3526e+00 -2.9502e+00 +3.7978e+00 +1.2620e+00 -9.8266e-02 +4.9120e-01 +3.6436e+00 +2.1200e+00
40 +2.741385278e+02 +2.741385278e+02 +9.301285278e+02 +9.301285278e+02 +1.3611e+00 +1.9746e+00 -2.6549e+00 +1.0525e+00 -5.6029e-01 +3.0120e+00 -4.5770e-01 +1.2248e-01 -3.1797e-01 +1.1948e+00 +2.1186e+00 +3.6599e-01 -2.6936e+00 -3.0424e+00 +4.2856e+00 +4.8977e-01 -2.3251e+00 +1.5563e-01 +4.0625e+00 +3.8199e+00
43 +2.507554060e+02 +2.507554060e+02 +9.067454060e+02 +9.067454060e+02 +2.0988e+00 +2.8151e+00 -4.0736e+00 +2.3996e+00 +3.2674e-01 +5.1126e+00 +8.8969e-01 -1.7132e-01 -1.5520e+00 +1.1796e+00 +2.7995e+00 +9.8396e-01 -1.3489e+00 -4.1621e+00 +5.9637e+00 -1.0973e+00 -3.7397e+00 +1.8056e+00 +5.7635e+00 +4.8399e+00
46 +2.320515831e+02 +2.320515831e+02 +8.880415831e+02 +8.880415831e+02 +1.8084e+00 +2.4750e+00 -1.6026e+00 +1.6580e+00 -2.2112e+00 +4.8158e+00 -2.3035e+00 +9.3570e-01 -2.7533e-01 +1.1577e+00 +2.5885e+00 -3.3667e-02 -9.3016e-01 -3.1727e+00 +4.0830e+00 +2.5839e+00 -3.4230e+00 +7.6243e-02 +4.3306e+00 +4.5118e+00
