% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
160 +3.729766074e+02 +3.729766074e+02 -8.911339263e+01 -8.911339263e+01 -1.3332e+00 -2.7813e+00 +2.4909e+00 +1.3733e-01 +3.0840e-01 +4.2139e-01 +3.9056e+00 +5.7533e+00 +3.4744e+00 -2.3486e+00 -2.2049e+00 -2.4387e+00 -3.9388e-01 -2.0336e+00 -1.8178e+00 -3.6881e+00 -7.8069e-01 +3.9894e-01 -1.7004e+00 +1.9793e+00
169 +3.461061855e+02 +3.461061855e+02 -1.159838145e+02 -1.159838145e+02 -2.2869e+00 -2.3873e+00 +2.5201e+00 +3.3308e-01 +1.4770e-01 +9.9786e-01 +3.5007e+00 +5.7896e+00 +2.1879e+00 -2.9207e+00 -3.2146e+00 -2.3711e+00 -6.4649e-01 -2.3408e+00 -6.9017e-01 -3.9685e+00 -7.0148e-01 +6.1487e-01 -2.0953e+00 +1.6081e+00
176 +3.072268774e+02 +3.072268774e+02 -1.548631226e+02 -1.548631226e+02 -2.2372e+00 -2.2673e+00 +3.5195e+00 +1.0393e+00 +5.6642e-01 +1.6047e+00 +3.2644e+00 +5.3211e+00 +1.8012e+00 -3.1113e+00 -3.5538e+00 -3.2779e+00 -4.7747e-02 -2.1198e+00 -1.1550e+00 -4.1883e+00 -7.6127e-01 +1.2160e+00 -2.2473e+00 +1.4931e+00
180 +2.947031870e+02 +2.947031870e+02 -1.673868130e+02 -1.673868130e+02 -1.3917e+00 -1.5209e+00 +2.0895e+00 -1.2287e+00 -9.7899e-02 +1.5280e+00 +3.0525e+00 +5.8393e+00 +2.4485e+00 -2.9524e+00 -3.3591e+00 -2.2623e+00 +8.4493e-01 -1.5441e+00 -2.9980e-01 -4.0292e+00 -6.4091e-01 +6.3743e-01 -1.8413e+00 +2.1409e+00
276 +2.825377326e+02 +2.825377326e+02 -1.795522674e+02 -1.795522674e+02 -1.1310e+00 -1.3007e+00 +3.3625e+00 +5.3368e-02 -3.0184e-01 -1.5927e-01 +2.5626e+00 +2.6296e+00 +2.6508e+00 -3.3170e+00 -4.2493e+00 -3.7008e+00 -1.4830e+00 -1.0692e+00 -5.2023e-01 -3.9881e+00 -1.5874e+00 +1.9655e+00 -2.4350e+00 +2.2397e+00
290 +2.565201168e+02 +2.565201168e+02 -2.055698832e+02 -2.055698832e+02 -1.0729e+00 -1.1788e+00 +3.1372e+00 -5.6694e-01 -2.5211e-01 -1.2982e-01 +1.8952e+00 +3.2444e+00 +2.5386e+00 -2.9691e+00 -4.7779e+00 -3.4632e+00 -1.1460e+00 -1.1906e+00 -1.3923e+00 -3.8713e+00 -1.2476e+00 +1.7344e+00 -2.1697e+00 +2.3899e+00
303 +2.380737472e+02 +2.380737472e+02 -2.240162528e+02 -2.240162528e+02 -1.2121e+00 -1.0357e+00 +2.3590e+00 +1.1308e-01 -3.4770e-02 -1.4203e-01 +1.5360e+00 +3.2157e+00 +2.7600e+00 -2.4771e+00 -3.1713e+00 -3.0320e+00 -5.6343e-01 -2.0606e+00 -2.3539e-01 -3.8713e+00 -1.1719e+00 +1.8344e+00 -2.0456e+00 +2.1441e+00
398 +2.324017905e+02 +2.324017905e+02 -2.296882095e+02 -2.296882095e+02 -4.6508e-01 -1.3300e+00 +2.3922e+00 -1.4836e+00 +6.5329e-01 -1.2807e-01 +3.2396e+00 +2.7232e+00 +1.3877e+00 -3.2361e+00 -2.6911e+00 -2.4796e+00 +2.1503e-01 -2.8997e+00 -4.3993e-01 -3.9226e+00 -1.1528e+00 +1.6393e+00 -2.3879e+00 +1.4197e+00
712 +2.284297163e+02 +2.284297163e+02 -2.336602837e+02 -2.336602837e+02 +6.6653e-01 -1.5151e+00 +2.7600e+00 -9.9486e-01 -1.9376e-01 -1.4429e+00 +3.2873e+00 +3.6999e+00 +1.6276e+00 -1.2716e+00 -2.1906e+00 -2.8156e+00 +3.2696e-01 -3.0082e+00 -2.7604e-01 -2.3799e+00 -6.0581e-01 +2.9408e+00 -2.2862e+00 +8.5245e-01
750 +2.091283805e+02 +2.091283805e+02 -2.529616195e+02 -2.529616195e+02 +4.0782e-01 -1.7041e+00 +2.6949e+00 -9.7086e-01 -1.3009e-01 -1.5701e+00 +3.1448e+00 +3.3401e+00 +1.4155e+00 -1.5409e+00 -2.1483e+00 -3.2527e+00 +3.0980e-01 -2.8817e+00 -4.9341e-01 -2.3541e+00 -3.5334e-01 +2.7992e+00 -2.4246e+00 +1.1933e+00
929 +2.045537215e+02 +2.045537215e+02 -2.575362785e+02 -2.575362785e+02 +8.7536e-01 -1.4645e+00 +2.9552e+00 -7.4609e-01 -2.0278e-01 -1.4391e+00 +3.1125e+00 +3.3139e+00 +1.0291e+00 -1.1766e+00 -2.2923e+00 -3.2959e+00 +2.9552e-01 -2.9824e+00 -6.7158e-01 -2.3798e+00 -8.0418e-01 +3.3850e+00 -1.7967e+00 +1.1679e+00
956 +1.901381303e+02 +1.901381303e+02 -2.719518697e+02 -2.719518697e+02 +9.5648e-01 -1.3526e+00 +2.9824e+00 -8.3882e-01 -9.9778e-02 -1.4382e+00 +3.1810e+00 +3.4959e+00 +1.2312e+00 -6.8225e-01 -2.2963e+00 -3.2444e+00 +3.1212e-01 -3.0481e+00 -6.1862e-01 -2.3300e+00 -7.1875e-01 +3.2582e+00 -1.8309e+00 +1.1833e+00
1070 +1.861050430e+02 +1.861050430e+02 -2.759849570e+02 -2.759849570e+02 +8.4366e-01 -1.5086e+00 +3.1102e+00 -9.8936e-01 -2.3746e-01 -1.3010e+00 +3.1867e+00 +3.2027e+00 +1.1479e+00 -1.0143e+00 -2.3310e+00 -3.0257e+00 +4.5652e-01 -2.9754e+00 -4.6201e-01 -2.4358e+00 -7.1694e-01 +3.3847e+00 -1.9986e+00 +1.1000e+00
1083 +1.574362507e+02 +1.574362507e+02 -3.046537493e+02 -3.046537493e+02 +6.1859e-01 -1.3413e+00 +3.1844e+00 -9.6971e-01 -1.3249e-01 -1.4263e+00 +3.1976e+00 +3.0633e+00 +1.1132e+00 -9.9631e-01 -2.3161e+00 -2.7552e+00 +3.5558e-01 -2.9391e+00 -4.8527e-01 -2.3583e+00 -6.6483e-01 +3.3412e+00 -2.1664e+00 +1.1129e+00
1100 +1.518491312e+02 +1.518491312e+02 -3.102408688e+02 -3.102408688e+02 +7.3187e-01 -1.4378e+00 +3.2316e+00 -9.7562e-01 -8.0997e-02 -1.3780e+00 +3.2090e+00 +3.0655e+00 +1.0974e+00 -1.0279e+00 -2.1840e+00 -2.7797e+00 +3.1466e-01 -2.9194e+00 -4.9155e-01 -2.3667e+00 -7.1945e-01 +3.3863e+00 -2.1425e+00 +1.1502e+00
1245 +1.489322803e+02 +1.489322803e+02 -3.131577197e+02 -3.131577197e+02 +5.8289e-01 -1.4729e+00 +3.1942e+00 -8.4745e-01 -1.7854e-01 -1.4147e+00 +3.3087e+00 +3.4215e+00 +1.1783e+00 -1.0794e+00 -1.7637e+00 -3.2855e+00 +3.1997e-01 -2.8507e+00 -4.3085e-01 -2.2833e+00 -7.5661e-01 +3.3806e+00 -2.1479e+00 +1.1548e+00
1299 +1.477093917e+02 +1.477093917e+02 -3.143806083e+02 -3.143806083e+02 +5.9306e-01 -1.4563e+00 +3.1027e+00 -8.4066e-01 -3.3934e-02 -1.3524e+00 +3.3698e+00 +3.3172e+00 +1.1410e+00 -9.8448e-01 -1.7074e+00 -3.2597e+00 +3.8856e-01 -2.9113e+00 -3.0518e-01 -2.3595e+00 -6.6975e-01 +3.3828e+00 -2.1081e+00 +1.1802e+00
1311 +1.406425649e+02 +1.406425649e+02 -3.214474351e+02 -3.214474351e+02 +6.0619e-01 -1.4773e+00 +3.1185e+00 -8.4211e-01 -5.7260e-02 -1.3576e+00 +3.3857e+00 +3.4129e+00 +1.1144e+00 -9.9940e-01 -1.7177e+00 -3.2580e+00 +3.7030e-01 -2.9383e+00 -3.0100e-01 -2.3463e+00 -6.6996e-01 +3.3940e+00 -2.1339e+00 +1.1277e+00
1351 +1.374669818e+02 +1.374669818e+02 -3.246230182e+02 -3.246230182e+02 +6.9072e-01 -1.4347e+00 +3.1552e+00 -8.0899e-01 -5.4547e-02 -1.3097e+00 +3.3609e+00 +3.4352e+00 +1.0866e+00 -1.0163e+00 -1.7018e+00 -3.2980e+00 +3.8942e-01 -2.9750e+00 -2.4293e-01 -2.3206e+00 -6.7664e-01 +3.3714e+00 -2.1164e+00 +1.1713e+00
1385 +1.341594997e+02 +1.341594997e+02 -3.279305003e+02 -3.279305003e+02 +6.6666e-01 -1.4336e+00 +3.1497e+00 -8.2017e-01 -8.6876e-02 -1.3046e+00 +3.3975e+00 +3.4063e+00 +1.1405e+00 -1.0657e+00 -1.6941e+00 -3.2707e+00 +3.3405e-01 -2.9465e+00 -2.5332e-01 -2.3193e+00 -7.0389e-01 +3.3272e+00 -2.0321e+00 +1.1601e+00
1448 +1.314850141e+02 +1.314850141e+02 -3.306049859e+02 -3.306049859e+02 +6.1183e-01 -1.4082e+00 +3.1406e+00 -8.3365e-01 -7.8801e-02 -1.3570e+00 +3.3483e+00 +3.4386e+00 +1.0882e+00 -1.0719e+00 -1.7190e+00 -3.2605e+00 +3.5292e-01 -2.9537e+00 -2.6586e-01 -2.2884e+00 -7.2401e-01 +3.3057e+00 -2.1168e+00 +1.1238e+00
1472 +1.276347709e+02 +1.276347709e+02 -3.344552291e+02 -3.344552291e+02 +6.1728e-01 -1.4275e+00 +3.1412e+00 -8.2154e-01 -6.0208e-02 -1.3539e+00 +3.3508e+00 +3.4246e+00 +1.0988e+00 -1.0417e+00 -1.7048e+00 -3.2610e+00 +3.4983e-01 -2.9295e+00 -2.5835e-01 -2.2986e+00 -7.1464e-01 +3.3515e+00 -2.1143e+00 +1.1557e+00
1546 +1.258239083e+02 +1.258239083e+02 -3.362660917e+02 -3.362660917e+02 +5.8568e-01 -1.4402e+00 +3.1400e+00 -8.3213e-01 -9.2071e-02 -1.4117e+00 +3.3435e+00 +3.4017e+00 +1.0942e+00 -9.9733e-01 -1.7107e+00 -3.2399e+00 +3.7192e-01 -2.9436e+00 -2.7450e-01 -2.3218e+00 -7.1400e-01 +3.3585e+00 -2.0833e+00 +1.1389e+00
1557 +1.229977707e+02 +1.229977707e+02 -3.390922293e+02 -3.390922293e+02 +5.9300e-01 -1.4444e+00 +3.1388e+00 -8.3834e-01 -1.0548e-01 -1.4095e+00 +3.3304e+00 +3.3933e+00 +1.1208e+00 -1.0091e+00 -1.7199e+00 -3.2411e+00 +3.6827e-01 -2.9490e+00 -2.6766e-01 -2.3140e+00 -7.1579e-01 +3.3492e+00 -2.1089e+00 +1.1372e+00
1601 +1.198851813e+02 +1.198851813e+02 -3.422048187e+02 -3.422048187e+02 +5.9692e-01 -1.4257e+00 +3.1023e+00 -8.3218e-01 -1.0539e-01 -1.4308e+00 +3.3551e+00 +3.3847e+00 +1.1093e+00 -1.0354e+00 -1.7204e+00 -3.2674e+00 +3.6428e-01 -2.9771e+00 -2.5535e-01 -2.3063e+00 -7.0034e-01 +3.3562e+00 -2.0814e+00 +1.1465e+00
1715 +1.168388562e+02 +1.168388562e+02 -3.452511438e+02 -3.452511438e+02 +5.8443e-01 -1.4269e+00 +3.1416e+00 -8.0525e-01 -1.3464e-01 -1.4464e+00 +3.3110e+00 +3.3854e+00 +1.1195e+00 -1.0560e+00 -1.7146e+00 -3.2622e+00 +3.5830e-01 -2.9716e+00 -2.5972e-01 -2.3184e+00 -7.0781e-01 +3.3772e+00 -2.0933e+00 +1.1244e+00
1778 +1.146819357e+02 +1.146819357e+02 -3.474080643e+02 -3.474080643e+02 +6.1507e-01 -1.4321e+00 +3.1566e+00 -8.0491e-01 -1.2689e-01 -1.4678e+00 +3.2890e+00 +3.3550e+00 +1.1151e+00 -1.0507e+00 -1.7172e+00 -3.2709e+00 +3.6450e-01 -2.9601e+00 -2.5220e-01 -2.3257e+00 -7.1103e-01 +3.3524e+00 -2.1039e+00 +1.1372e+00
2259 +1.121824462e+02 +1.121824462e+02 -3.499075538e+02 -3.499075538e+02 +6.7490e-01 -1.4433e+00 +3.1496e+00 -7.9707e-01 -1.0893e-01 -1.5033e+00 +3.2733e+00 +3.2778e+00 +1.1306e+00 -1.0481e+00 -1.7081e+00 -3.2649e+00 +3.6104e-01 -2.9663e+00 -2.5409e-01 -2.3235e+00 -7.0767e-01 +3.3683e+00 -2.1032e+00 +1.1313e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.473743362e+02 +9.473743362e+02 +1.025034336e+03 +1.025034336e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +9.297967450e+02 +9.297967450e+02 +1.007456745e+03 +1.007456745e+03 -1.3356e+00 -1.1414e+00 -7.3234e-01 +7.2746e-01 +2.5255e-01 -1.2091e-01 +2.0477e+00 -3.6210e-01 +4.5341e-01 -1.6021e+00 +1.4381e+00 -8.4034e-01 +9.7459e-01 -2.8466e-01 -1.3240e+00 -1.0076e+00 +1.5788e-01 -1.1714e+00 +3.7117e-01 +6.1735e-01
4 +6.893414413e+02 +6.893414413e+02 +7.670014413e+02 +7.670014413e+02 +8.1509e-01 -1.2247e+00 -5.1642e-01 +2.3809e-02 -9.0732e-01 +1.5951e+00 +1.0091e+00 -4.8532e-01 -1.0143e+00 +1.2039e+00 -2.9636e-01 +1.1680e-01 +1.3903e-01 +1.2788e+00 -9.3386e-01 +1.1619e-01 +1.0639e+00 -3.4547e-01 +1.7682e+00 -1.0157e+00
23 +6.495760627e+02 +6.495760627e+02 +7.272360627e+02 +7.272360627e+02 +1.9260e-01 -2.1785e+00 -1.0111e+00 -1.1680e-01 -1.8444e+00 +3.6790e-01 +1.2309e+00 -6.2775e-01 -1.2281e+00 -8.4893e-01 -1.5914e+00 -1.7756e+00 +3.2847e-01 +3.9478e-01 -2.1084e+00 +5.2883e-01 +5.1564e-01 -1.9576e-01 +2.9466e+00 -2.4970e-01
32 +4.239924183e+02 +4.239924183e+02 +5.016524183e+02 +5.016524183e+02 +5.2510e-01 -2.5075e+00 -1.5618e+00 -5.8114e-02 -2.9309e+00 +6.9424e-01 +5.6258e-01 -8.6173e-01 -7.2784e-01 -2.9513e+00 -2.0784e+00 -1.5956e+00 +3.5247e-01 -3.1224e-01 -2.6261e+00 +5.6322e-01 +1.5004e+00 -5.2232e-01 +2.7768e+00 -1.9703e+00
48 +4.137936455e+02 +4.137936455e+02 +4.914536455e+02 +4.914536455e+02 -8.5680e-01 -3.2619e+00 +1.6880e-01 -5.7430e-01 -2.3249e+00 -1.4170e-01 +4.7525e-01 -1.3141e+00 -4.3456e-01 -1.6092e+00 -8.1337e-01 -3.8048e-01 -3.1047e-01 -1.4055e+00 -1.5834e+00 +5.3804e-01 +1.3460e+00 -7.0815e-01 +2.7170e+00 -2.0204e+00
52 +3.971856698e+02 +3.971856698e+02 +4.748456698e+02 +4.748456698e+02 +1.1776e+00 -5.7222e+00 +1.8947e+00 -1.9581e+00 -3.0548e+00 +9.8277e-01 -7.2029e-02 -5.4354e-01 -1.8932e+00 -1.6988e+00 +3.3000e-01 +1.1779e+00 -2.1037e-01 -1.8169e+00 -2.8447e+00 +3.6122e-01 +8.5470e-01 -1.4358e+00 +4.5355e+00 -3.0682e+00
80 +3.545462014e+02 +3.545462014e+02 +4.322062014e+02 +4.322062014e+02 -5.3114e-01 -4.9706e+00 +2.1666e+00 +7.6507e-01 -1.6642e+00 -8.5632e-01 +1.4152e+00 +2.0594e-01 -9.8056e-01 -4.0344e+00 +2.3397e+00 +1.5775e+00 -6.3942e-01 -1.0020e-01 -3.8700e+00 -5.3518e-01 +1.3280e+00 -1.2124e+00 +1.6262e+00 -2.1765e+00
88 +3.146695893e+02 +3.146695893e+02 +3.923295893e+02 +3.923295893e+02 -1.8081e+00 -3.6143e+00 +5.4364e-01 -3.0609e-01 -2.3921e+00 -6.0741e-01 +9.1495e-01 +6.8262e-01 +2.8215e-01 -3.4045e+00 +3.2923e+00 +1.8855e+00 -6.7985e-01 +2.1409e-01 -3.8905e+00 -1.8012e-01 -3.4875e-01 -1.5238e+00 +2.1291e+00 -1.7220e+00
125 +2.923689381e+02 +2.923689381e+02 +3.700289381e+02 +3.700289381e+02 -2.6188e+00 -2.9099e+00 +7.1848e-01 +6.8196e-01 +2.6633e-01 -1.9524e+00 +1.4289e+00 +2.5444e-01 -5.5817e-01 -3.5930e+00 +4.3562e+00 +6.9377e-02 -1.5819e+00 -9.2378e-01 -2.0322e+00 +1.8278e+00 -5.3074e-01 -1.7051e+00 +4.4986e-01 -2.8445e+00
174 +2.388572817e+02 +2.388572817e+02 +3.165172817e+02 +3.165172817e+02 +1.8554e-01 -1.9652e+00 +1.0621e+00 +7.6317e-01 -4.1067e-01 +1.7682e-01 -4.0838e-01 -2.4376e-01 +3.6854e-01 -2.0448e+00 +1.2488e+00 -7.7795e-01 +2.7075e-01 -1.0117e+00 -1.7587e+00 +4.9726e-01 -3.7420e-01 -2.5922e+00 +3.5527e+00 -3.0833e+00
245 +2.195908038e+02 +2.195908038e+02 +2.972508038e+02 +2.972508038e+02 -1.5440e+00 -2.8573e+00 +5.6107e-01 +1.2679e+00 -2.1152e+00 -7.5290e-01 +1.7430e+00 +1.8934e+00 +7.8176e-01 -3.3229e+00 +2.2862e+00 -7.8203e-02 +1.2239e+00 -1.6051e+00 -1.7907e+00 +1.6958e+00 +3.1303e-02 -1.7121e+00 +3.1767e+00 -2.6755e+00
272 +2.185795001e+02 +2.185795001e+02 +2.962395001e+02 +2.962395001e+02 -1.7323e+00 -2.4170e+00 -5.9722e-01 +8.4463e-01 -7.6820e-01 +1.4942e-01 +2.0993e+00 +2.0682e+00 +2.9694e-01 -3.2622e+00 +2.4539e+00 +9.5974e-01 +1.3499e+00 -1.5645e+00 -1.4467e+00 +5.4902e-01 -5.6629e-01 -1.5413e+00 +2.5038e+00 -3.3448e+00
485 +2.075426427e+02 +2.075426427e+02 +2.852026427e+02 +2.852026427e+02 -4.3942e-01 -8.1812e-01 +3.1418e-01 +9.5986e-01 -7.8611e-01 -5.3557e-01 +2.0882e+00 +3.0144e+00 +8.7420e-01 -3.9534e+00 +2.4579e+00 +7.2720e-01 +1.1370e+00 -1.0867e+00 -1.4603e+00 +4.1877e-01 +9.0165e-02 -1.7360e+00 +2.8877e+00 -3.0822e+00
523 +1.985284001e+02 +1.985284001e+02 +2.761884001e+02 +2.761884001e+02 -4.5723e-01 -8.8982e-01 -1.2895e-01 +9.4461e-01 -8.8041e-01 -5.2858e-01 +2.1051e+00 +2.6772e+00 +1.3432e-02 -3.6745e+00 +2.6173e+00 +1.1275e-01 +1.2605e+00 -1.5955e+00 -1.0977e+00 +9.6629e-01 +9.4607e-01 -1.9713e+00 +3.1381e+00 -3.4545e+00
773 +1.880787847e+02 +1.880787847e+02 +2.657387847e+02 +2.657387847e+02 -8.1902e-01 -9.6803e-01 -6.0353e-01 +6.6708e-01 -7.1487e-01 -3.7539e-01 +1.4812e+00 +2.5345e+00 +6.6277e-01 -3.2158e+00 +2.2724e+00 +1.4342e-01 +7.3153e-01 -1.7099e+00 -8.4300e-01 +9.1355e-01 +1.1442e-01 -2.3060e+00 +2.6770e+00 -3.4131e+00
847 +1.655745650e+02 +1.655745650e+02 +2.432345650e+02 +2.432345650e+02 -7.4633e-01 -8.9983e-01 -5.5077e-01 +6.6451e-01 -8.2641e-01 +4.2869e-01 +1.0866e+00 +1.9781e+00 +9.2494e-01 -2.8903e+00 +2.4018e+00 +6.5717e-02 -8.1874e-02 -2.5114e+00 -1.1318e+00 +9.6533e-01 -4.8854e-01 -3.1682e+00 +2.7737e+00 -3.3937e+00
905 +1.593048850e+02 +1.593048850e+02 +2.369648850e+02 +2.369648850e+02 -8.5970e-01 -5.6038e-01 -8.6772e-01 +8.5944e-01 -2.6663e-01 +5.8059e-02 +1.3013e+00 +1.4664e+00 +7.2462e-01 -3.3472e+00 +2.4547e+00 +5.0301e-01 +3.2997e-01 -1.6798e+00 -1.1980e+00 +1.3137e+00 -2.2881e-01 -2.4188e+00 +2.7965e+00 -3.1066e+00
963 +1.561887967e+02 +1.561887967e+02 +2.338487967e+02 +2.338487967e+02 -5.9373e-01 -8.6406e-01 -1.2614e+00 +1.4701e+00 +6.4207e-01 +2.1621e-01 +1.1695e+00 +7.3590e-01 +8.0491e-01 -3.1096e+00 +2.3062e+00 +2.0038e-01 +3.4973e-01 -1.4339e+00 -9.6260e-01 +1.0614e+00 +1.5450e-02 -3.0936e+00 +3.1187e+00 -3.0644e+00
991 +1.521345835e+02 +1.521345835e+02 +2.297945835e+02 +2.297945835e+02 -5.9521e-01 -8.2372e-01 -1.1368e+00 +1.2970e+00 +4.9428e-01 +1.3823e-01 +1.3444e+00 +1.0062e+00 +8.6157e-01 -3.1833e+00 +2.4835e+00 +1.0381e-01 +3.3322e-01 -1.6448e+00 -1.0906e+00 +8.9561e-01 -3.3057e-02 -3.0696e+00 +3.1503e+00 -2.9569e+00
1115 +1.451582019e+02 +1.451582019e+02 +2.228182019e+02 +2.228182019e+02 -8.1171e-01 -7.3088e-01 -1.1405e+00 +1.3794e+00 +4.6903e-01 +1.4057e-01 +1.7346e+00 +9.3359e-01 +1.6260e-01 -3.2353e+00 +2.2869e+00 +1.9129e-01 +2.5982e-01 -1.6572e+00 -1.4879e+00 +1.2556e+00 -2.5535e-01 -3.1290e+00 +3.4364e+00 -2.8730e+00
1119 +1.406163398e+02 +1.406163398e+02 +2.182763398e+02 +2.182763398e+02 -7.8095e-01 -6.0786e-01 -1.2696e+00 +1.5206e+00 +3.4863e-01 +2.3226e-01 +1.7337e+00 +8.7658e-01 +2.1237e-01 -3.3406e+00 +2.3431e+00 +2.7642e-01 +3.0727e-01 -1.6106e+00 -1.6075e+00 +1.0783e+00 -2.8078e-01 -3.1988e+00 +3.4506e+00 -2.8410e+00
1132 +1.364096527e+02 +1.364096527e+02 +2.140696527e+02 +2.140696527e+02 -6.9488e-01 -6.0837e-01 -1.2455e+00 +1.5056e+00 +4.4703e-01 +1.3903e-01 +1.8460e+00 +9.1768e-01 +3.1102e-01 -3.3711e+00 +2.3076e+00 +2.1083e-01 +3.2962e-01 -1.6941e+00 -1.6635e+00 +1.1143e+00 -3.5094e-01 -3.0313e+00 +3.4372e+00 -3.0514e+00
1142 +1.347434482e+02 +1.347434482e+02 +2.124034482e+02 +2.124034482e+02 -7.0805e-01 -5.2891e-01 -1.2363e+00 +1.6020e+00 +3.1876e-01 +1.6819e-01 +1.8272e+00 +9.1531e-01 +3.1460e-01 -3.3434e+00 +2.3025e+00 +1.8327e-01 +3.8588e-01 -1.6728e+00 -1.6732e+00 +1.2063e+00 -3.6540e-01 -3.1524e+00 +3.4336e+00 -3.0314e+00
